"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.07,0.02
"2","PM",0.1,0.1272,0.0272
"3","PM",0.25,0.2608,0.0108
"4","PM",0.75,0.7176,-0.0324
"5","PM",0.9,0.952399999999999,0.0524
"6","PM",0.95,0.9716,0.0216
"7","CB",0.05,0.0936,0.0436
"8","CB",0.1,0.1432,0.0432
"9","CB",0.25,0.2836,0.0336
"10","CB",0.75,0.7036,-0.0464
"11","CB",0.9,0.9468,0.0468
"12","CB",0.95,0.967599999999999,0.0176
"13","GR",0.05,0.0916,0.0416
"14","GR",0.1,0.1448,0.0448
"15","GR",0.25,0.2736,0.0236
"16","GR",0.75,0.7056,-0.0444
"17","GR",0.9,0.9472,0.0472
"18","GR",0.95,0.9688,0.0188
"19","ML",0.05,0.1088,0.0588
"20","ML",0.1,0.164,0.064
"21","ML",0.25,0.3008,0.0508
"22","ML",0.75,0.6908,-0.0592
"23","ML",0.9,0.9348,0.0348
"24","ML",0.95,0.9588,0.0088
