"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,0
"[-3.12,-2.88)",0,0,0,0
"[-2.88,-2.64)",0,0,0,4e-04
"[-2.64,-2.4)",0,0,4e-04,0.0012
"[-2.4,-2.16)",4e-04,0.0016,8e-04,0.002
"[-2.16,-1.92)",0.0028,0.0028,0.006,0.008
"[-1.92,-1.68)",0.0084,0.0144,0.0152,0.0204
"[-1.68,-1.44)",0.022,0.0272,0.03,0.0308
"[-1.44,-1.2)",0.048,0.0564,0.0472,0.0568
"[-1.2,-0.96)",0.064,0.0676,0.0696,0.0636
"[-0.96,-0.72)",0.0976,0.0984,0.088,0.1052
"[-0.72,-0.48)",0.1092,0.0992,0.104,0.0948
"[-0.48,-0.24)",0.108,0.0972,0.1016,0.0864
"[-0.24,0)",0.11,0.1008,0.1,0.092
"[0,0.24)",0.1024,0.0976,0.0908,0.0908
"[0.24,0.48)",0.078,0.074,0.0816,0.0648
"[0.48,0.72)",0.0632,0.0648,0.0636,0.0656
"[0.72,0.96)",0.042,0.0448,0.0512,0.0496
"[0.96,1.2)",0.046,0.0384,0.042,0.0372
"[1.2,1.44)",0.0308,0.04,0.0344,0.0412
"[1.44,1.68)",0.0192,0.0208,0.0196,0.0236
"[1.68,1.92)",0.0148,0.0176,0.0176,0.0144
"[1.92,2.16)",0.0104,0.008,0.0108,0.016
"[2.16,2.4)",0.0084,0.0088,0.01,0.0132
"[2.4,2.64)",0.004,0.0072,0.0048,0.0056
"[2.64,2.88)",0.0036,0.004,0.0044,0.0052
"[2.88,3.12)",0.0016,0.0024,0.0012,0.0032
"[3.12,3.36)",0.0028,0.0024,0.0028,0.0028
"[3.36,3.6)",8e-04,0.0012,8e-04,0.002
"[3.6,3.84)",0,8e-04,0,0.0016
"[3.84,4.08)",8e-04,0,0.0012,4e-04
"[4.08,4.32)",4e-04,0.0012,0,8e-04
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",4e-04,0,4e-04,0
"[4.8,5.04)",0,4e-04,0,4e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
