"","ISEL_PM","ISEL_CB","ISEL_GR","ISEL_ML"
"1",0.316170492954684,0.117492044780616,0.12621001644153,0.58572367708129
"2",0.0860061235485783,0.142473900282437,0.145505316813596,0.624739089488377
"3",0.240827760959929,0.0863771275360448,0.0902074300452983,0.38141794716664
"4",0.199928458125124,0.0390798474537929,0.0385570727742856,0.236463187475763
"5",0.162380826131137,0.0589501774706172,0.0316208978624565,0.330609318260922
"6",0.323231487353098,0.179113863904686,0.162279750117997,0.503635786271086
"7",0.633204586798992,0.405510825334521,0.440140517488927,1.09799982814114
"8",0.224977614705836,0.0510316614944425,0.0603351107101015,0.317282679122191
"9",0.277542018461338,0.0924634026645112,0.0992070384344512,0.4874343515182
"10",0.148738306631023,0.132540579240191,0.118533435447076,0.631476705967911
"11",0.172813579948345,0.0646561654386962,0.0526467929872916,0.625754362717791
"12",0.353665810674521,0.146398874311912,0.16381475056561,0.641169067626424
"13",0.196949692315827,0.0873671973299107,0.0633415684238502,0.778534458024447
"14",0.0237526517982756,0.076198339241036,0.1361454602443,0.409512090671696
"15",0.166916822764872,0.0542192799235961,0.0703119233410471,0.494638942370562
"16",0.153501123938217,0.0458162631348508,0.0496934162268766,0.495325148172994
"17",0.330684789257805,0.185309241921955,0.159585845039484,0.233778780324255
"18",0.0290239297867456,0.109430576235885,0.110198304789592,0.619207052007623
"19",0.191347408057598,0.0946634883243619,0.0986282673254417,0.414277945621714
"20",0.111418278899076,0.0253322572296021,0.0239906993768138,0.536307065469761
"21",0.064819144291448,0.274145581000804,0.155824043103007,1.0588396120419
"22",0.349448045924265,0.203797132986726,0.216907858487963,0.471636886954912
"23",0.686162011012733,0.532629226201362,0.539328854052,0.664805963980111
"24",0.158157187851803,0.0143983060327733,0.0273843750642725,0.581210642300802
"25",0.122454571438932,0.0681741511170117,0.051556680131738,0.512653492049232
"26",0.288127877019284,0.0792943052251607,0.109728318352302,0.503206368774816
"27",0.123663449120015,0.156768570295931,0.085109007395227,0.776375397779962
"28",0.199004151952479,0.129797361537167,0.112408765560482,0.587489258413466
"29",0.417139083781884,0.185958316951015,0.259031820191152,0.482457714670391
"30",0.153636758675988,0.0354868660287643,0.0426008137369548,0.381371883728615
"31",0.37577107359469,0.219369546481598,0.185437365638075,0.276915410495026
"32",0.148655923000277,0.0401741545024569,0.0431417573342657,0.462730863784766
"33",0.126251513053175,0.0260304551252595,0.0332622869722155,0.603287920213855
"34",0.286065577955453,0.10066158003118,0.105743560847759,0.285406171792086
"35",0.0760231334905175,0.0471809946526783,0.0260434396448747,0.26633961322115
"36",0.0562120821025898,0.0576689399335189,0.0236416000518197,0.779983539090437
"37",0.16485897614564,0.0260195677017105,0.0299185424405404,0.439720937866418
"38",0.0474527254311839,0.037184478729277,0.0109215707620093,0.665091788683341
"39",0.439015049985187,0.274669157016798,0.278453707938265,0.745428594336691
"40",0.284580201085778,0.195721054950625,0.238532850015101,0.573172352560918
"41",0.207472972550455,0.0696442500938818,0.0644395309652611,0.473192078826966
"42",0.112592775857171,0.0163060350926191,0.0171799818884585,0.385061168189162
"43",0.313216786350436,0.147340026105103,0.160261613707761,0.346869988293354
"44",0.269589700116533,0.103959361023168,0.0923880212959096,0.466266745359906
"45",0.0614565615029276,0.0576307739445684,0.0240631621573523,0.864882540073269
"46",0.0471881608218359,0.0570414616437393,0.0413887184435476,0.58586665065347
"47",0.0429475089408076,0.0307117776705052,0.0508661350027263,0.513763423743303
"48",0.0984437918658627,0.0185484356866737,0.0205524135320565,0.563624818472913
"49",0.320293705825972,0.183362579944157,0.190562947836777,0.498795955702679
"50",0.0182669863732781,0.0544127811134783,0.059627240719183,0.427473376731907
"51",0.29197465299971,0.0837896369972513,0.100306906139196,0.244394391819207
"52",0.300192051448525,0.0863415716446368,0.0943651998970444,0.313915746922113
"53",0.37825170404317,0.202520724573761,0.204366381916265,0.588974778128729
"54",0.304993421035628,0.185594977102722,0.175786386664644,0.509621419571722
"55",0.0934725488828863,0.0229539241859585,0.016088072966723,0.550749300922262
"56",0.0763079122697735,0.0762294930719769,0.0544714718364029,0.644810159478708
"57",0.211254053225175,0.0640185401703049,0.0627722499651463,0.32235436529769
"58",0.0344028285532619,0.0684857754376051,0.0216218787667718,0.549678716528576
"59",0.210462937336986,0.0527542341269403,0.0433506516120624,0.35903874833446
"60",0.16586816458888,0.102564593855249,0.071537225730338,0.593037900129821
"61",0.0605992081596307,0.0335509435438179,0.0279420639629108,0.444805271607158
"62",0.24913837364529,0.0891674314395126,0.099733779398799,0.494196872876709
"63",0.363302453654303,0.176937392777287,0.148825552045393,0.284998435017828
"64",0.127725862127072,0.0209106143241032,0.0193098050305734,0.301589687957799
"65",0.0835483010564567,0.0338421088137546,0.0254983590686177,0.660079904394905
"66",0.474364482837391,0.229283570063627,0.248897189192361,0.354466219590941
"67",0.239840830749434,0.082009341418685,0.0893622793455028,0.372466311927207
"68",0.172993117608961,0.0534296218137755,0.0426762083131075,0.521910657004568
"69",0.488630188721197,0.287568473971785,0.296098896510471,0.334665660830378
"70",0.281951339628618,0.0899701642098432,0.0963340656158271,0.255002711424341
"71",0.378205159435562,0.190467624022317,0.186732277712847,0.322574808545743
"72",0.36284503078184,0.189826320445055,0.196586296056771,0.364981648910278
"73",0.176555874583821,0.0946768817944411,0.0333906639842353,0.445252982868796
"74",0.0626108877301601,0.201276226543443,0.129090056157273,0.913675275391163
"75",0.0689682989141519,0.0472376248698229,0.0261678624781999,0.486116113058164
"76",0.296319633599776,0.176565537378845,0.156653129420137,0.563174242617482
"77",0.0265945359003493,0.132797759062571,0.0865511710768389,0.531568973991059
"78",0.0186487265920002,0.0816964902424188,0.0808320617418442,0.478460017229053
"79",0.563384760166338,0.375431536467248,0.355497469085394,1.01103586610226
"80",0.412811295394539,0.260607039792343,0.249834752153838,0.496785451540572
"81",0.251770826929332,0.405095012703817,0.233540366288519,1.12326268380638
"82",0.392522084036855,0.240962563653675,0.294542490582757,0.774529220110461
"83",0.455531370261765,0.315927613075019,0.294916449605881,0.69892354356859
"84",0.367884720037786,0.221455381998591,0.193788725774843,0.546124003332595
"85",0.0865828832040744,0.0286746663617907,0.0206843208513648,0.256973195158655
"86",0.0394479623511282,0.117018192249181,0.137534051777592,0.572582926052154
"87",0.335288653616991,0.140452325457202,0.163499890472746,0.493795691582174
"88",0.217575953619075,0.0966178538807867,0.0966469976597237,0.540591084975369
"89",0.156115752937789,0.199303704324798,0.109385581022036,0.64367927166968
"90",0.0742133111068189,0.0685777502780197,0.0325612158655746,0.666174515952539
"91",0.549010080724529,0.36760726182792,0.361506143336682,0.514802128833843
"92",0.285124093768063,0.0950245513937543,0.0949669123436731,0.266907201667231
"93",0.0980449033944094,0.0267249650439391,0.0173312491557722,0.438337146700983
"94",0.176878520739699,0.020959792549276,0.0261457473511151,0.415590616420298
"95",0.444491977155312,0.276215969394443,0.233794602861021,0.167440719361139
"96",0.135779785092793,0.0447005419141993,0.0459613322237498,0.478923915226461
"97",0.241195220383127,0.107250808640421,0.095466887009188,0.59559679423934
"98",0.184217532563556,0.0711935949472168,0.0655587485778047,0.39657420061789
"99",0.223164155125066,0.113861388633837,0.0959737604009138,0.512820368440257
"100",0.57436183482145,0.332611507537198,0.380751861920272,0.431987482998322
