"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,0,0.0052
"[-5.76,-5.52)",0,0,0,0.0068
"[-5.52,-5.28)",0,0,4e-04,0.0068
"[-5.28,-5.04)",0,0,4e-04,0.0072
"[-5.04,-4.8)",0,4e-04,4e-04,0.0092
"[-4.8,-4.56)",0,4e-04,0.0012,0.0068
"[-4.56,-4.32)",0,0.0016,0.0016,0.0068
"[-4.32,-4.08)",0,0.0012,0.0012,0.0096
"[-4.08,-3.84)",0,0.0028,8e-04,0.008
"[-3.84,-3.6)",0,0.0028,0.0028,0.0084
"[-3.6,-3.36)",4e-04,0.0044,8e-04,0.0172
"[-3.36,-3.12)",0,0.0028,0.0044,0.012
"[-3.12,-2.88)",0,0.0044,0.0068,0.0176
"[-2.88,-2.64)",0.0012,0.0052,0.006,0.0152
"[-2.64,-2.4)",0.0016,0.0076,0.0088,0.0204
"[-2.4,-2.16)",0.004,0.012,0.01,0.0184
"[-2.16,-1.92)",0.0048,0.0196,0.0132,0.0196
"[-1.92,-1.68)",0.0048,0.0204,0.018,0.0228
"[-1.68,-1.44)",0.0104,0.0264,0.0276,0.0256
"[-1.44,-1.2)",0.0192,0.0436,0.036,0.0308
"[-1.2,-0.96)",0.0596,0.0556,0.054,0.0248
"[-0.96,-0.72)",0.0928,0.0644,0.0656,0.0316
"[-0.72,-0.48)",0.096,0.0724,0.0768,0.0248
"[-0.48,-0.24)",0.086,0.0868,0.092,0.0336
"[-0.24,0)",0.1204,0.0884,0.0924,0.0312
"[0,0.24)",0.1652,0.0864,0.0968,0.034
"[0.24,0.48)",0.1268,0.0992,0.09,0.0348
"[0.48,0.72)",0.0972,0.0736,0.0772,0.0344
"[0.72,0.96)",0.0584,0.056,0.0612,0.0308
"[0.96,1.2)",0.0276,0.038,0.0436,0.0284
"[1.2,1.44)",0.0104,0.0364,0.028,0.0272
"[1.44,1.68)",0.0048,0.0184,0.0208,0.0196
"[1.68,1.92)",0.0012,0.0168,0.0144,0.0188
"[1.92,2.16)",0.0028,0.0124,0.012,0.0184
"[2.16,2.4)",0.0012,0.0096,0.0076,0.022
"[2.4,2.64)",8e-04,0.0064,0.0048,0.0152
"[2.64,2.88)",0,0.0052,0.0052,0.0156
"[2.88,3.12)",8e-04,0.0044,0.0028,0.0148
"[3.12,3.36)",0,0.0044,0.0044,0.0116
"[3.36,3.6)",8e-04,0.0024,0.0048,0.0148
"[3.6,3.84)",0,0.0012,8e-04,0.0092
"[3.84,4.08)",0,8e-04,4e-04,0.0096
"[4.08,4.32)",4e-04,4e-04,4e-04,0.0124
"[4.32,4.56)",0,4e-04,0,0.0044
"[4.56,4.8)",4e-04,8e-04,0.0016,0.008
"[4.8,5.04)",0,8e-04,8e-04,0.0068
"[5.04,5.28)",0,4e-04,0,0.0056
"[5.28,5.52)",0,0,8e-04,0.0068
"[5.52,5.76)",0,4e-04,0,0.0056
"[5.76,6)",0,4e-04,0,0.0052
