"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,4e-04
"[-5.76,-5.52)",0,0,0,8e-04
"[-5.52,-5.28)",0,0,0,6e-04
"[-5.28,-5.04)",0,0,0,8e-04
"[-5.04,-4.8)",0,0,0,0.0012
"[-4.8,-4.56)",0,0,0,0.0018
"[-4.56,-4.32)",0,0,0,0.0016
"[-4.32,-4.08)",0,0,0,0.002
"[-4.08,-3.84)",0,2e-04,0,0.0024
"[-3.84,-3.6)",0,0,0,0.0032
"[-3.6,-3.36)",0,0,0,0.0036
"[-3.36,-3.12)",0,0,4e-04,0.006
"[-3.12,-2.88)",2e-04,4e-04,2e-04,0.007
"[-2.88,-2.64)",0,8e-04,8e-04,0.0082
"[-2.64,-2.4)",0,0.002,0.0036,0.0106
"[-2.4,-2.16)",2e-04,0.0022,0.0044,0.0194
"[-2.16,-1.92)",0.0014,0.0066,0.0098,0.0202
"[-1.92,-1.68)",0.0018,0.0118,0.014,0.0242
"[-1.68,-1.44)",0.0056,0.0246,0.0252,0.036
"[-1.44,-1.2)",0.0168,0.0422,0.0404,0.0474
"[-1.2,-0.96)",0.0392,0.0664,0.059,0.0566
"[-0.96,-0.72)",0.0784,0.0836,0.0818,0.0686
"[-0.72,-0.48)",0.1132,0.1048,0.099,0.0684
"[-0.48,-0.24)",0.1514,0.1082,0.1058,0.0712
"[-0.24,0)",0.1444,0.0972,0.0982,0.0698
"[0,0.24)",0.1278,0.0972,0.089,0.063
"[0.24,0.48)",0.0956,0.0814,0.0736,0.0622
"[0.48,0.72)",0.0596,0.0562,0.0616,0.053
"[0.72,0.96)",0.0442,0.0442,0.0508,0.0412
"[0.96,1.2)",0.0376,0.0326,0.0432,0.0344
"[1.2,1.44)",0.0308,0.0284,0.0344,0.0334
"[1.44,1.68)",0.0188,0.0262,0.031,0.035
"[1.68,1.92)",0.013,0.024,0.0236,0.0322
"[1.92,2.16)",0.0074,0.0176,0.0182,0.0246
"[2.16,2.4)",0.007,0.0142,0.0114,0.0176
"[2.4,2.64)",0.0034,0.0072,0.0098,0.0168
"[2.64,2.88)",0.0014,0.0076,0.0054,0.0138
"[2.88,3.12)",6e-04,0.0062,0.0032,0.0096
"[3.12,3.36)",2e-04,0.0024,0.0014,0.0078
"[3.36,3.6)",0,0.0026,4e-04,0.0052
"[3.6,3.84)",0,6e-04,4e-04,0.0034
"[3.84,4.08)",0,2e-04,0,0.0038
"[4.08,4.32)",0,2e-04,0,0.003
"[4.32,4.56)",0,0,0,0.002
"[4.56,4.8)",0,0,0,0.0012
"[4.8,5.04)",0,0,0,8e-04
"[5.04,5.28)",0,0,0,0.0018
"[5.28,5.52)",0,0,0,6e-04
"[5.52,5.76)",0,0,0,2e-04
"[5.76,6)",0,0,0,2e-04
