"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0228,-0.0272
"2","PM",0.1,0.0494,-0.0506
"3","PM",0.25,0.1584,-0.0916
"4","PM",0.75,0.7416,-0.0084
"5","PM",0.9,0.968,0.068
"6","PM",0.95,0.9848,0.0348
"7","CB",0.05,0.0834,0.0334
"8","CB",0.1,0.1374,0.0374
"9","CB",0.25,0.2578,0.0078
"10","CB",0.75,0.6976,-0.0524
"11","CB",0.9,0.9198,0.0198
"12","CB",0.95,0.951399999999999,0.0014
"13","GR",0.05,0.0899999999999999,0.04
"14","GR",0.1,0.138,0.038
"15","GR",0.25,0.255,0.005
"16","GR",0.75,0.676,-0.074
"17","GR",0.9,0.9276,0.0276
"18","GR",0.95,0.960399999999999,0.0104
"19","ML",0.05,0.1898,0.1398
"20","ML",0.1,0.2356,0.1356
"21","ML",0.25,0.3332,0.0832
"22","ML",0.75,0.6328,-0.1172
"23","ML",0.9,0.8564,-0.0436
"24","ML",0.95,0.9026,-0.0474
