"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,2e-04
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,6e-04
"[-3.12,-2.88)",2e-04,4e-04,2e-04,0.001
"[-2.88,-2.64)",2e-04,0,4e-04,6e-04
"[-2.64,-2.4)",0,4e-04,2e-04,0.0022
"[-2.4,-2.16)",6e-04,6e-04,0.0022,0.0042
"[-2.16,-1.92)",0.0014,0.0024,0.0048,0.0088
"[-1.92,-1.68)",0.004,0.0098,0.0134,0.0116
"[-1.68,-1.44)",0.016,0.0214,0.0202,0.0258
"[-1.44,-1.2)",0.031,0.0386,0.04,0.0482
"[-1.2,-0.96)",0.058,0.0666,0.0636,0.0688
"[-0.96,-0.72)",0.1016,0.1018,0.0928,0.0974
"[-0.72,-0.48)",0.1242,0.1196,0.1136,0.108
"[-0.48,-0.24)",0.1376,0.1256,0.123,0.1158
"[-0.24,0)",0.1362,0.1228,0.1136,0.104
"[0,0.24)",0.0932,0.0884,0.0928,0.0844
"[0.24,0.48)",0.064,0.0596,0.067,0.055
"[0.48,0.72)",0.0412,0.0406,0.0468,0.0368
"[0.72,0.96)",0.0352,0.033,0.0382,0.0328
"[0.96,1.2)",0.0256,0.0274,0.0302,0.0266
"[1.2,1.44)",0.0296,0.0264,0.0282,0.0318
"[1.44,1.68)",0.0288,0.0274,0.0294,0.03
"[1.68,1.92)",0.0256,0.0248,0.0264,0.0308
"[1.92,2.16)",0.0188,0.0236,0.0214,0.0288
"[2.16,2.4)",0.014,0.0162,0.0132,0.018
"[2.4,2.64)",0.007,0.0126,0.0096,0.0112
"[2.64,2.88)",0.0028,0.0044,0.0052,0.0064
"[2.88,3.12)",0.0022,0.0024,0.0018,0.0046
"[3.12,3.36)",4e-04,0.002,0.001,0.0024
"[3.36,3.6)",2e-04,6e-04,4e-04,0.0014
"[3.6,3.84)",2e-04,2e-04,2e-04,6e-04
"[3.84,4.08)",0,2e-04,0,4e-04
"[4.08,4.32)",2e-04,0,2e-04,4e-04
"[4.32,4.56)",0,2e-04,0,2e-04
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,2e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
