"","SEL_PM","SEL_CB","SEL_GR","SEL_ML"
"1",0.00878445767710956,0.0130608305781672,0.0360564149643943,0.00860852591525607
"2",0.0125878779168247,0.0187141033281403,0.0351249326782171,0.0127422624646026
"3",0.0127386027148375,0.0150412297861403,0.0362401880043824,0.011982551556561
"4",0.0139586829925846,0.0196947756391209,0.0350044918846464,0.013935928819858
"5",0.0136249929171547,0.019639185341533,0.0416377459208091,0.013878813971368
"6",0.0136901017187682,0.0179661989572586,0.0433653329976456,0.0134503694522943
"7",0.0174293912955101,0.0239247929240571,0.0584883766084845,0.0177612983481869
"8",0.0196914676109613,0.0286062678794124,0.0463104948937322,0.0207987676897391
"9",0.0179590028711049,0.0254480698723066,0.050125922278569,0.0185246840546735
"10",0.0214563082957581,0.0255279186901468,0.0464497385371877,0.0213665886569124
"11",0.022125577239155,0.0265023035932104,0.0482485299233798,0.0218631266719885
"12",0.0295725857355801,0.0370299134484548,0.0493574432239117,0.0300812873405211
"13",0.0289437674253335,0.0358208614279816,0.0566943550540946,0.0300041855125998
"14",0.0290982840376728,0.0333907053311611,0.0525692286329762,0.0290231201666239
"15",0.0392372874886088,0.041473321773484,0.0611531097769365,0.0385944151192521
"16",0.0412152274998178,0.0435493236454403,0.05430050992308,0.0407534249867095
"17",0.0448256939878162,0.057146727288083,0.0644755201615304,0.0489881250565365
"18",0.0479760678732608,0.0619348347001127,0.076694743454165,0.056196313902976
"19",0.040697359039717,0.0486550961606932,0.0673932117214169,0.0456943169667513
"20",0.0556188864883039,0.0558024480284432,0.0678145078126719,0.054368768237158
"21",0.0506673230216795,0.0552043750190505,0.0658910651455894,0.0520106777938297
"22",0.0636671347233608,0.0660179777272114,0.0865222235478234,0.0645776482655313
"23",0.0495743956496639,0.0546680395022811,0.0744084356113016,0.0558294930933137
"24",0.0802360680282113,0.0902862838278349,0.106346917738712,0.0901794077338197
"25",0.110329900030844,0.113773899090209,0.129594402835147,0.114521280775869
"26",0.0966320701900656,0.110200916268333,0.136601041045022,0.114662459745474
"27",0.0955923589310254,0.112195433569214,0.121268309845488,0.122422577848652
"28",0.11472704228576,0.119203260805091,0.134464940430459,0.126773261397355
"29",0.125538126616498,0.1415536120576,0.146280614818676,0.159659856269779
"30",0.137400368738752,0.141041314929396,0.157476447709653,0.157457111507336
"31",0.171402829739466,0.169938934567373,0.1839465562599,0.184256504362803
"32",0.179453292370616,0.186365122246075,0.195015800588549,0.213255946282094
"33",0.155805763040061,0.166526027210403,0.177254096879687,0.20601458208134
"34",0.211550832398169,0.205678563969812,0.216378783545223,0.223041099730713
"35",0.212520352517696,0.205842523439213,0.238860654633981,0.21627491551216
"36",0.150299619680581,0.149827536910247,0.175389689796231,0.188412348592946
"37",0.254948664687987,0.263535325606143,0.306379636883452,0.331597049129079
"38",0.259988352554348,0.257942146689703,0.276848328849547,0.312265880488753
"39",0.259874272424308,0.271817350286541,0.277453144628074,0.384684558843953
"40",0.228454540629601,0.237586850412124,0.223593770850743,0.348221010860864
"41",0.334187937909921,0.33345976249191,0.344204421155631,0.465796250543483
"42",0.367943066070967,0.366516972478128,0.358386076968035,0.503305077117312
"43",0.361882333452107,0.364314926957416,0.373133693211285,0.510050736680841
"44",0.41665001052662,0.436957667173279,0.418807335768475,0.715800640350864
"45",0.380869925143113,0.38251705007751,0.405605307522611,0.601601953480048
"46",0.391388617122455,0.387509554569395,0.394283914646765,0.589198189521421
"47",0.430166142396973,0.424757938598875,0.443173186263013,0.697554769997123
"48",0.494076468161743,0.504867280241018,0.503382818504506,0.999154457081987
"49",0.396644717541311,0.407699997488753,0.397480118188835,0.909359042440189
"50",0.50254581914261,0.503879017797361,0.501706500353171,0.958570432058249
