"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0304,-0.0196
"2","PM",0.1,0.066,-0.034
"3","PM",0.25,0.1868,-0.0632
"4","PM",0.75,0.794,0.044
"5","PM",0.9,0.9292,0.0292
"6","PM",0.95,0.964,0.014
"7","CB",0.05,0.0488,-0.0012
"8","CB",0.1,0.0892,-0.0108
"9","CB",0.25,0.2292,-0.0208
"10","CB",0.75,0.7584,0.0084
"11","CB",0.9,0.9028,0.0028
"12","CB",0.95,0.9428,-0.0072
"13","GR",0.05,0.0476,-0.0024
"14","GR",0.1,0.1004,4e-04
"15","GR",0.25,0.2448,-0.0052
"16","GR",0.75,0.7436,-0.0064
"17","GR",0.9,0.894,-0.006
"18","GR",0.95,0.9448,-0.0052
"19","ML",0.05,0.0952,0.0452
"20","ML",0.1,0.1608,0.0608
"21","ML",0.25,0.3024,0.0524
"22","ML",0.75,0.7072,-0.0428
"23","ML",0.9,0.84,-0.06
"24","ML",0.95,0.9028,-0.0472
