"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,4e-04,4e-04
"[-5.76,-5.52)",8e-04,0,4e-04,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,4e-04
"[-4.8,-4.56)",0,4e-04,0,4e-04
"[-4.56,-4.32)",0,0,0,0.0012
"[-4.32,-4.08)",4e-04,4e-04,4e-04,0
"[-4.08,-3.84)",0,4e-04,0,0.0024
"[-3.84,-3.6)",0,0.0012,0,0.002
"[-3.6,-3.36)",0.0012,4e-04,0.0012,0.0016
"[-3.36,-3.12)",4e-04,0.0012,4e-04,0.0024
"[-3.12,-2.88)",4e-04,0.0012,4e-04,0.006
"[-2.88,-2.64)",0.0012,0.002,0.0044,0.0056
"[-2.64,-2.4)",0.0016,0.0048,4e-04,0.0072
"[-2.4,-2.16)",0.0028,0.0044,0.0064,0.0124
"[-2.16,-1.92)",0.0064,0.0092,0.0108,0.016
"[-1.92,-1.68)",0.006,0.0136,0.0132,0.0232
"[-1.68,-1.44)",0.0148,0.0184,0.0216,0.0304
"[-1.44,-1.2)",0.0228,0.0228,0.0328,0.0388
"[-1.2,-0.96)",0.0292,0.0428,0.0408,0.0496
"[-0.96,-0.72)",0.0504,0.052,0.0592,0.0604
"[-0.72,-0.48)",0.0792,0.078,0.0792,0.0692
"[-0.48,-0.24)",0.1132,0.1056,0.0984,0.0764
"[-0.24,0)",0.1608,0.1364,0.1164,0.0932
"[0,0.24)",0.1536,0.1272,0.1204,0.09
"[0.24,0.48)",0.1156,0.104,0.1044,0.0916
"[0.48,0.72)",0.088,0.0784,0.0852,0.0672
"[0.72,0.96)",0.0536,0.0608,0.0596,0.0548
"[0.96,1.2)",0.0336,0.0456,0.0424,0.048
"[1.2,1.44)",0.0184,0.0224,0.0312,0.0368
"[1.44,1.68)",0.0148,0.0152,0.0244,0.0256
"[1.68,1.92)",0.0096,0.0168,0.0148,0.0224
"[1.92,2.16)",0.006,0.0088,0.0092,0.0144
"[2.16,2.4)",0.0044,0.006,0.008,0.0148
"[2.4,2.64)",0.0028,0.0044,0.0044,0.0084
"[2.64,2.88)",0.0024,0.0048,0.0028,0.0076
"[2.88,3.12)",8e-04,0.0032,0.0012,0.0048
"[3.12,3.36)",0,8e-04,4e-04,0.0032
"[3.36,3.6)",4e-04,8e-04,4e-04,0.0012
"[3.6,3.84)",0.0012,4e-04,0.0012,0.0016
"[3.84,4.08)",4e-04,0,0,8e-04
"[4.08,4.32)",0,4e-04,4e-04,4e-04
"[4.32,4.56)",4e-04,0.0012,4e-04,8e-04
"[4.56,4.8)",4e-04,0,4e-04,0.0012
"[4.8,5.04)",0,4e-04,0,0.0016
"[5.04,5.28)",4e-04,4e-04,4e-04,8e-04
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,4e-04,0,0
