"","quantity","estimator","value"
"1","mean","PM",0.062761515996847
"2","mean","CB",0.0627615159968471
"3","mean","GR",0.0628133749245913
"4","mean","ML",0.0623543873476319
"5","var","PM",0.172303818433547
"6","var","CB",1.57515839725148
"7","var","GR",1.35451140212265
"8","var","ML",11.2078208858477
"9","var","true",0.950578267088614
"10","SSEL","PM",1.2278835471246
"11","SSEL","CB",2.04139599631331
"12","SSEL","GR",1.91078555859023
"13","SSEL","ML",10.0208766579284
"14","WSSEL","PM",30.6970886781151
"15","WSSEL","CB",51.0348999078327
"16","WSSEL","GR",47.7696389647557
"17","WSSEL","ML",250.521916448211
"18","ISEL","PM",0.252085328540871
"19","ISEL","CB",0.12591643314433
"20","ISEL","GR",0.120139548905619
"21","ISEL","ML",0.428171657800609
"22","SELrank","PM",0.107847337278107
"23","SELrank","CB",0.107847337278107
"24","SELrank","GR",0.107236686390533
"25","SELrank","ML",0.107784615384615
