"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0056,-0.0444
"2","PM",0.1,0.036,-0.064
"3","PM",0.25,0.1488,-0.1012
"4","PM",0.75,0.832,0.082
"5","PM",0.9,0.9644,0.0644
"6","PM",0.95,0.9816,0.0316
"7","CB",0.05,0.0944,0.0444
"8","CB",0.1,0.1492,0.0492
"9","CB",0.25,0.276,0.026
"10","CB",0.75,0.6868,-0.0632
"11","CB",0.9,0.832800000000001,-0.0672
"12","CB",0.95,0.8876,-0.0624
"13","GR",0.05,0.0760000000000001,0.026
"14","GR",0.1,0.1252,0.0252
"15","GR",0.25,0.2528,0.0028
"16","GR",0.75,0.7104,-0.0396
"17","GR",0.9,0.8584,-0.0416
"18","GR",0.95,0.9128,-0.0372
"19","ML",0.05,0.3056,0.2556
"20","ML",0.1,0.3468,0.2468
"21","ML",0.25,0.4152,0.1652
"22","ML",0.75,0.5692,-0.1808
"23","ML",0.9,0.6416,-0.2584
"24","ML",0.95,0.6776,-0.2724
