"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,4e-04
"[-5.76,-5.52)",0,0,0,6e-04
"[-5.52,-5.28)",0,0,0,0.0014
"[-5.28,-5.04)",0,0,0,0.0012
"[-5.04,-4.8)",0,0,0,0.001
"[-4.8,-4.56)",0,0,0,0.0022
"[-4.56,-4.32)",0,0,0,0.0044
"[-4.32,-4.08)",0,4e-04,0,0.0026
"[-4.08,-3.84)",0,4e-04,0,0.0038
"[-3.84,-3.6)",0,4e-04,0,0.006
"[-3.6,-3.36)",0,8e-04,4e-04,0.006
"[-3.36,-3.12)",2e-04,0.0012,8e-04,0.0082
"[-3.12,-2.88)",6e-04,0.0032,0.0012,0.0084
"[-2.88,-2.64)",6e-04,0.0024,0.0028,0.013
"[-2.64,-2.4)",8e-04,0.0058,0.0058,0.0168
"[-2.4,-2.16)",0.003,0.01,0.008,0.0134
"[-2.16,-1.92)",0.003,0.0088,0.012,0.0218
"[-1.92,-1.68)",0.0072,0.0158,0.0192,0.0282
"[-1.68,-1.44)",0.0136,0.024,0.0262,0.0298
"[-1.44,-1.2)",0.0182,0.032,0.0364,0.0428
"[-1.2,-0.96)",0.0378,0.0458,0.0514,0.0446
"[-0.96,-0.72)",0.0522,0.0602,0.0652,0.0554
"[-0.72,-0.48)",0.0858,0.0842,0.0784,0.0588
"[-0.48,-0.24)",0.1224,0.093,0.09,0.0592
"[-0.24,0)",0.1482,0.1072,0.0966,0.064
"[0,0.24)",0.143,0.1018,0.0966,0.0668
"[0.24,0.48)",0.1246,0.0954,0.0892,0.0596
"[0.48,0.72)",0.087,0.086,0.0796,0.0544
"[0.72,0.96)",0.0572,0.0574,0.0662,0.0504
"[0.96,1.2)",0.038,0.0444,0.0518,0.042
"[1.2,1.44)",0.0232,0.0352,0.0382,0.0432
"[1.44,1.68)",0.0144,0.0272,0.0282,0.0344
"[1.68,1.92)",0.0076,0.019,0.02,0.029
"[1.92,2.16)",0.0066,0.012,0.0146,0.0246
"[2.16,2.4)",0.0028,0.0088,0.0082,0.0188
"[2.4,2.64)",0.0016,0.006,0.0076,0.0154
"[2.64,2.88)",2e-04,0.005,0.0028,0.0106
"[2.88,3.12)",2e-04,0.0034,0.0016,0.0108
"[3.12,3.36)",0,0.0018,0.001,0.006
"[3.36,3.6)",0,4e-04,0,0.0078
"[3.6,3.84)",0,4e-04,0,0.0064
"[3.84,4.08)",0,2e-04,0,0.004
"[4.08,4.32)",0,0,0,0.0038
"[4.32,4.56)",0,0,0,0.0026
"[4.56,4.8)",0,0,0,0.0026
"[4.8,5.04)",0,0,0,0.0022
"[5.04,5.28)",0,0,0,0.0012
"[5.28,5.52)",0,0,0,0.001
"[5.52,5.76)",0,0,0,6e-04
"[5.76,6)",0,0,0,6e-04
