"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0172,-0.0328
"2","PM",0.1,0.041,-0.059
"3","PM",0.25,0.15,-0.1
"4","PM",0.75,0.8344,0.0844
"5","PM",0.9,0.953599999999999,0.0536
"6","PM",0.95,0.9792,0.0292
"7","CB",0.05,0.0518,0.0018
"8","CB",0.1,0.0926,-0.0074
"9","CB",0.25,0.227,-0.023
"10","CB",0.75,0.7638,0.0138
"11","CB",0.9,0.895400000000001,-0.0046
"12","CB",0.95,0.9392,-0.0108
"13","GR",0.05,0.0532,0.0032
"14","GR",0.1,0.0994,-6e-04
"15","GR",0.25,0.2422,-0.0078
"16","GR",0.75,0.7452,-0.0048
"17","GR",0.9,0.8908,-0.0092
"18","GR",0.95,0.941,-0.009
"19","ML",0.05,0.1472,0.0972
"20","ML",0.1,0.1996,0.0996
"21","ML",0.25,0.3248,0.0748
"22","ML",0.75,0.6686,-0.0814
"23","ML",0.9,0.7888,-0.1112
"24","ML",0.95,0.8424,-0.1076
