"","mean_PM","mean_CB","mean_GR","mean_ML","var_PM","var_CB","var_GR","var_ML"
"1",0.0561456258665167,0.0561456258665167,0.0558271571725395,0.055772808272722,0.71927063200995,1.29114631327479,1.24843840515523,2.29399600000886
"2",-0.467390353519469,-0.467390353519469,-0.467334198678745,-0.474193163353376,0.297047049303066,0.736028843328297,0.709365120065888,1.79177575766536
"3",-0.0430190073265424,-0.0430190073265424,-0.0450809236469918,-0.0445172389316878,0.490608833205284,1.00372066163178,0.96582372975527,1.98151820948829
"4",-0.20245337226488,-0.20245337226488,-0.20283656817405,-0.204092968364515,1.14779966449561,1.80486676711349,1.76147105889471,2.85707145621397
"5",0.206529257167457,0.206529257167457,0.207189777192444,0.207151422483674,0.625886124227673,1.19136783112523,1.16128045986991,2.25294351831148
"6",-0.0272100633164057,-0.0272100633164057,-0.0263822682985294,-0.0279018755986423,0.390623793940092,0.873691554145269,0.841290121373771,1.94652485677879
"7",-0.0972161097075457,-0.0972161097075457,-0.0972729062657287,-0.0956496321704075,0.864088967536889,1.47985465081358,1.4432570505687,2.49114011762183
"8",-0.112208451264315,-0.112208451264315,-0.112481486124177,-0.110670099658013,0.583687623590941,1.13629700111301,1.10741744477339,2.17232346385125
"9",0.0295359103956651,0.0295359103956651,0.0300724511973201,0.0259045349209135,0.45758074045218,0.966021053338391,0.942162431507067,2.02866372447223
"10",-0.189514872547475,-0.189514872547475,-0.189580101614513,-0.188677242739636,0.404389872361969,0.898306741708803,0.87247772400946,1.92479537733965
"11",0.0306858228415546,0.0306858228415546,0.0298067836496685,0.0312034465161118,0.544841272317611,1.08736218498741,1.06094785615677,2.16247772129661
"12",-0.0279735547620248,-0.0279735547620249,-0.0282138088003991,-0.0320755855110354,0.729729668985723,1.31184245400212,1.273526513387,2.29523403516255
"13",0.0930523248882124,0.0930523248882124,0.0917462380030259,0.0863273302627614,0.153654965245654,0.497902041929829,0.468396836076309,1.53933533439706
"14",0.0227630203494589,0.0227630203494589,0.0225356932475409,0.0276242692899782,0.648592406310897,1.213576907215,1.18061102760273,2.28093294407128
"15",0.197929680401305,0.197929680401305,0.198238349263587,0.192779577880484,0.233828820534695,0.646202675288998,0.618490250724891,1.69779063447367
"16",0.156268081022697,0.156268081022697,0.156204205774964,0.157189281456473,0.566067370595247,1.11363877262252,1.08729573501277,2.13856152921194
"17",0.0830674510209672,0.0830674510209672,0.0830570755349801,0.0929977844623091,0.617835818894089,1.17096999320854,1.1257848436531,2.1193474945247
"18",0.0111268865521482,0.0111268865521482,0.0110974081956975,0.00886129860823974,0.0919045651791142,0.400635781894471,0.381813524997431,1.53734602731546
