"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0064
"[-5.76,-5.52)",0,2e-04,2e-04,0.0064
"[-5.52,-5.28)",0,0,0,0.0058
"[-5.28,-5.04)",0,0,2e-04,0.0072
"[-5.04,-4.8)",0,0,4e-04,0.0108
"[-4.8,-4.56)",0,6e-04,2e-04,0.0076
"[-4.56,-4.32)",0,4e-04,0.001,0.011
"[-4.32,-4.08)",0,8e-04,4e-04,0.0112
"[-4.08,-3.84)",0,2e-04,4e-04,0.012
"[-3.84,-3.6)",2e-04,6e-04,0.0024,0.0152
"[-3.6,-3.36)",0,0.0014,0.0016,0.0124
"[-3.36,-3.12)",0,0.002,0.0022,0.0156
"[-3.12,-2.88)",0,0.0036,0.002,0.0168
"[-2.88,-2.64)",2e-04,0.0048,0.0042,0.0198
"[-2.64,-2.4)",0,0.0076,0.0074,0.018
"[-2.4,-2.16)",4e-04,0.0084,0.0054,0.0274
"[-2.16,-1.92)",0.0012,0.0118,0.0092,0.0218
"[-1.92,-1.68)",0.0024,0.0146,0.0146,0.0256
"[-1.68,-1.44)",0.0076,0.0224,0.0184,0.0272
"[-1.44,-1.2)",0.0168,0.0348,0.0278,0.0238
"[-1.2,-0.96)",0.0218,0.043,0.0416,0.0272
"[-0.96,-0.72)",0.0526,0.06,0.0606,0.0244
"[-0.72,-0.48)",0.0918,0.0886,0.082,0.0294
"[-0.48,-0.24)",0.124,0.0926,0.1082,0.0318
"[-0.24,0)",0.1832,0.1138,0.1228,0.0298
"[0,0.24)",0.196,0.113,0.1248,0.031
"[0.24,0.48)",0.1634,0.0994,0.1086,0.0298
"[0.48,0.72)",0.0916,0.0846,0.0846,0.0318
"[0.72,0.96)",0.024,0.0586,0.057,0.031
"[0.96,1.2)",0.0124,0.0412,0.0328,0.0274
"[1.2,1.44)",0.0048,0.0282,0.0222,0.0258
"[1.44,1.68)",0.0028,0.0174,0.0148,0.0246
"[1.68,1.92)",0.001,0.0156,0.0116,0.0208
"[1.92,2.16)",6e-04,0.007,0.0072,0.0252
"[2.16,2.4)",2e-04,0.0054,0.0058,0.0208
"[2.4,2.64)",4e-04,0.0036,0.0034,0.0216
"[2.64,2.88)",2e-04,0.0042,0.0046,0.0158
"[2.88,3.12)",2e-04,0.0018,0.0028,0.0164
"[3.12,3.36)",0,0.0018,0.0022,0.0174
"[3.36,3.6)",2e-04,0.0014,0.001,0.0136
"[3.6,3.84)",0,0.0016,0.0012,0.0096
"[3.84,4.08)",0,6e-04,4e-04,0.0098
"[4.08,4.32)",0,8e-04,4e-04,0.0102
"[4.32,4.56)",0,0,2e-04,0.0102
"[4.56,4.8)",0,0,6e-04,0.008
"[4.8,5.04)",0,4e-04,4e-04,0.0084
"[5.04,5.28)",0,2e-04,2e-04,0.0058
"[5.28,5.52)",0,2e-04,0,0.0078
"[5.52,5.76)",0,0,0,0.0046
"[5.76,6)",0,0,0,0.0076
