"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0138,-0.0362
"2","PM",0.1,0.025,-0.075
"3","PM",0.25,0.082,-0.168
"4","PM",0.75,0.837,0.087
"5","PM",0.9,0.9956,0.0956
"6","PM",0.95,0.9966,0.0466
"7","CB",0.05,0.0869999999999999,0.037
"8","CB",0.1,0.115,0.015
"9","CB",0.25,0.2028,-0.0472
"10","CB",0.75,0.7258,-0.0242
"11","CB",0.9,0.9606,0.0606
"12","CB",0.95,0.9736,0.0236
"13","GR",0.05,0.0797999999999999,0.0298
"14","GR",0.1,0.1084,0.0084
"15","GR",0.25,0.1906,-0.0594
"16","GR",0.75,0.7224,-0.0276
"17","GR",0.9,0.9608,0.0608
"18","GR",0.95,0.9754,0.0254
"19","ML",0.05,0.341,0.291
"20","ML",0.1,0.3668,0.2668
"21","ML",0.25,0.4156,0.1656
"22","ML",0.75,0.5632,-0.1868
"23","ML",0.9,0.7114,-0.1886
"24","ML",0.95,0.7468,-0.2032
