"","quantity","estimator","value"
"1","mean","PM",-0.0359461328934215
"2","mean","CB",-0.0359461328934215
"3","mean","GR",-0.0359410818571018
"4","mean","ML",-0.00923698305803719
"5","var","PM",0.138423442920501
"6","var","CB",0.935775496175398
"7","var","GR",0.857758129668847
"8","var","ML",22.8578943595845
"9","var","true",0.975471656688404
"10","SSEL","PM",0.995054379068461
"11","SSEL","CB",1.33546264949179
"12","SSEL","GR",1.30370618622729
"13","SSEL","ML",22.0861994252246
"14","WSSEL","PM",49.7527189534231
"15","WSSEL","CB",66.7731324745895
"16","WSSEL","GR",65.1853093113645
"17","WSSEL","ML",1104.30997126123
"18","ISEL","PM",0.185795786400325
"19","ISEL","CB",0.0844187727740749
"20","ISEL","GR",0.0842497639747832
"21","ISEL","ML",0.426941914119124
"22","SELrank","PM",0.1108
"23","SELrank","CB",0.1108
"24","SELrank","GR",0.11082952710496
"25","SELrank","ML",0.122557324106113
