"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.038,-0.012
"2","PM",0.1,0.0808,-0.0192
"3","PM",0.25,0.2336,-0.0164
"4","PM",0.75,0.7544,0.0044
"5","PM",0.9,0.9186,0.0186
"6","PM",0.95,0.9672,0.0172
"7","CB",0.05,0.0494,-6e-04
"8","CB",0.1,0.0978,-0.0022
"9","CB",0.25,0.258,0.008
"10","CB",0.75,0.7484,-0.0016
"11","CB",0.9,0.9006,6e-04
"12","CB",0.95,0.9538,0.0038
"13","GR",0.05,0.06,0.01
"14","GR",0.1,0.1062,0.0062
"15","GR",0.25,0.2656,0.0156
"16","GR",0.75,0.7384,-0.0116
"17","GR",0.9,0.9134,0.0134
"18","GR",0.95,0.9584,0.0084
"19","ML",0.05,0.091,0.041
"20","ML",0.1,0.1396,0.0396
"21","ML",0.25,0.2848,0.0348
"22","ML",0.75,0.7278,-0.0222
"23","ML",0.9,0.9048,0.0048
"24","ML",0.95,0.947599999999999,-0.0024
