"","quantity","estimator","value"
"1","mean","PM",-0.0239732922042642
"2","mean","CB",-0.0239732922042642
"3","mean","GR",-0.0238769385058156
"4","mean","ML",-0.0251727689065083
"5","var","PM",0.874553682340228
"6","var","CB",0.987471327920955
"7","var","GR",0.977135748108701
"8","var","ML",1.13339197688095
"9","var","true",0.987383651932778
"10","SSEL","PM",0.113566869610238
"11","SSEL","CB",0.116476743313416
"12","SSEL","GR",0.126391096400596
"13","SSEL","ML",0.150354520817755
"14","WSSEL","PM",5.67834348051188
"15","WSSEL","CB",5.82383716567078
"16","WSSEL","GR",6.3195548200298
"17","WSSEL","ML",7.51772604088777
"18","ISEL","PM",0.00736723164108591
"19","ISEL","CB",0.00676046070938399
"20","ISEL","GR",0.00524115092085023
"21","ISEL","ML",0.00732316116883699
"22","SELrank","PM",0.017520799692426
"23","SELrank","CB",0.017520799692426
"24","SELrank","GR",0.0174677431757017
"25","SELrank","ML",0.0185854671280277
