"","var_true_theta"
"1",1.19760397217739
"2",0.874130122341285
"3",1.04101061428779
"4",0.958195859172562
"5",1.08915567560158
"6",0.702184665137258
"7",0.88009833863778
"8",1.50575865720775
"9",0.976274951411563
"10",0.6563459632469
"11",1.19829813712038
"12",0.842173630307293
"13",0.929065889179494
"14",0.829875215393386
"15",0.874976873223417
"16",1.02011199687689
"17",0.855737933306006
"18",0.834242278571549
"19",0.877527717287425
"20",1.32222911139194
"21",0.669660746900083
"22",0.992975238418863
"23",0.768362624720707
"24",0.991480024872595
"25",0.928166154120229
"26",0.77034264259699
"27",0.778947965203675
"28",0.82813871119324
"29",1.04830898884354
"30",0.857267535107193
"31",0.812115063188939
"32",1.12123527373792
"33",0.914043418174396
"34",1.46586025054932
"35",1.15473173706049
"36",1.40428016045915
"37",0.866581884529947
"38",0.747544008948394
"39",1.10160499218502
"40",1.15874874097636
"41",0.828130758745243
"42",1.0693928006293
"43",0.841585323442841
"44",1.16073164420851
"45",1.03205796621319
"46",1.3769921371085
"47",0.985189509766273
"48",1.27492120121893
"49",1.27634284915212
"50",0.949661476637876
"51",0.873197088815351
"52",1.10370512407112
"53",0.73854056791955
"54",1.13867484660619
"55",1.0933982160944
"56",0.650704022944579
"57",0.98729782288943
"58",1.10337192298779
"59",1.10731085189105
"60",1.02312619243408
"61",0.918343285250083
"62",1.00792005467069
"63",1.3570592166201
"64",1.19648529145284
"65",0.933291175140319
"66",1.15233175652452
"67",0.763292227788653
"68",1.20069267469776
"69",1.14240606005857
"70",0.788965394598619
"71",1.11249720597703
"72",1.23525948452935
"73",0.846581546558071
"74",0.710298286578496
"75",1.0772444047413
"76",1.10720913034508
"77",0.662709003344227
"78",0.740710875850686
"79",0.927941103449095
"80",1.09646114969164
"81",0.865727784406584
"82",0.86759053312595
"83",0.824278809176753
"84",0.935195531896213
"85",0.984652230707471
"86",1.11314595327979
"87",0.942143392100244
"88",1.1472123782942
"89",1.4438513580663
"90",0.89054446806117
"91",1.00794136913429
"92",0.637641662872648
"93",0.815258834639606
"94",1.14367077203874
"95",0.623178226960453
"96",0.660828743149689
"97",1.12195457550891
"98",1.16978598914917
"99",0.95203768360979
"100",1.1542994817896
