"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.1128,0.0628
"2","PM",0.1,0.1488,0.0488
"3","PM",0.25,0.2188,-0.0312
"4","PM",0.75,0.5228,-0.2272
"5","PM",0.9,0.9428,0.0428
"6","PM",0.95,0.974,0.024
"7","CB",0.05,0.2236,0.1736
"8","CB",0.1,0.2572,0.1572
"9","CB",0.25,0.3144,0.0644
"10","CB",0.75,0.5444,-0.2056
"11","CB",0.9,0.8008,-0.0992
"12","CB",0.95,0.8476,-0.1024
"13","GR",0.05,0.2068,0.1568
"14","GR",0.1,0.2416,0.1416
"15","GR",0.25,0.3056,0.0556
"16","GR",0.75,0.5428,-0.2072
"17","GR",0.9,0.8096,-0.0904
"18","GR",0.95,0.8596,-0.0904
"19","ML",0.05,0.348,0.298
"20","ML",0.1,0.3724,0.2724
"21","ML",0.25,0.4104,0.1604
"22","ML",0.75,0.5288,-0.2212
"23","ML",0.9,0.6852,-0.2148
"24","ML",0.95,0.722,-0.228
