"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0048
"[-5.76,-5.52)",0,8e-04,0.0012,0.0068
"[-5.52,-5.28)",0,4e-04,4e-04,0.008
"[-5.28,-5.04)",0,0.0012,0.0012,0.0072
"[-5.04,-4.8)",0,8e-04,8e-04,0.0096
"[-4.8,-4.56)",4e-04,0.0012,0.0016,0.0136
"[-4.56,-4.32)",0,0.002,0.0024,0.0104
"[-4.32,-4.08)",0,0.0032,0.0044,0.0148
"[-4.08,-3.84)",4e-04,0.0032,0.004,0.0128
"[-3.84,-3.6)",4e-04,0.004,0.004,0.0176
"[-3.6,-3.36)",0,0.0068,0.0072,0.0204
"[-3.36,-3.12)",4e-04,0.012,0.0104,0.02
"[-3.12,-2.88)",0.0012,0.0152,0.0112,0.0192
"[-2.88,-2.64)",0.0028,0.0156,0.014,0.0184
"[-2.64,-2.4)",0.0084,0.0172,0.014,0.0208
"[-2.4,-2.16)",0.0096,0.0196,0.0228,0.022
"[-2.16,-1.92)",0.0124,0.0236,0.0204,0.0188
"[-1.92,-1.68)",0.0176,0.0344,0.0276,0.0288
"[-1.68,-1.44)",0.0264,0.0308,0.0308,0.0232
"[-1.44,-1.2)",0.0412,0.0352,0.0328,0.0236
"[-1.2,-0.96)",0.0428,0.0408,0.0416,0.03
"[-0.96,-0.72)",0.0464,0.0416,0.0444,0.0276
"[-0.72,-0.48)",0.0588,0.0508,0.0492,0.0252
"[-0.48,-0.24)",0.0664,0.0452,0.05,0.0288
"[-0.24,0)",0.066,0.0508,0.056,0.0244
"[0,0.24)",0.0784,0.056,0.0556,0.0268
"[0.24,0.48)",0.0864,0.0532,0.0556,0.0308
"[0.48,0.72)",0.0916,0.056,0.056,0.0288
"[0.72,0.96)",0.098,0.0492,0.0556,0.0292
"[0.96,1.2)",0.078,0.0436,0.0436,0.0312
"[1.2,1.44)",0.0652,0.0456,0.0464,0.0288
"[1.44,1.68)",0.04,0.0368,0.042,0.0228
"[1.68,1.92)",0.0248,0.0348,0.036,0.0232
"[1.92,2.16)",0.0152,0.0284,0.0284,0.0256
"[2.16,2.4)",0.0072,0.0256,0.0232,0.0236
"[2.4,2.64)",0.0064,0.0196,0.0196,0.0284
"[2.64,2.88)",0.0032,0.022,0.0196,0.0192
"[2.88,3.12)",0.002,0.0152,0.0136,0.0144
"[3.12,3.36)",0,0.0168,0.0124,0.0196
"[3.36,3.6)",4e-04,0.0076,0.008,0.014
"[3.6,3.84)",4e-04,0.0064,0.0072,0.014
"[3.84,4.08)",8e-04,0.0076,0.0044,0.0116
"[4.08,4.32)",0,0.004,0.0072,0.0124
"[4.32,4.56)",0,0.0052,0.004,0.0124
"[4.56,4.8)",0,0.004,0.0032,0.0108
"[4.8,5.04)",0,8e-04,8e-04,0.0124
"[5.04,5.28)",0,0.0012,0.002,0.008
"[5.28,5.52)",0,8e-04,4e-04,0.0084
"[5.52,5.76)",0,0.0012,4e-04,0.0072
"[5.76,6)",0,0,4e-04,0.0048
