"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.006
"[-5.76,-5.52)",0,0,0,0.0054
"[-5.52,-5.28)",0,2e-04,2e-04,0.0086
"[-5.28,-5.04)",0,8e-04,0,0.0078
"[-5.04,-4.8)",0,2e-04,0,0.0082
"[-4.8,-4.56)",0,6e-04,0.0012,0.0082
"[-4.56,-4.32)",0,0.0012,0.0012,0.0078
"[-4.32,-4.08)",0,0.0014,0.002,0.0094
"[-4.08,-3.84)",0,0.0022,0.0026,0.01
"[-3.84,-3.6)",0,0.0028,0.003,0.0138
"[-3.6,-3.36)",0,0.0036,0.006,0.0146
"[-3.36,-3.12)",0,0.0058,0.0056,0.0142
"[-3.12,-2.88)",0,0.0086,0.0094,0.0178
"[-2.88,-2.64)",6e-04,0.012,0.0124,0.0178
"[-2.64,-2.4)",2e-04,0.0186,0.0128,0.0202
"[-2.4,-2.16)",0.001,0.0204,0.0178,0.025
"[-2.16,-1.92)",0.004,0.0254,0.0228,0.0218
"[-1.92,-1.68)",0.0064,0.0308,0.0292,0.0234
"[-1.68,-1.44)",0.0148,0.0348,0.0354,0.0254
"[-1.44,-1.2)",0.033,0.0422,0.041,0.0242
"[-1.2,-0.96)",0.053,0.0476,0.049,0.0282
"[-0.96,-0.72)",0.0704,0.0546,0.0554,0.03
"[-0.72,-0.48)",0.096,0.0588,0.0626,0.0296
"[-0.48,-0.24)",0.1102,0.0608,0.0652,0.03
"[-0.24,0)",0.111,0.0722,0.0694,0.0334
"[0,0.24)",0.1248,0.0668,0.0678,0.0302
"[0.24,0.48)",0.1124,0.0584,0.0652,0.0318
"[0.48,0.72)",0.0852,0.0582,0.061,0.0284
"[0.72,0.96)",0.067,0.0588,0.0526,0.0286
"[0.96,1.2)",0.043,0.0504,0.049,0.0282
"[1.2,1.44)",0.0288,0.0386,0.039,0.0256
"[1.44,1.68)",0.0212,0.0298,0.034,0.0232
"[1.68,1.92)",0.0096,0.0332,0.0286,0.0256
"[1.92,2.16)",0.0034,0.0222,0.0228,0.025
"[2.16,2.4)",0.0022,0.0216,0.018,0.0212
"[2.4,2.64)",0.001,0.016,0.014,0.019
"[2.64,2.88)",6e-04,0.0094,0.0122,0.019
"[2.88,3.12)",2e-04,0.0072,0.0082,0.0176
"[3.12,3.36)",0,0.0058,0.0062,0.0134
"[3.36,3.6)",0,0.0052,0.0058,0.013
"[3.6,3.84)",0,0.0022,0.004,0.0116
"[3.84,4.08)",0,0.003,0.002,0.0128
"[4.08,4.32)",0,0.0032,0.002,0.01
"[4.32,4.56)",0,0.001,0.0016,0.0122
"[4.56,4.8)",0,8e-04,0.001,0.0084
"[4.8,5.04)",0,0.001,4e-04,0.0076
"[5.04,5.28)",0,0.001,4e-04,0.0062
"[5.28,5.52)",0,2e-04,0,0.0066
"[5.52,5.76)",0,2e-04,0,0.0054
"[5.76,6)",0,2e-04,0,0.0048
