"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,8e-04,0,8e-04
"[-3.36,-3.12)",8e-04,0,8e-04,4e-04
"[-3.12,-2.88)",8e-04,0.0016,8e-04,0.0016
"[-2.88,-2.64)",0.002,0.0036,0.0028,0.0044
"[-2.64,-2.4)",0.0048,0.0032,0.004,0.0024
"[-2.4,-2.16)",0.0048,0.0064,0.006,0.01
"[-2.16,-1.92)",0.0112,0.0136,0.014,0.0172
"[-1.92,-1.68)",0.02,0.0232,0.0192,0.0212
"[-1.68,-1.44)",0.0232,0.022,0.0268,0.026
"[-1.44,-1.2)",0.0304,0.034,0.0352,0.0384
"[-1.2,-0.96)",0.0564,0.0548,0.0508,0.0588
"[-0.96,-0.72)",0.0584,0.0608,0.0656,0.0572
"[-0.72,-0.48)",0.0876,0.0856,0.0824,0.0828
"[-0.48,-0.24)",0.0924,0.0892,0.092,0.086
"[-0.24,0)",0.1032,0.0964,0.104,0.0856
"[0,0.24)",0.1132,0.1088,0.0976,0.1052
"[0.24,0.48)",0.102,0.0964,0.0964,0.0888
"[0.48,0.72)",0.0744,0.0788,0.0796,0.078
"[0.72,0.96)",0.0656,0.0632,0.0608,0.0608
"[0.96,1.2)",0.0452,0.044,0.0496,0.0488
"[1.2,1.44)",0.034,0.0372,0.0368,0.0416
"[1.44,1.68)",0.03,0.0296,0.0276,0.03
"[1.68,1.92)",0.0152,0.0164,0.0196,0.0192
"[1.92,2.16)",0.0112,0.0124,0.0116,0.0136
"[2.16,2.4)",0.0056,0.0088,0.008,0.0112
"[2.4,2.64)",0.0048,0.0048,0.0044,0.004
"[2.64,2.88)",0.0016,0.0028,0.0024,0.004
"[2.88,3.12)",8e-04,8e-04,8e-04,0.0012
"[3.12,3.36)",0,4e-04,0,4e-04
"[3.36,3.6)",0,0,0,0
"[3.6,3.84)",0,0,0,0
"[3.84,4.08)",4e-04,0,4e-04,0
"[4.08,4.32)",0,4e-04,0,4e-04
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
