"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,2e-04
"[-3.6,-3.36)",0,2e-04,0,0
"[-3.36,-3.12)",2e-04,0,2e-04,0
"[-3.12,-2.88)",0,4e-04,0,6e-04
"[-2.88,-2.64)",0,2e-04,4e-04,0.001
"[-2.64,-2.4)",4e-04,0.001,0.002,0.0028
"[-2.4,-2.16)",0.001,0.0028,0.005,0.007
"[-2.16,-1.92)",0.0022,0.0064,0.01,0.0144
"[-1.92,-1.68)",0.0074,0.0142,0.0156,0.0204
"[-1.68,-1.44)",0.016,0.0188,0.0252,0.038
"[-1.44,-1.2)",0.0272,0.0434,0.0388,0.0552
"[-1.2,-0.96)",0.0572,0.0642,0.0572,0.0712
"[-0.96,-0.72)",0.084,0.0854,0.0752,0.074
"[-0.72,-0.48)",0.1084,0.0978,0.0946,0.0902
"[-0.48,-0.24)",0.1256,0.1122,0.1064,0.0856
"[-0.24,0)",0.1282,0.1106,0.1098,0.0888
"[0,0.24)",0.1168,0.0998,0.1026,0.0798
"[0.24,0.48)",0.089,0.0828,0.0862,0.072
"[0.48,0.72)",0.068,0.0668,0.0708,0.0596
"[0.72,0.96)",0.0446,0.045,0.0528,0.0534
"[0.96,1.2)",0.0342,0.0368,0.039,0.0392
"[1.2,1.44)",0.0284,0.0276,0.0306,0.0354
"[1.44,1.68)",0.0184,0.024,0.0214,0.0242
"[1.68,1.92)",0.0114,0.0156,0.014,0.0244
"[1.92,2.16)",0.0086,0.0112,0.013,0.0176
"[2.16,2.4)",0.0066,0.0084,0.0102,0.0122
"[2.4,2.64)",0.005,0.006,0.0056,0.0088
"[2.64,2.88)",0.005,0.0054,0.0052,0.0066
"[2.88,3.12)",0.0028,0.0044,0.002,0.005
"[3.12,3.36)",0.002,0.0036,0.0036,0.0052
"[3.36,3.6)",4e-04,0.0024,0.0016,0.004
"[3.6,3.84)",2e-04,0.0012,2e-04,0.0016
"[3.84,4.08)",2e-04,6e-04,2e-04,6e-04
"[4.08,4.32)",2e-04,2e-04,2e-04,4e-04
"[4.32,4.56)",4e-04,2e-04,4e-04,0
"[4.56,4.8)",0,2e-04,0,4e-04
"[4.8,5.04)",0,2e-04,0,2e-04
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
