"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,2e-04
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,2e-04
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,2e-04
"[-4.56,-4.32)",0,0,0,4e-04
"[-4.32,-4.08)",0,0,0,8e-04
"[-4.08,-3.84)",0,0,0,8e-04
"[-3.84,-3.6)",0,0,0,0.001
"[-3.6,-3.36)",0,0,0,0.002
"[-3.36,-3.12)",0,2e-04,0,0.0022
"[-3.12,-2.88)",0,0,2e-04,0.0028
"[-2.88,-2.64)",2e-04,4e-04,4e-04,0.007
"[-2.64,-2.4)",0,0.0012,0.0022,0.008
"[-2.4,-2.16)",8e-04,0.0032,0.0066,0.0098
"[-2.16,-1.92)",0.0024,0.007,0.0102,0.0164
"[-1.92,-1.68)",0.0064,0.0182,0.018,0.0242
"[-1.68,-1.44)",0.0164,0.0288,0.0268,0.0386
"[-1.44,-1.2)",0.0326,0.0472,0.0452,0.0488
"[-1.2,-0.96)",0.0576,0.0612,0.059,0.0648
"[-0.96,-0.72)",0.0766,0.0714,0.0746,0.0654
"[-0.72,-0.48)",0.1032,0.097,0.086,0.0826
"[-0.48,-0.24)",0.1116,0.0926,0.0936,0.074
"[-0.24,0)",0.1192,0.103,0.0948,0.0836
"[0,0.24)",0.1054,0.0848,0.089,0.0672
"[0.24,0.48)",0.0986,0.0852,0.0804,0.0654
"[0.48,0.72)",0.077,0.071,0.0742,0.066
"[0.72,0.96)",0.059,0.0592,0.0604,0.0492
"[0.96,1.2)",0.0388,0.046,0.0476,0.045
"[1.2,1.44)",0.0306,0.0282,0.037,0.0346
"[1.44,1.68)",0.0198,0.0266,0.0274,0.0258
"[1.68,1.92)",0.014,0.0204,0.0216,0.0306
"[1.92,2.16)",0.0096,0.0114,0.0156,0.0194
"[2.16,2.4)",0.0076,0.0104,0.0106,0.0158
"[2.4,2.64)",0.0048,0.007,0.007,0.0128
"[2.64,2.88)",0.0024,0.0058,0.0044,0.0098
"[2.88,3.12)",0.0022,0.0046,0.003,0.0058
"[3.12,3.36)",0.0012,0.0022,0.0022,0.0056
"[3.36,3.6)",4e-04,0.002,4e-04,0.0042
"[3.6,3.84)",6e-04,0.0012,6e-04,0.0026
"[3.84,4.08)",2e-04,0.001,2e-04,0.0014
"[4.08,4.32)",0,4e-04,0,0.0018
"[4.32,4.56)",6e-04,2e-04,4e-04,4e-04
"[4.56,4.8)",0,2e-04,2e-04,0.0014
"[4.8,5.04)",2e-04,0,2e-04,4e-04
"[5.04,5.28)",0,4e-04,0,6e-04
"[5.28,5.52)",0,4e-04,0,2e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,2e-04
