"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.053,0.003
"2","PM",0.1,0.0985999999999999,-0.0014
"3","PM",0.25,0.206,-0.044
"4","PM",0.75,0.6922,-0.0578
"5","PM",0.9,0.9572,0.0572
"6","PM",0.95,0.9768,0.0268
"7","CB",0.05,0.1004,0.0504
"8","CB",0.1,0.1472,0.0472
"9","CB",0.25,0.2526,0.0026
"10","CB",0.75,0.6658,-0.0842
"11","CB",0.9,0.933599999999999,0.0336
"12","CB",0.95,0.9606,0.0106
"13","GR",0.05,0.1012,0.0512
"14","GR",0.1,0.1474,0.0474
"15","GR",0.25,0.2562,0.0062
"16","GR",0.75,0.6562,-0.0938
"17","GR",0.9,0.935999999999999,0.036
"18","GR",0.95,0.963399999999999,0.0134
"19","ML",0.05,0.154,0.104
"20","ML",0.1,0.2066,0.1066
"21","ML",0.25,0.307,0.057
"22","ML",0.75,0.6382,-0.1118
"23","ML",0.9,0.8894,-0.0106
"24","ML",0.95,0.9284,-0.0216
