"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0048
"[-5.76,-5.52)",0,4e-04,0,0.0056
"[-5.52,-5.28)",0,0,8e-04,0.0064
"[-5.28,-5.04)",0,4e-04,0,0.0052
"[-5.04,-4.8)",0,4e-04,4e-04,0.0068
"[-4.8,-4.56)",0,0,4e-04,0.0076
"[-4.56,-4.32)",4e-04,0.0016,8e-04,0.0088
"[-4.32,-4.08)",0,8e-04,0.0012,0.008
"[-4.08,-3.84)",0,0.0012,0.0012,0.012
"[-3.84,-3.6)",0,0.0012,0.0016,0.0124
"[-3.6,-3.36)",0,0.0016,8e-04,0.0124
"[-3.36,-3.12)",4e-04,0.002,0.0024,0.012
"[-3.12,-2.88)",0.0012,0.0036,0.0028,0.0152
"[-2.88,-2.64)",4e-04,0.0052,0.0044,0.0144
"[-2.64,-2.4)",0.0012,0.0064,0.006,0.0212
"[-2.4,-2.16)",0.002,0.0092,0.0084,0.0216
"[-2.16,-1.92)",0.002,0.0136,0.008,0.0248
"[-1.92,-1.68)",0.0028,0.016,0.0164,0.0192
"[-1.68,-1.44)",0.0104,0.022,0.0224,0.0272
"[-1.44,-1.2)",0.0196,0.0316,0.0316,0.0344
"[-1.2,-0.96)",0.0204,0.0408,0.0392,0.028
"[-0.96,-0.72)",0.04,0.0608,0.0584,0.0304
"[-0.72,-0.48)",0.0832,0.0828,0.0764,0.0308
"[-0.48,-0.24)",0.1604,0.1044,0.1,0.0228
"[-0.24,0)",0.1312,0.0876,0.108,0.0316
"[0,0.24)",0.1764,0.0956,0.108,0.0296
"[0.24,0.48)",0.1404,0.1024,0.1004,0.0312
"[0.48,0.72)",0.0924,0.0788,0.0844,0.0376
"[0.72,0.96)",0.0588,0.064,0.0628,0.0316
"[0.96,1.2)",0.0376,0.0496,0.0476,0.0304
"[1.2,1.44)",0.0088,0.0316,0.0316,0.0296
"[1.44,1.68)",0.002,0.0244,0.0212,0.0232
"[1.68,1.92)",0.0032,0.0172,0.0136,0.026
"[1.92,2.16)",8e-04,0.0104,0.0112,0.0184
"[2.16,2.4)",0.0012,0.0104,0.006,0.0188
"[2.4,2.64)",8e-04,0.0052,0.0076,0.0196
"[2.64,2.88)",4e-04,0.004,0.004,0.0168
"[2.88,3.12)",0.0012,0.0016,0.0012,0.0144
"[3.12,3.36)",4e-04,0.0024,0.0016,0.016
"[3.36,3.6)",0,0.0028,0.0012,0.0108
"[3.6,3.84)",0,8e-04,0.0016,0.0092
"[3.84,4.08)",0,8e-04,0.0012,0.0084
"[4.08,4.32)",0,4e-04,8e-04,0.0068
"[4.32,4.56)",0,8e-04,4e-04,0.0064
"[4.56,4.8)",0,4e-04,0,0.0072
"[4.8,5.04)",0,0,4e-04,0.0072
"[5.04,5.28)",0,4e-04,0,0.0028
"[5.28,5.52)",0,8e-04,4e-04,0.0096
"[5.52,5.76)",0,8e-04,4e-04,0.0052
"[5.76,6)",0,4e-04,0,0.0032
