"","quantity","estimator","value"
"1","mean","PM",0.00349824580300972
"2","mean","CB",0.00349824580300973
"3","mean","GR",0.00378873941663277
"4","mean","ML",-0.00763939205486953
"5","var","PM",0.185326692023008
"6","var","CB",1.1585265531363
"7","var","GR",1.03928466716096
"8","var","ML",24.0593704225766
"9","var","true",0.993530152357813
"10","SSEL","PM",1.11879544619309
"11","SSEL","CB",1.57776718972921
"12","SSEL","GR",1.51721464108546
"13","SSEL","ML",23.0610606817971
"14","WSSEL","PM",27.9698861548272
"15","WSSEL","CB",39.4441797432304
"16","WSSEL","GR",37.9303660271366
"17","WSSEL","ML",576.526517044928
"18","ISEL","PM",0.217582850380328
"19","ISEL","CB",0.10377027712702
"20","ISEL","GR",0.0969874133844103
"21","ISEL","ML",0.465562989040809
"22","SELrank","PM",0.105892307692308
"23","SELrank","CB",0.105892307692308
"24","SELrank","GR",0.105480473372781
"25","SELrank","ML",0.118241420118343
