"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0112,-0.0388
"2","PM",0.1,0.036,-0.064
"3","PM",0.25,0.1156,-0.1344
"4","PM",0.75,0.8708,0.1208
"5","PM",0.9,0.9868,0.0868
"6","PM",0.95,0.9916,0.0416
"7","CB",0.05,0.0672,0.0172
"8","CB",0.1,0.104,0.004
"9","CB",0.25,0.2316,-0.0184
"10","CB",0.75,0.762,0.012
"11","CB",0.9,0.8968,-0.0032
"12","CB",0.95,0.938,-0.012
"13","GR",0.05,0.0596,0.0096
"14","GR",0.1,0.0948,-0.0052
"15","GR",0.25,0.218,-0.032
"16","GR",0.75,0.7692,0.0192
"17","GR",0.9,0.9072,0.0072
"18","GR",0.95,0.945199999999999,-0.0048
"19","ML",0.05,0.2988,0.2488
"20","ML",0.1,0.344,0.244
"21","ML",0.25,0.4228,0.1728
"22","ML",0.75,0.5936,-0.1564
"23","ML",0.9,0.668,-0.232
"24","ML",0.95,0.7092,-0.2408
