"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.038,-0.012
"2","PM",0.1,0.0716000000000001,-0.0284
"3","PM",0.25,0.1948,-0.0552
"4","PM",0.75,0.77,0.02
"5","PM",0.9,0.951599999999999,0.0516
"6","PM",0.95,0.9744,0.0244
"7","CB",0.05,0.0752,0.0252
"8","CB",0.1,0.118,0.018
"9","CB",0.25,0.254,0.004
"10","CB",0.75,0.7452,-0.0048
"11","CB",0.9,0.925599999999999,0.0256
"12","CB",0.95,0.953199999999999,0.0032
"13","GR",0.05,0.0824,0.0324
"14","GR",0.1,0.1336,0.0336
"15","GR",0.25,0.2492,-8e-04
"16","GR",0.75,0.7172,-0.0328
"17","GR",0.9,0.9348,0.0348
"18","GR",0.95,0.963199999999999,0.0132
"19","ML",0.05,0.142,0.092
"20","ML",0.1,0.1912,0.0912
"21","ML",0.25,0.3112,0.0612
"22","ML",0.75,0.6856,-0.0644
"23","ML",0.9,0.8876,-0.0124
"24","ML",0.95,0.9276,-0.0224
