"","ISEL_PM","ISEL_CB","ISEL_GR","ISEL_ML"
"1",0.046929024264139,0.0303607034343433,0.0315474461477843,0.0248067267758392
"2",0.0451987298504366,0.0533927317695731,0.0412560302834229,0.0594249708535593
"3",0.0414079041624016,0.0368662651604253,0.0301481451362839,0.0414566493552352
"4",0.051698582196134,0.0323381462587041,0.0326947256734741,0.0168421895914964
"5",0.0117241890610404,0.00978895120126409,0.0152262543351349,0.0290611603358789
"6",0.0181700852317218,0.0110465696073057,0.00937236325099312,0.030192598204191
"7",0.03467613837312,0.0372730203113222,0.0209792052989171,0.0478402133877086
"8",0.0190003110956528,0.0179496621271913,0.0186312284079288,0.0386759370366263
"9",0.0324910652334782,0.0160452260691947,0.0227171827813004,0.0217082737886198
"10",0.0423479566841684,0.0251773740678656,0.0310673203457711,0.0424451764011665
"11",0.045684029196185,0.027872679606553,0.0341419973193013,0.0296170798708897
"12",0.0375819304925113,0.0280991124911348,0.0177293828935243,0.0207453166846652
"13",0.0210286924386402,0.0158091283042939,0.0234946482301519,0.0213413537000415
"14",0.0149995938392064,0.0215405657970924,0.013414871232037,0.0617236386011777
"15",0.00977927992624535,0.00986148560977818,0.00494136072599913,0.0325345767623387
"16",0.0210183835894829,0.010372479014725,0.00390443185932903,0.0245488572812931
"17",0.0267139849396441,0.0134432172379745,0.0106073516892522,0.0200302773434543
"18",0.0195280822539978,0.00438872768412992,0.0160069961051728,0.0179038022250244
"19",0.0281595245530027,0.0196784196400802,0.0161430537416655,0.0201712989893741
"20",0.0241508859760725,0.0201398047083394,0.0156430363583485,0.0482733703485936
"21",0.0184684966758703,0.0217840286515141,0.0261396525827999,0.0340372962146514
"22",0.034526865876896,0.0231154348706631,0.0309673234514309,0.0392492121219349
"23",0.073932744733031,0.0420513038442838,0.0379145733520762,0.0190533862393397
"24",0.0546633487692101,0.0253032106344591,0.0300862350024387,0.0297344734226212
"25",0.00690919359987785,0.00821741402898711,0.00443308588542212,0.0553071813582978
"26",0.0209657034174073,0.0222252092379169,0.0213045243615468,0.040171567584078
"27",0.0209161231150626,0.0135583874497358,0.0129004448482098,0.0189148845891247
"28",0.00894189446750747,0.00612670075033439,0.00715062232162093,0.0234757271917029
"29",0.0189887648524459,0.0141750777894314,0.0115936975550801,0.0191368109004019
"30",0.0312657439635956,0.0233880914015438,0.0227851553583153,0.0260225250649514
"31",0.0357148342065064,0.0351053367473693,0.0345042197045968,0.0691681398704397
"32",0.0491184062684272,0.0458735059945602,0.0437631440246134,0.0558417388901399
"33",0.0128939802729537,0.0176048989262805,0.0156614314318398,0.0346861649330373
"34",0.0332922034934799,0.0189353523598518,0.0204146975698848,0.0191352182320738
"35",0.0279252446940943,0.0226484132607815,0.0171896109923761,0.0272365468102923
"36",0.049344169998426,0.0318203444205039,0.0204931801084941,0.015599240164534
"37",0.0450494552199907,0.0544878186670643,0.0341950258590674,0.0842498637664423
"38",0.0171019972430525,0.0232143953334748,0.00898327243492056,0.0427730347216343
"39",0.0225779756845045,0.0144067640660258,0.0152192765886203,0.0158108002624465
"40",0.0132306423524312,0.0126970556210236,0.00813177875806822,0.0410098825597175
"41",0.0174755729249161,0.0171483826983258,0.0267568013936213,0.0329996425718747
"42",0.0214420507930828,0.0101629504970583,0.00912155348024116,0.0346754855960219
"43",0.0462308705773223,0.0392258352529337,0.0340666430608511,0.0415825850756057
"44",0.045736194398755,0.0378210203718929,0.029788345608928,0.0240638178852285
"45",0.027364253750945,0.0227896498180956,0.0149980958889255,0.0260434673803891
"46",0.0125555768671328,0.0233591307677383,0.0196940503246131,0.0600333540313573
"47",0.0159302890980347,0.0127803366362893,0.0139476683113907,0.0248505621193047
"48",0.0420975188507159,0.0540499645220566,0.0383863330961894,0.0879086884305327
"49",0.0448585219020571,0.0222338494134167,0.0306086803392126,0.0293140405428426
"50",0.0162733750468607,0.0112263762713242,0.00710838980825388,0.0341032822735559
"51",0.0594764670954993,0.0346758786368279,0.0308371069340116,0.0155978977250148
"52",0.0428903700447228,0.0345669129558558,0.0226327266767065,0.0339556483265698
"53",0.0199467439758335,0.007044469593224,0.00585803328465772,0.0213663931901036
"54",0.0233627980156046,0.0348038426811831,0.0230484266767383,0.0547029790462804
"55",0.028956302429434,0.0236815514839451,0.0171586527863081,0.0349135052678225
"56",0.0374090589169716,0.0280410566096872,0.0238407730363889,0.0275121745817809
"57",0.0304727212872188,0.0301425369585067,0.034474991778451,0.0369102232849876
"58",0.0327695126014778,0.0192322402669007,0.0196217234433521,0.0178426284008229
"59",0.0140410490779797,0.00934593653097185,0.00885630167126478,0.0182143805534311
"60",0.0372669077293246,0.0262549221614096,0.0293053048285551,0.0440464527331396
"61",0.0247740188071073,0.0154606851955197,0.0239519046082514,0.025114627145133
"62",0.0478816572136111,0.0257445324416434,0.0305396519445258,0.0143061182377686
"63",0.0225274449987296,0.0233621350523064,0.0239908668282498,0.0482672692868941
"64",0.0404475033660038,0.0272868375765536,0.0252651625188361,0.0247198334496377
"65",0.0557113319495199,0.0473657652364613,0.0298273695156592,0.0662444130066589
"66",0.023811933604395,0.0208539525587731,0.0310157597115841,0.0548107909694597
"67",0.0275962196085356,0.0227907434138359,0.0234774817054331,0.0365438555524218
"68",0.0244101296104554,0.0349435419518019,0.0145750026645202,0.0681340497506139
"69",0.00778452754547249,0.0159902117966169,0.0117736648737758,0.0395720721243038
"70",0.0312078081768476,0.0305170502639337,0.0231458709761657,0.0442287974687795
"71",0.0215481166922054,0.0198812165975161,0.0112581249901053,0.0364321156141061
"72",0.0198942810405464,0.0130233947139472,0.0123929202147457,0.0176390706761355
"73",0.0325307086778856,0.0536216235398505,0.0452539019945055,0.104643378741586
"74",0.0121774541084765,0.0145272118590786,0.0146799067371045,0.0388847092493164
