"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0184,-0.0316
"2","PM",0.1,0.0416,-0.0584
"3","PM",0.25,0.1412,-0.1088
"4","PM",0.75,0.8472,0.0972
"5","PM",0.9,0.9528,0.0528
"6","PM",0.95,0.9728,0.0228
"7","CB",0.05,0.0544,0.0044
"8","CB",0.1,0.092,-0.008
"9","CB",0.25,0.2108,-0.0392
"10","CB",0.75,0.778400000000001,0.0284
"11","CB",0.9,0.9092,0.0092
"12","CB",0.95,0.942,-0.008
"13","GR",0.05,0.0484,-0.0016
"14","GR",0.1,0.0884,-0.0116
"15","GR",0.25,0.2136,-0.0364
"16","GR",0.75,0.7752,0.0252
"17","GR",0.9,0.9056,0.0056
"18","GR",0.95,0.9436,-0.0064
"19","ML",0.05,0.1432,0.0932
"20","ML",0.1,0.1972,0.0972
"21","ML",0.25,0.314,0.064
"22","ML",0.75,0.6648,-0.0852
"23","ML",0.9,0.7864,-0.1136
"24","ML",0.95,0.838,-0.112
