"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,4e-04
"[-5.76,-5.52)",0,0,0,0.002
"[-5.52,-5.28)",0,0,0,4e-04
"[-5.28,-5.04)",0,0,0,0.0024
"[-5.04,-4.8)",0,0,0,0.0016
"[-4.8,-4.56)",0,4e-04,0,8e-04
"[-4.56,-4.32)",0,0,0,0.004
"[-4.32,-4.08)",0,0,0,0.0024
"[-4.08,-3.84)",0,4e-04,4e-04,0.0036
"[-3.84,-3.6)",4e-04,4e-04,0,0.0028
"[-3.6,-3.36)",0,4e-04,0,0.006
"[-3.36,-3.12)",0,8e-04,4e-04,0.0064
"[-3.12,-2.88)",4e-04,0.0016,0.0016,0.008
"[-2.88,-2.64)",4e-04,0.004,0.004,0.0116
"[-2.64,-2.4)",0.0012,0.0052,0.0044,0.0132
"[-2.4,-2.16)",0.0016,0.0076,0.006,0.0188
"[-2.16,-1.92)",0.0044,0.0112,0.0128,0.0256
"[-1.92,-1.68)",0.0072,0.02,0.0152,0.0248
"[-1.68,-1.44)",0.0132,0.0224,0.0236,0.0372
"[-1.44,-1.2)",0.0208,0.0276,0.0312,0.0348
"[-1.2,-0.96)",0.0296,0.0456,0.0432,0.0412
"[-0.96,-0.72)",0.0504,0.0512,0.0568,0.0532
"[-0.72,-0.48)",0.0788,0.078,0.0768,0.054
"[-0.48,-0.24)",0.1188,0.0956,0.1032,0.0644
"[-0.24,0)",0.1528,0.116,0.1128,0.0616
"[0,0.24)",0.1656,0.1196,0.1152,0.07
"[0.24,0.48)",0.1352,0.096,0.1008,0.0628
"[0.48,0.72)",0.0788,0.0884,0.0808,0.06
"[0.72,0.96)",0.0556,0.062,0.0564,0.0516
"[0.96,1.2)",0.0316,0.0424,0.046,0.0432
"[1.2,1.44)",0.0192,0.0284,0.0308,0.0368
"[1.44,1.68)",0.008,0.0196,0.0252,0.0304
"[1.68,1.92)",0.0092,0.016,0.0172,0.0284
"[1.92,2.16)",0.0076,0.0096,0.0108,0.0236
"[2.16,2.4)",0.0032,0.008,0.0084,0.0216
"[2.4,2.64)",0.0032,0.0068,0.0064,0.0164
"[2.64,2.88)",0.0016,0.0056,0.0044,0.012
"[2.88,3.12)",8e-04,0.0036,0.0024,0.0088
"[3.12,3.36)",0,0.0012,0.0012,0.0108
"[3.36,3.6)",4e-04,0.0024,8e-04,0.006
"[3.6,3.84)",0,4e-04,0,0.006
"[3.84,4.08)",0,0.0016,4e-04,0.004
"[4.08,4.32)",0,0,4e-04,0.0032
"[4.32,4.56)",0,0,0,0.0016
"[4.56,4.8)",0,0,0,0.002
"[4.8,5.04)",0,0,0,8e-04
"[5.04,5.28)",0,0,0,0.0024
"[5.28,5.52)",0,0,0,0.0028
"[5.52,5.76)",0,0,0,0.0016
"[5.76,6)",0,0,0,0.0016
