"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0632,0.0132
"2","PM",0.1,0.118,0.018
"3","PM",0.25,0.2512,0.0012
"4","PM",0.75,0.69,-0.06
"5","PM",0.9,0.9392,0.0392
"6","PM",0.95,0.9632,0.0132
"7","CB",0.05,0.0776000000000001,0.0276
"8","CB",0.1,0.1352,0.0352
"9","CB",0.25,0.266,0.016
"10","CB",0.75,0.6844,-0.0656
"11","CB",0.9,0.9312,0.0312
"12","CB",0.95,0.9592,0.0092
"13","GR",0.05,0.0852,0.0352
"14","GR",0.1,0.1348,0.0348
"15","GR",0.25,0.2592,0.0092
"16","GR",0.75,0.6792,-0.0708
"17","GR",0.9,0.9332,0.0332
"18","GR",0.95,0.9596,0.0096
"19","ML",0.05,0.0916,0.0416
"20","ML",0.1,0.15,0.05
"21","ML",0.25,0.2792,0.0292
"22","ML",0.75,0.6784,-0.0716
"23","ML",0.9,0.9244,0.0244
"24","ML",0.95,0.9544,0.0044
