"","quantity","estimator","value"
"1","mean","PM",0.0264862260027949
"2","mean","CB",0.0264862260027949
"3","mean","GR",0.0263996800701563
"4","mean","ML",0.0264821422897716
"5","var","PM",0.963863601503764
"6","var","CB",1.05537229851522
"7","var","GR",1.03863171354165
"8","var","ML",1.15586713112224
"9","var","true",1.04232925378076
"10","SSEL","PM",0.0920498279669207
"11","SSEL","CB",0.0939863130331472
"12","SSEL","GR",0.104177709929661
"13","SSEL","ML",0.100743154427968
"14","WSSEL","PM",2.30124569917302
"15","WSSEL","CB",2.34965782582868
"16","WSSEL","GR",2.60444274824153
"17","WSSEL","ML",2.51857886069921
"18","ISEL","PM",0.010811117851622
"19","ISEL","CB",0.010466300371848
"20","ISEL","GR",0.00828012147453259
"21","ISEL","ML",0.0111507125048651
"22","SELrank","PM",0.0116082840236686
"23","SELrank","CB",0.0116082840236686
"24","SELrank","GR",0.0115881656804734
"25","SELrank","ML",0.0116260355029586
