"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,0
"[-3.12,-2.88)",0,0,0,0
"[-2.88,-2.64)",0,4e-04,0,4e-04
"[-2.64,-2.4)",4e-04,0,4e-04,0
"[-2.4,-2.16)",4e-04,8e-04,4e-04,0.0012
"[-2.16,-1.92)",0.0016,0.0036,0.0048,0.006
"[-1.92,-1.68)",0.01,0.0104,0.0128,0.012
"[-1.68,-1.44)",0.0188,0.0236,0.026,0.03
"[-1.44,-1.2)",0.04,0.0488,0.0468,0.056
"[-1.2,-0.96)",0.0716,0.0724,0.068,0.074
"[-0.96,-0.72)",0.0912,0.0892,0.0856,0.0872
"[-0.72,-0.48)",0.1052,0.104,0.0968,0.0984
"[-0.48,-0.24)",0.1044,0.0964,0.1,0.0912
"[-0.24,0)",0.1048,0.0992,0.0992,0.0932
"[0,0.24)",0.0912,0.0868,0.0884,0.0816
"[0.24,0.48)",0.0768,0.0716,0.0776,0.0692
"[0.48,0.72)",0.0632,0.064,0.0664,0.062
"[0.72,0.96)",0.0584,0.0572,0.0552,0.0556
"[0.96,1.2)",0.0408,0.0456,0.0428,0.0456
"[1.2,1.44)",0.0324,0.0272,0.0332,0.03
"[1.44,1.68)",0.0264,0.0284,0.0276,0.0296
"[1.68,1.92)",0.0176,0.022,0.0196,0.0204
"[1.92,2.16)",0.0096,0.0128,0.0144,0.0164
"[2.16,2.4)",0.0116,0.0084,0.0096,0.008
"[2.4,2.64)",0.0056,0.0084,0.0068,0.0096
"[2.64,2.88)",0.0064,0.0048,0.0052,0.0064
"[2.88,3.12)",0.0064,0.0064,0.0072,0.0052
"[3.12,3.36)",0.002,0.0032,0.0016,0.006
"[3.36,3.6)",8e-04,0.0016,0.0016,0.0016
"[3.6,3.84)",8e-04,0.0012,0,0.0012
"[3.84,4.08)",8e-04,4e-04,0.0012,4e-04
"[4.08,4.32)",4e-04,4e-04,4e-04,4e-04
"[4.32,4.56)",4e-04,8e-04,4e-04,8e-04
"[4.56,4.8)",0,0,0,4e-04
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
