"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0063
"[-5.76,-5.52)",0,0,0,0.0071
"[-5.52,-5.28)",0,0,1e-04,0.0057
"[-5.28,-5.04)",0,0,0,0.0099
"[-5.04,-4.8)",0,1e-04,1e-04,0.0088
"[-4.8,-4.56)",0,0,0,0.0084
"[-4.56,-4.32)",0,0,0,0.0119
"[-4.32,-4.08)",0,0,2e-04,0.0143
"[-4.08,-3.84)",0,3e-04,5e-04,0.012
"[-3.84,-3.6)",0,4e-04,8e-04,0.0132
"[-3.6,-3.36)",0,2e-04,0.0011,0.0167
"[-3.36,-3.12)",0,4e-04,6e-04,0.0193
"[-3.12,-2.88)",0,8e-04,0.0017,0.0204
"[-2.88,-2.64)",0,8e-04,0.0027,0.0242
"[-2.64,-2.4)",0,0.0015,0.0027,0.0198
"[-2.4,-2.16)",0,0.0031,0.0034,0.0211
"[-2.16,-1.92)",1e-04,0.006,0.0046,0.0227
"[-1.92,-1.68)",2e-04,0.011,0.0075,0.0252
"[-1.68,-1.44)",4e-04,0.0148,0.0107,0.0259
"[-1.44,-1.2)",5e-04,0.0252,0.0154,0.0233
"[-1.2,-0.96)",0.0015,0.0413,0.0271,0.0296
"[-0.96,-0.72)",0.0078,0.0611,0.049,0.0266
"[-0.72,-0.48)",0.0856,0.0809,0.0795,0.0307
"[-0.48,-0.24)",0.1259,0.1036,0.1154,0.0292
"[-0.24,0)",0.2336,0.1159,0.1435,0.028
"[0,0.24)",0.2279,0.1277,0.1484,0.0296
"[0.24,0.48)",0.1678,0.1106,0.1281,0.0301
"[0.48,0.72)",0.1019,0.0938,0.0938,0.0287
"[0.72,0.96)",0.0296,0.0684,0.0599,0.0302
"[0.96,1.2)",0.0082,0.0466,0.0344,0.0264
"[1.2,1.44)",0.0049,0.0304,0.0207,0.029
"[1.44,1.68)",0.0023,0.0213,0.0132,0.0294
"[1.68,1.92)",0.0011,0.0103,0.009,0.0235
"[1.92,2.16)",5e-04,0.0074,0.0067,0.0233
"[2.16,2.4)",2e-04,0.0052,0.0054,0.0227
"[2.4,2.64)",0,0.0035,0.0027,0.0209
"[2.64,2.88)",0,0.0027,0.0032,0.0213
"[2.88,3.12)",0,0.0017,0.0023,0.0199
"[3.12,3.36)",0,0.001,0.0018,0.0148
"[3.36,3.6)",0,6e-04,0.0011,0.0174
"[3.6,3.84)",0,3e-04,7e-04,0.0165
"[3.84,4.08)",0,3e-04,7e-04,0.0138
"[4.08,4.32)",0,5e-04,5e-04,0.0146
"[4.32,4.56)",0,1e-04,1e-04,0.0115
"[4.56,4.8)",0,2e-04,2e-04,0.0111
"[4.8,5.04)",0,0,2e-04,0.0099
"[5.04,5.28)",0,0,1e-04,0.0071
"[5.28,5.52)",0,0,1e-04,0.0061
"[5.52,5.76)",0,0,1e-04,0.006
"[5.76,6)",0,0,0,0.007
