"","quantity","estimator","value"
"1","mean","PM",-0.0441080745211018
"2","mean","CB",-0.0441080745211018
"3","mean","GR",-0.0440664072188044
"4","mean","ML",-0.034843968849651
"5","var","PM",0.425628253836329
"6","var","CB",0.885790589326162
"7","var","GR",0.853137621221616
"8","var","ML",2.39257835560253
"9","var","true",0.928684804480802
"10","SSEL","PM",0.535984851692603
"11","SSEL","CB",0.603193206015177
"12","SSEL","GR",0.61881375297438
"13","SSEL","ML",1.52415768764784
"14","WSSEL","PM",26.7992425846302
"15","WSSEL","CB",30.1596603007589
"16","WSSEL","GR",30.940687648719
"17","WSSEL","ML",76.207884382392
"18","ISEL","PM",0.0529582711082672
"19","ISEL","CB",0.0285502348610268
"20","ISEL","GR",0.028779898655056
"21","ISEL","ML",0.0586004554168983
"22","SELrank","PM",0.0619314109957709
"23","SELrank","CB",0.0619314109957709
"24","SELrank","GR",0.0616482891195694
"25","SELrank","ML",0.0680552095347943
