"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0404,-0.0096
"2","PM",0.1,0.0834,-0.0166
"3","PM",0.25,0.235,-0.015
"4","PM",0.75,0.763,0.013
"5","PM",0.9,0.9114,0.0114
"6","PM",0.95,0.9538,0.0038
"7","CB",0.05,0.0472,-0.0028
"8","CB",0.1,0.0948,-0.0052
"9","CB",0.25,0.2456,-0.0044
"10","CB",0.75,0.7532,0.0032
"11","CB",0.9,0.8986,-0.0014
"12","CB",0.95,0.9466,-0.0034
"13","GR",0.05,0.047,-0.003
"14","GR",0.1,0.0936,-0.0064
"15","GR",0.25,0.2464,-0.0036
"16","GR",0.75,0.7526,0.0026
"17","GR",0.9,0.899200000000001,-8e-04
"18","GR",0.95,0.9472,-0.0028
"19","ML",0.05,0.054,0.004
"20","ML",0.1,0.1038,0.0038
"21","ML",0.25,0.2564,0.0064
"22","ML",0.75,0.7432,-0.0068
"23","ML",0.9,0.889600000000001,-0.0104
"24","ML",0.95,0.9382,-0.0118
