"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0108,-0.0392
"2","PM",0.1,0.0208,-0.0792
"3","PM",0.25,0.1128,-0.1372
"4","PM",0.75,0.8676,0.1176
"5","PM",0.9,0.9644,0.0644
"6","PM",0.95,0.9904,0.0404
"7","CB",0.05,0.064,0.014
"8","CB",0.1,0.1052,0.0052
"9","CB",0.25,0.2284,-0.0216
"10","CB",0.75,0.728800000000001,-0.0212
"11","CB",0.9,0.8836,-0.0164
"12","CB",0.95,0.9316,-0.0184
"13","GR",0.05,0.0572,0.0072
"14","GR",0.1,0.0904,-0.0096
"15","GR",0.25,0.212,-0.038
"16","GR",0.75,0.7492,-8e-04
"17","GR",0.9,0.8928,-0.0072
"18","GR",0.95,0.9356,-0.0144
"19","ML",0.05,0.3056,0.2556
"20","ML",0.1,0.342,0.242
"21","ML",0.25,0.4184,0.1684
"22","ML",0.75,0.586,-0.164
"23","ML",0.9,0.6656,-0.2344
"24","ML",0.95,0.7056,-0.2444
