"","quantity","estimator","value"
"1","mean","PM",0.0557081596844222
"2","mean","CB",0.0557081596844222
"3","mean","GR",0.0559205113131423
"4","mean","ML",-0.086836888968675
"5","var","PM",0.205741113470462
"6","var","CB",1.26391958688293
"7","var","GR",1.09035127837425
"8","var","ML",25.1493118367963
"9","var","true",1.01133460753213
"10","SSEL","PM",1.15327691097785
"11","SSEL","CB",1.64336085058241
"12","SSEL","GR",1.54982484992402
"13","SSEL","ML",24.1348910436304
"14","WSSEL","PM",28.8319227744463
"15","WSSEL","CB",41.0840212645603
"16","WSSEL","GR",38.7456212481005
"17","WSSEL","ML",603.372276090761
"18","ISEL","PM",0.224278179488256
"19","ISEL","CB",0.106334000387008
"20","ISEL","GR",0.101819959055542
"21","ISEL","ML",0.490221370320888
"22","SELrank","PM",0.102766863905325
"23","SELrank","CB",0.102766863905325
"24","SELrank","GR",0.103410650887574
"25","SELrank","ML",0.116915976331361
