"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,4e-04
"[-5.04,-4.8)",0,4e-04,0,4e-04
"[-4.8,-4.56)",4e-04,4e-04,4e-04,0
"[-4.56,-4.32)",4e-04,4e-04,4e-04,4e-04
"[-4.32,-4.08)",4e-04,8e-04,4e-04,8e-04
"[-4.08,-3.84)",8e-04,0,8e-04,8e-04
"[-3.84,-3.6)",0,4e-04,0,0.0012
"[-3.6,-3.36)",8e-04,8e-04,8e-04,0.0012
"[-3.36,-3.12)",8e-04,0.0028,8e-04,0.002
"[-3.12,-2.88)",0.0024,0.0012,0.0024,0.0012
"[-2.88,-2.64)",0.0012,0.0036,0.002,0.0036
"[-2.64,-2.4)",0.0048,0.004,0.0048,0.006
"[-2.4,-2.16)",0.0044,0.004,0.0044,0.006
"[-2.16,-1.92)",0.0048,0.0064,0.008,0.0088
"[-1.92,-1.68)",0.0096,0.0156,0.0112,0.0148
"[-1.68,-1.44)",0.0176,0.016,0.0224,0.0252
"[-1.44,-1.2)",0.0192,0.0268,0.0308,0.0304
"[-1.2,-0.96)",0.0396,0.0412,0.0468,0.0536
"[-0.96,-0.72)",0.0676,0.0716,0.0624,0.062
"[-0.72,-0.48)",0.08,0.0772,0.0836,0.0748
"[-0.48,-0.24)",0.108,0.1012,0.1004,0.0956
"[-0.24,0)",0.1344,0.1212,0.112,0.1076
"[0,0.24)",0.1236,0.1128,0.1104,0.1048
"[0.24,0.48)",0.1152,0.106,0.1028,0.0924
"[0.48,0.72)",0.0872,0.0848,0.0824,0.084
"[0.72,0.96)",0.0532,0.062,0.0648,0.06
"[0.96,1.2)",0.0412,0.0412,0.044,0.0444
"[1.2,1.44)",0.0272,0.0292,0.0348,0.0312
"[1.44,1.68)",0.0168,0.0224,0.022,0.0264
"[1.68,1.92)",0.0148,0.0152,0.0164,0.0188
"[1.92,2.16)",0.0104,0.01,0.0112,0.0128
"[2.16,2.4)",0.0036,0.0068,0.0048,0.01
"[2.4,2.64)",0.0028,0.0056,0.004,0.008
"[2.64,2.88)",0.0016,0.002,0.0024,0.0024
"[2.88,3.12)",4e-04,8e-04,4e-04,0.0012
"[3.12,3.36)",8e-04,8e-04,8e-04,0.0016
"[3.36,3.6)",8e-04,4e-04,8e-04,8e-04
"[3.6,3.84)",4e-04,8e-04,4e-04,0.0012
"[3.84,4.08)",8e-04,4e-04,8e-04,0.0012
"[4.08,4.32)",4e-04,8e-04,4e-04,4e-04
"[4.32,4.56)",4e-04,4e-04,4e-04,4e-04
"[4.56,4.8)",0,4e-04,0,0
"[4.8,5.04)",4e-04,0,4e-04,0
"[5.04,5.28)",4e-04,4e-04,4e-04,0
"[5.28,5.52)",0,4e-04,0,0
"[5.52,5.76)",0,0,0,4e-04
"[5.76,6)",0,0,0,0
