"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.04,-0.01
"2","PM",0.1,0.0760000000000001,-0.024
"3","PM",0.25,0.2232,-0.0268
"4","PM",0.75,0.7708,0.0208
"5","PM",0.9,0.9076,0.0076
"6","PM",0.95,0.955599999999999,0.0056
"7","CB",0.05,0.0492,-8e-04
"8","CB",0.1,0.0908,-0.0092
"9","CB",0.25,0.2476,-0.0024
"10","CB",0.75,0.7512,0.0012
"11","CB",0.9,0.8908,-0.0092
"12","CB",0.95,0.9444,-0.0056
"13","GR",0.05,0.0484,-0.0016
"14","GR",0.1,0.1004,4e-04
"15","GR",0.25,0.252,0.002
"16","GR",0.75,0.738,-0.012
"17","GR",0.9,0.89,-0.01
"18","GR",0.95,0.9448,-0.0052
"19","ML",0.05,0.0588,0.0088
"20","ML",0.1,0.1156,0.0156
"21","ML",0.25,0.2664,0.0164
"22","ML",0.75,0.7252,-0.0248
"23","ML",0.9,0.874400000000001,-0.0256
"24","ML",0.95,0.9288,-0.0212
