"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0516,0.0016
"2","PM",0.1,0.0987999999999999,-0.0012
"3","PM",0.25,0.2298,-0.0202
"4","PM",0.75,0.7336,-0.0164
"5","PM",0.9,0.9224,0.0224
"6","PM",0.95,0.9632,0.0132
"7","CB",0.05,0.0634,0.0134
"8","CB",0.1,0.1164,0.0164
"9","CB",0.25,0.25,0
"10","CB",0.75,0.7254,-0.0246
"11","CB",0.9,0.9092,0.0092
"12","CB",0.95,0.9508,8e-04
"13","GR",0.05,0.0748,0.0248
"14","GR",0.1,0.1246,0.0246
"15","GR",0.25,0.2526,0.0026
"16","GR",0.75,0.7118,-0.0382
"17","GR",0.9,0.9182,0.0182
"18","GR",0.95,0.955799999999999,0.0058
"19","ML",0.05,0.0845999999999999,0.0346
"20","ML",0.1,0.141,0.041
"21","ML",0.25,0.275,0.025
"22","ML",0.75,0.7086,-0.0414
"23","ML",0.9,0.8964,-0.0036
"24","ML",0.95,0.941799999999999,-0.0082
