"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,0
"[-5.52,-5.28)",0,0,0,0
"[-5.28,-5.04)",0,0,0,0
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,0,0,0
"[-4.32,-4.08)",0,0,0,0
"[-4.08,-3.84)",0,0,0,0
"[-3.84,-3.6)",0,0,0,0
"[-3.6,-3.36)",0,0,0,0
"[-3.36,-3.12)",0,0,0,2e-04
"[-3.12,-2.88)",0,0,0,4e-04
"[-2.88,-2.64)",0,0,0,2e-04
"[-2.64,-2.4)",2e-04,6e-04,4e-04,0.0012
"[-2.4,-2.16)",6e-04,4e-04,0.0012,0.0018
"[-2.16,-1.92)",0.0012,0.0034,0.0048,0.0056
"[-1.92,-1.68)",0.0072,0.0106,0.0124,0.0132
"[-1.68,-1.44)",0.0146,0.0174,0.0226,0.0254
"[-1.44,-1.2)",0.0334,0.0392,0.041,0.0452
"[-1.2,-0.96)",0.0636,0.0684,0.0638,0.0718
"[-0.96,-0.72)",0.0904,0.0942,0.0898,0.0946
"[-0.72,-0.48)",0.128,0.1208,0.1126,0.1114
"[-0.48,-0.24)",0.136,0.1302,0.1198,0.1212
"[-0.24,0)",0.1266,0.115,0.1098,0.1016
"[0,0.24)",0.089,0.086,0.0904,0.0796
"[0.24,0.48)",0.064,0.0638,0.0698,0.0594
"[0.48,0.72)",0.0458,0.0444,0.0494,0.0446
"[0.72,0.96)",0.0314,0.032,0.038,0.0332
"[0.96,1.2)",0.0278,0.0242,0.032,0.0272
"[1.2,1.44)",0.0296,0.0286,0.0304,0.0246
"[1.44,1.68)",0.03,0.0276,0.0278,0.032
"[1.68,1.92)",0.0294,0.0278,0.0264,0.0304
"[1.92,2.16)",0.0238,0.0264,0.022,0.025
"[2.16,2.4)",0.0122,0.0166,0.0164,0.0216
"[2.4,2.64)",0.0076,0.0118,0.0092,0.014
"[2.64,2.88)",0.0046,0.005,0.0062,0.0066
"[2.88,3.12)",0.0024,0.0042,0.0026,0.0058
"[3.12,3.36)",6e-04,0.001,0.0012,0.0014
"[3.36,3.6)",0,4e-04,0,6e-04
"[3.6,3.84)",0,0,0,2e-04
"[3.84,4.08)",0,0,0,0
"[4.08,4.32)",0,0,0,0
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
