"","truth","N","ICC","rsr","assumed","df","fname"
"635","Skew",50,0.5,10,"DP-diffuse",5,"Skew_50_0.5_10_DP-diffuse"
"636","Skew",50,0.5,10,"DP-EB",5,"Skew_50_0.5_10_DP-EB"
"637","Skew",50,0.9,1,"Gaussian",5,"Skew_50_0.9_1_Gaussian"
"638","Skew",50,0.9,1,"T",5,"Skew_50_0.9_1_T"
"639","Skew",50,0.9,1,"DP-diffuse",5,"Skew_50_0.9_1_DP-diffuse"
"640","Skew",50,0.9,1,"DP-EB",5,"Skew_50_0.9_1_DP-EB"
"641","Skew",50,0.9,5,"Gaussian",5,"Skew_50_0.9_5_Gaussian"
"642","Skew",50,0.9,5,"T",5,"Skew_50_0.9_5_T"
"643","Skew",50,0.9,5,"DP-diffuse",5,"Skew_50_0.9_5_DP-diffuse"
"644","Skew",50,0.9,5,"DP-EB",5,"Skew_50_0.9_5_DP-EB"
"645","Skew",50,0.9,10,"Gaussian",5,"Skew_50_0.9_10_Gaussian"
"646","Skew",50,0.9,10,"T",5,"Skew_50_0.9_10_T"
"647","Skew",50,0.9,10,"DP-diffuse",5,"Skew_50_0.9_10_DP-diffuse"
"648","Skew",50,0.9,10,"DP-EB",5,"Skew_50_0.9_10_DP-EB"
"649","Skew",100,0.1,1,"Gaussian",5,"Skew_100_0.1_1_Gaussian"
"650","Skew",100,0.1,1,"T",5,"Skew_100_0.1_1_T"
"651","Skew",100,0.1,1,"DP-diffuse",5,"Skew_100_0.1_1_DP-diffuse"
"652","Skew",100,0.1,1,"DP-EB",5,"Skew_100_0.1_1_DP-EB"
"653","Skew",100,0.1,5,"Gaussian",5,"Skew_100_0.1_5_Gaussian"
"654","Skew",100,0.1,5,"T",5,"Skew_100_0.1_5_T"
"655","Skew",100,0.1,5,"DP-diffuse",5,"Skew_100_0.1_5_DP-diffuse"
"656","Skew",100,0.1,5,"DP-EB",5,"Skew_100_0.1_5_DP-EB"
"657","Skew",100,0.1,10,"Gaussian",5,"Skew_100_0.1_10_Gaussian"
"658","Skew",100,0.1,10,"T",5,"Skew_100_0.1_10_T"
"659","Skew",100,0.1,10,"DP-diffuse",5,"Skew_100_0.1_10_DP-diffuse"
"660","Skew",100,0.1,10,"DP-EB",5,"Skew_100_0.1_10_DP-EB"
"661","Skew",100,0.5,1,"Gaussian",5,"Skew_100_0.5_1_Gaussian"
"662","Skew",100,0.5,1,"T",5,"Skew_100_0.5_1_T"
"663","Skew",100,0.5,1,"DP-diffuse",5,"Skew_100_0.5_1_DP-diffuse"
"664","Skew",100,0.5,1,"DP-EB",5,"Skew_100_0.5_1_DP-EB"
"665","Skew",100,0.5,5,"Gaussian",5,"Skew_100_0.5_5_Gaussian"
"666","Skew",100,0.5,5,"T",5,"Skew_100_0.5_5_T"
"667","Skew",100,0.5,5,"DP-diffuse",5,"Skew_100_0.5_5_DP-diffuse"
"668","Skew",100,0.5,5,"DP-EB",5,"Skew_100_0.5_5_DP-EB"
"669","Skew",100,0.5,10,"Gaussian",5,"Skew_100_0.5_10_Gaussian"
"670","Skew",100,0.5,10,"T",5,"Skew_100_0.5_10_T"
"671","Skew",100,0.5,10,"DP-diffuse",5,"Skew_100_0.5_10_DP-diffuse"
"672","Skew",100,0.5,10,"DP-EB",5,"Skew_100_0.5_10_DP-EB"
"673","Skew",100,0.9,1,"Gaussian",5,"Skew_100_0.9_1_Gaussian"
"674","Skew",100,0.9,1,"T",5,"Skew_100_0.9_1_T"
"675","Skew",100,0.9,1,"DP-diffuse",5,"Skew_100_0.9_1_DP-diffuse"
"676","Skew",100,0.9,1,"DP-EB",5,"Skew_100_0.9_1_DP-EB"
"677","Skew",100,0.9,5,"Gaussian",5,"Skew_100_0.9_5_Gaussian"
"678","Skew",100,0.9,5,"T",5,"Skew_100_0.9_5_T"
"679","Skew",100,0.9,5,"DP-diffuse",5,"Skew_100_0.9_5_DP-diffuse"
"680","Skew",100,0.9,5,"DP-EB",5,"Skew_100_0.9_5_DP-EB"
"681","Skew",100,0.9,10,"Gaussian",5,"Skew_100_0.9_10_Gaussian"
"682","Skew",100,0.9,10,"T",5,"Skew_100_0.9_10_T"
"683","Skew",100,0.9,10,"DP-diffuse",5,"Skew_100_0.9_10_DP-diffuse"
"684","Skew",100,0.9,10,"DP-EB",5,"Skew_100_0.9_10_DP-EB"
"685","Skew",200,0.1,1,"Gaussian",5,"Skew_200_0.1_1_Gaussian"
"686","Skew",200,0.1,1,"T",5,"Skew_200_0.1_1_T"
"687","Skew",200,0.1,1,"DP-diffuse",5,"Skew_200_0.1_1_DP-diffuse"
"688","Skew",200,0.1,1,"DP-EB",5,"Skew_200_0.1_1_DP-EB"
"689","Skew",200,0.1,5,"Gaussian",5,"Skew_200_0.1_5_Gaussian"
"690","Skew",200,0.1,5,"T",5,"Skew_200_0.1_5_T"
"691","Skew",200,0.1,5,"DP-diffuse",5,"Skew_200_0.1_5_DP-diffuse"
"692","Skew",200,0.1,5,"DP-EB",5,"Skew_200_0.1_5_DP-EB"
"693","Skew",200,0.1,10,"Gaussian",5,"Skew_200_0.1_10_Gaussian"
"694","Skew",200,0.1,10,"T",5,"Skew_200_0.1_10_T"
"695","Skew",200,0.1,10,"DP-diffuse",5,"Skew_200_0.1_10_DP-diffuse"
"696","Skew",200,0.1,10,"DP-EB",5,"Skew_200_0.1_10_DP-EB"
"697","Skew",200,0.5,1,"Gaussian",5,"Skew_200_0.5_1_Gaussian"
"698","Skew",200,0.5,1,"T",5,"Skew_200_0.5_1_T"
"699","Skew",200,0.5,1,"DP-diffuse",5,"Skew_200_0.5_1_DP-diffuse"
"700","Skew",200,0.5,1,"DP-EB",5,"Skew_200_0.5_1_DP-EB"
"701","Skew",200,0.5,5,"Gaussian",5,"Skew_200_0.5_5_Gaussian"
"702","Skew",200,0.5,5,"T",5,"Skew_200_0.5_5_T"
"703","Skew",200,0.5,5,"DP-diffuse",5,"Skew_200_0.5_5_DP-diffuse"
"704","Skew",200,0.5,5,"DP-EB",5,"Skew_200_0.5_5_DP-EB"
"705","Skew",200,0.5,10,"Gaussian",5,"Skew_200_0.5_10_Gaussian"
"706","Skew",200,0.5,10,"T",5,"Skew_200_0.5_10_T"
"707","Skew",200,0.5,10,"DP-diffuse",5,"Skew_200_0.5_10_DP-diffuse"
"708","Skew",200,0.5,10,"DP-EB",5,"Skew_200_0.5_10_DP-EB"
"709","Skew",200,0.9,1,"Gaussian",5,"Skew_200_0.9_1_Gaussian"
"710","Skew",200,0.9,1,"T",5,"Skew_200_0.9_1_T"
"711","Skew",200,0.9,1,"DP-diffuse",5,"Skew_200_0.9_1_DP-diffuse"
"712","Skew",200,0.9,1,"DP-EB",5,"Skew_200_0.9_1_DP-EB"
"713","Skew",200,0.9,5,"Gaussian",5,"Skew_200_0.9_5_Gaussian"
"714","Skew",200,0.9,5,"T",5,"Skew_200_0.9_5_T"
"715","Skew",200,0.9,5,"DP-diffuse",5,"Skew_200_0.9_5_DP-diffuse"
"716","Skew",200,0.9,5,"DP-EB",5,"Skew_200_0.9_5_DP-EB"
"717","Skew",200,0.9,10,"Gaussian",5,"Skew_200_0.9_10_Gaussian"
"718","Skew",200,0.9,10,"T",5,"Skew_200_0.9_10_T"
"719","Skew",200,0.9,10,"DP-diffuse",5,"Skew_200_0.9_10_DP-diffuse"
"720","Skew",200,0.9,10,"DP-EB",5,"Skew_200_0.9_10_DP-EB"
"721","Mixed",25,0.1,1,"Gaussian",5,"Mixed_25_0.1_1_Gaussian"
"722","Mixed",25,0.1,1,"T",5,"Mixed_25_0.1_1_T"
"723","Mixed",25,0.1,1,"DP-diffuse",5,"Mixed_25_0.1_1_DP-diffuse"
"724","Mixed",25,0.1,1,"DP-EB",5,"Mixed_25_0.1_1_DP-EB"
"725","Mixed",25,0.1,5,"Gaussian",5,"Mixed_25_0.1_5_Gaussian"
"726","Mixed",25,0.1,5,"T",5,"Mixed_25_0.1_5_T"
"727","Mixed",25,0.1,5,"DP-diffuse",5,"Mixed_25_0.1_5_DP-diffuse"
"728","Mixed",25,0.1,5,"DP-EB",5,"Mixed_25_0.1_5_DP-EB"
"729","Mixed",25,0.1,10,"Gaussian",5,"Mixed_25_0.1_10_Gaussian"
"730","Mixed",25,0.1,10,"T",5,"Mixed_25_0.1_10_T"
"731","Mixed",25,0.1,10,"DP-diffuse",5,"Mixed_25_0.1_10_DP-diffuse"
"732","Mixed",25,0.1,10,"DP-EB",5,"Mixed_25_0.1_10_DP-EB"
"733","Mixed",25,0.5,1,"Gaussian",5,"Mixed_25_0.5_1_Gaussian"
"734","Mixed",25,0.5,1,"T",5,"Mixed_25_0.5_1_T"
"735","Mixed",25,0.5,1,"DP-diffuse",5,"Mixed_25_0.5_1_DP-diffuse"
"736","Mixed",25,0.5,1,"DP-EB",5,"Mixed_25_0.5_1_DP-EB"
"737","Mixed",25,0.5,5,"Gaussian",5,"Mixed_25_0.5_5_Gaussian"
"738","Mixed",25,0.5,5,"T",5,"Mixed_25_0.5_5_T"
"739","Mixed",25,0.5,5,"DP-diffuse",5,"Mixed_25_0.5_5_DP-diffuse"
"740","Mixed",25,0.5,5,"DP-EB",5,"Mixed_25_0.5_5_DP-EB"
"741","Mixed",25,0.5,10,"Gaussian",5,"Mixed_25_0.5_10_Gaussian"
"742","Mixed",25,0.5,10,"T",5,"Mixed_25_0.5_10_T"
"743","Mixed",25,0.5,10,"DP-diffuse",5,"Mixed_25_0.5_10_DP-diffuse"
"744","Mixed",25,0.5,10,"DP-EB",5,"Mixed_25_0.5_10_DP-EB"
"745","Mixed",25,0.9,1,"Gaussian",5,"Mixed_25_0.9_1_Gaussian"
"746","Mixed",25,0.9,1,"T",5,"Mixed_25_0.9_1_T"
"747","Mixed",25,0.9,1,"DP-diffuse",5,"Mixed_25_0.9_1_DP-diffuse"
"748","Mixed",25,0.9,1,"DP-EB",5,"Mixed_25_0.9_1_DP-EB"
"749","Mixed",25,0.9,5,"Gaussian",5,"Mixed_25_0.9_5_Gaussian"
"750","Mixed",25,0.9,5,"T",5,"Mixed_25_0.9_5_T"
"751","Mixed",25,0.9,5,"DP-diffuse",5,"Mixed_25_0.9_5_DP-diffuse"
"752","Mixed",25,0.9,5,"DP-EB",5,"Mixed_25_0.9_5_DP-EB"
"753","Mixed",25,0.9,10,"Gaussian",5,"Mixed_25_0.9_10_Gaussian"
"754","Mixed",25,0.9,10,"T",5,"Mixed_25_0.9_10_T"
"755","Mixed",25,0.9,10,"DP-diffuse",5,"Mixed_25_0.9_10_DP-diffuse"
"756","Mixed",25,0.9,10,"DP-EB",5,"Mixed_25_0.9_10_DP-EB"
"757","Mixed",50,0.1,1,"Gaussian",5,"Mixed_50_0.1_1_Gaussian"
"758","Mixed",50,0.1,1,"T",5,"Mixed_50_0.1_1_T"
"759","Mixed",50,0.1,1,"DP-diffuse",5,"Mixed_50_0.1_1_DP-diffuse"
"760","Mixed",50,0.1,1,"DP-EB",5,"Mixed_50_0.1_1_DP-EB"
"761","Mixed",50,0.1,5,"Gaussian",5,"Mixed_50_0.1_5_Gaussian"
"762","Mixed",50,0.1,5,"T",5,"Mixed_50_0.1_5_T"
"763","Mixed",50,0.1,5,"DP-diffuse",5,"Mixed_50_0.1_5_DP-diffuse"
"764","Mixed",50,0.1,5,"DP-EB",5,"Mixed_50_0.1_5_DP-EB"
"765","Mixed",50,0.1,10,"Gaussian",5,"Mixed_50_0.1_10_Gaussian"
"766","Mixed",50,0.1,10,"T",5,"Mixed_50_0.1_10_T"
"767","Mixed",50,0.1,10,"DP-diffuse",5,"Mixed_50_0.1_10_DP-diffuse"
"768","Mixed",50,0.1,10,"DP-EB",5,"Mixed_50_0.1_10_DP-EB"
"769","Mixed",50,0.5,1,"Gaussian",5,"Mixed_50_0.5_1_Gaussian"
"770","Mixed",50,0.5,1,"T",5,"Mixed_50_0.5_1_T"
"771","Mixed",50,0.5,1,"DP-diffuse",5,"Mixed_50_0.5_1_DP-diffuse"
"772","Mixed",50,0.5,1,"DP-EB",5,"Mixed_50_0.5_1_DP-EB"
"773","Mixed",50,0.5,5,"Gaussian",5,"Mixed_50_0.5_5_Gaussian"
"774","Mixed",50,0.5,5,"T",5,"Mixed_50_0.5_5_T"
"775","Mixed",50,0.5,5,"DP-diffuse",5,"Mixed_50_0.5_5_DP-diffuse"
"776","Mixed",50,0.5,5,"DP-EB",5,"Mixed_50_0.5_5_DP-EB"
"777","Mixed",50,0.5,10,"Gaussian",5,"Mixed_50_0.5_10_Gaussian"
"778","Mixed",50,0.5,10,"T",5,"Mixed_50_0.5_10_T"
"779","Mixed",50,0.5,10,"DP-diffuse",5,"Mixed_50_0.5_10_DP-diffuse"
"780","Mixed",50,0.5,10,"DP-EB",5,"Mixed_50_0.5_10_DP-EB"
"781","Mixed",50,0.9,1,"Gaussian",5,"Mixed_50_0.9_1_Gaussian"
"782","Mixed",50,0.9,1,"T",5,"Mixed_50_0.9_1_T"
"783","Mixed",50,0.9,1,"DP-diffuse",5,"Mixed_50_0.9_1_DP-diffuse"
"784","Mixed",50,0.9,1,"DP-EB",5,"Mixed_50_0.9_1_DP-EB"
"785","Mixed",50,0.9,5,"Gaussian",5,"Mixed_50_0.9_5_Gaussian"
"786","Mixed",50,0.9,5,"T",5,"Mixed_50_0.9_5_T"
"787","Mixed",50,0.9,5,"DP-diffuse",5,"Mixed_50_0.9_5_DP-diffuse"
"788","Mixed",50,0.9,5,"DP-EB",5,"Mixed_50_0.9_5_DP-EB"
"789","Mixed",50,0.9,10,"Gaussian",5,"Mixed_50_0.9_10_Gaussian"
"790","Mixed",50,0.9,10,"T",5,"Mixed_50_0.9_10_T"
"791","Mixed",50,0.9,10,"DP-diffuse",5,"Mixed_50_0.9_10_DP-diffuse"
"792","Mixed",50,0.9,10,"DP-EB",5,"Mixed_50_0.9_10_DP-EB"
"793","Mixed",100,0.1,1,"Gaussian",5,"Mixed_100_0.1_1_Gaussian"
"794","Mixed",100,0.1,1,"T",5,"Mixed_100_0.1_1_T"
"795","Mixed",100,0.1,1,"DP-diffuse",5,"Mixed_100_0.1_1_DP-diffuse"
"796","Mixed",100,0.1,1,"DP-EB",5,"Mixed_100_0.1_1_DP-EB"
"797","Mixed",100,0.1,5,"Gaussian",5,"Mixed_100_0.1_5_Gaussian"
"798","Mixed",100,0.1,5,"T",5,"Mixed_100_0.1_5_T"
"799","Mixed",100,0.1,5,"DP-diffuse",5,"Mixed_100_0.1_5_DP-diffuse"
"800","Mixed",100,0.1,5,"DP-EB",5,"Mixed_100_0.1_5_DP-EB"
"801","Mixed",100,0.1,10,"Gaussian",5,"Mixed_100_0.1_10_Gaussian"
"802","Mixed",100,0.1,10,"T",5,"Mixed_100_0.1_10_T"
"803","Mixed",100,0.1,10,"DP-diffuse",5,"Mixed_100_0.1_10_DP-diffuse"
"804","Mixed",100,0.1,10,"DP-EB",5,"Mixed_100_0.1_10_DP-EB"
"805","Mixed",100,0.5,1,"Gaussian",5,"Mixed_100_0.5_1_Gaussian"
"806","Mixed",100,0.5,1,"T",5,"Mixed_100_0.5_1_T"
"807","Mixed",100,0.5,1,"DP-diffuse",5,"Mixed_100_0.5_1_DP-diffuse"
"808","Mixed",100,0.5,1,"DP-EB",5,"Mixed_100_0.5_1_DP-EB"
"809","Mixed",100,0.5,5,"Gaussian",5,"Mixed_100_0.5_5_Gaussian"
"810","Mixed",100,0.5,5,"T",5,"Mixed_100_0.5_5_T"
"811","Mixed",100,0.5,5,"DP-diffuse",5,"Mixed_100_0.5_5_DP-diffuse"
"812","Mixed",100,0.5,5,"DP-EB",5,"Mixed_100_0.5_5_DP-EB"
"813","Mixed",100,0.5,10,"Gaussian",5,"Mixed_100_0.5_10_Gaussian"
"814","Mixed",100,0.5,10,"T",5,"Mixed_100_0.5_10_T"
"815","Mixed",100,0.5,10,"DP-diffuse",5,"Mixed_100_0.5_10_DP-diffuse"
"816","Mixed",100,0.5,10,"DP-EB",5,"Mixed_100_0.5_10_DP-EB"
"817","Mixed",100,0.9,1,"Gaussian",5,"Mixed_100_0.9_1_Gaussian"
"818","Mixed",100,0.9,1,"T",5,"Mixed_100_0.9_1_T"
"819","Mixed",100,0.9,1,"DP-diffuse",5,"Mixed_100_0.9_1_DP-diffuse"
"820","Mixed",100,0.9,1,"DP-EB",5,"Mixed_100_0.9_1_DP-EB"
"821","Mixed",100,0.9,5,"Gaussian",5,"Mixed_100_0.9_5_Gaussian"
"822","Mixed",100,0.9,5,"T",5,"Mixed_100_0.9_5_T"
"823","Mixed",100,0.9,5,"DP-diffuse",5,"Mixed_100_0.9_5_DP-diffuse"
"824","Mixed",100,0.9,5,"DP-EB",5,"Mixed_100_0.9_5_DP-EB"
"825","Mixed",100,0.9,10,"Gaussian",5,"Mixed_100_0.9_10_Gaussian"
"826","Mixed",100,0.9,10,"T",5,"Mixed_100_0.9_10_T"
"827","Mixed",100,0.9,10,"DP-diffuse",5,"Mixed_100_0.9_10_DP-diffuse"
"828","Mixed",100,0.9,10,"DP-EB",5,"Mixed_100_0.9_10_DP-EB"
"829","Mixed",200,0.1,1,"Gaussian",5,"Mixed_200_0.1_1_Gaussian"
"830","Mixed",200,0.1,1,"T",5,"Mixed_200_0.1_1_T"
"831","Mixed",200,0.1,1,"DP-diffuse",5,"Mixed_200_0.1_1_DP-diffuse"
"832","Mixed",200,0.1,1,"DP-EB",5,"Mixed_200_0.1_1_DP-EB"
"833","Mixed",200,0.1,5,"Gaussian",5,"Mixed_200_0.1_5_Gaussian"
"834","Mixed",200,0.1,5,"T",5,"Mixed_200_0.1_5_T"
"835","Mixed",200,0.1,5,"DP-diffuse",5,"Mixed_200_0.1_5_DP-diffuse"
"836","Mixed",200,0.1,5,"DP-EB",5,"Mixed_200_0.1_5_DP-EB"
"837","Mixed",200,0.1,10,"Gaussian",5,"Mixed_200_0.1_10_Gaussian"
"838","Mixed",200,0.1,10,"T",5,"Mixed_200_0.1_10_T"
"839","Mixed",200,0.1,10,"DP-diffuse",5,"Mixed_200_0.1_10_DP-diffuse"
"840","Mixed",200,0.1,10,"DP-EB",5,"Mixed_200_0.1_10_DP-EB"
"841","Mixed",200,0.5,1,"Gaussian",5,"Mixed_200_0.5_1_Gaussian"
"842","Mixed",200,0.5,1,"T",5,"Mixed_200_0.5_1_T"
"843","Mixed",200,0.5,1,"DP-diffuse",5,"Mixed_200_0.5_1_DP-diffuse"
"844","Mixed",200,0.5,1,"DP-EB",5,"Mixed_200_0.5_1_DP-EB"
"845","Mixed",200,0.5,5,"Gaussian",5,"Mixed_200_0.5_5_Gaussian"
"846","Mixed",200,0.5,5,"T",5,"Mixed_200_0.5_5_T"
"847","Mixed",200,0.5,5,"DP-diffuse",5,"Mixed_200_0.5_5_DP-diffuse"
"848","Mixed",200,0.5,5,"DP-EB",5,"Mixed_200_0.5_5_DP-EB"
"849","Mixed",200,0.5,10,"Gaussian",5,"Mixed_200_0.5_10_Gaussian"
"850","Mixed",200,0.5,10,"T",5,"Mixed_200_0.5_10_T"
"851","Mixed",200,0.5,10,"DP-diffuse",5,"Mixed_200_0.5_10_DP-diffuse"
"852","Mixed",200,0.5,10,"DP-EB",5,"Mixed_200_0.5_10_DP-EB"
"853","Mixed",200,0.9,1,"Gaussian",5,"Mixed_200_0.9_1_Gaussian"
"854","Mixed",200,0.9,1,"T",5,"Mixed_200_0.9_1_T"
"855","Mixed",200,0.9,1,"DP-diffuse",5,"Mixed_200_0.9_1_DP-diffuse"
"856","Mixed",200,0.9,1,"DP-EB",5,"Mixed_200_0.9_1_DP-EB"
"857","Mixed",200,0.9,5,"Gaussian",5,"Mixed_200_0.9_5_Gaussian"
"858","Mixed",200,0.9,5,"T",5,"Mixed_200_0.9_5_T"
"859","Mixed",200,0.9,5,"DP-diffuse",5,"Mixed_200_0.9_5_DP-diffuse"
"860","Mixed",200,0.9,5,"DP-EB",5,"Mixed_200_0.9_5_DP-EB"
"861","Mixed",200,0.9,10,"Gaussian",5,"Mixed_200_0.9_10_Gaussian"
"862","Mixed",200,0.9,10,"T",5,"Mixed_200_0.9_10_T"
"863","Mixed",200,0.9,10,"DP-diffuse",5,"Mixed_200_0.9_10_DP-diffuse"
"864","Mixed",200,0.9,10,"DP-EB",5,"Mixed_200_0.9_10_DP-EB"
