"","truth","N","ICC","rsr","assumed","df","fname","dg_name"
"498","Bimodal",50,0.9,5,"T",5,"Bimodal_50_0.9_5_T","Bimodal_50_0.9_5"
"499","Bimodal",50,0.9,5,"DP-diffuse",5,"Bimodal_50_0.9_5_DP-diffuse","Bimodal_50_0.9_5"
"500","Bimodal",50,0.9,5,"DP-EB",5,"Bimodal_50_0.9_5_DP-EB","Bimodal_50_0.9_5"
"501","Bimodal",50,0.9,10,"Gaussian",5,"Bimodal_50_0.9_10_Gaussian","Bimodal_50_0.9_10"
"502","Bimodal",50,0.9,10,"T",5,"Bimodal_50_0.9_10_T","Bimodal_50_0.9_10"
"503","Bimodal",50,0.9,10,"DP-diffuse",5,"Bimodal_50_0.9_10_DP-diffuse","Bimodal_50_0.9_10"
"504","Bimodal",50,0.9,10,"DP-EB",5,"Bimodal_50_0.9_10_DP-EB","Bimodal_50_0.9_10"
"505","Bimodal",100,0.1,1,"Gaussian",5,"Bimodal_100_0.1_1_Gaussian","Bimodal_100_0.1_1"
"506","Bimodal",100,0.1,1,"T",5,"Bimodal_100_0.1_1_T","Bimodal_100_0.1_1"
"507","Bimodal",100,0.1,1,"DP-diffuse",5,"Bimodal_100_0.1_1_DP-diffuse","Bimodal_100_0.1_1"
"508","Bimodal",100,0.1,1,"DP-EB",5,"Bimodal_100_0.1_1_DP-EB","Bimodal_100_0.1_1"
"509","Bimodal",100,0.1,5,"Gaussian",5,"Bimodal_100_0.1_5_Gaussian","Bimodal_100_0.1_5"
"510","Bimodal",100,0.1,5,"T",5,"Bimodal_100_0.1_5_T","Bimodal_100_0.1_5"
"511","Bimodal",100,0.1,5,"DP-diffuse",5,"Bimodal_100_0.1_5_DP-diffuse","Bimodal_100_0.1_5"
"512","Bimodal",100,0.1,5,"DP-EB",5,"Bimodal_100_0.1_5_DP-EB","Bimodal_100_0.1_5"
"513","Bimodal",100,0.1,10,"Gaussian",5,"Bimodal_100_0.1_10_Gaussian","Bimodal_100_0.1_10"
"514","Bimodal",100,0.1,10,"T",5,"Bimodal_100_0.1_10_T","Bimodal_100_0.1_10"
"515","Bimodal",100,0.1,10,"DP-diffuse",5,"Bimodal_100_0.1_10_DP-diffuse","Bimodal_100_0.1_10"
"516","Bimodal",100,0.1,10,"DP-EB",5,"Bimodal_100_0.1_10_DP-EB","Bimodal_100_0.1_10"
"517","Bimodal",100,0.5,1,"Gaussian",5,"Bimodal_100_0.5_1_Gaussian","Bimodal_100_0.5_1"
"518","Bimodal",100,0.5,1,"T",5,"Bimodal_100_0.5_1_T","Bimodal_100_0.5_1"
"519","Bimodal",100,0.5,1,"DP-diffuse",5,"Bimodal_100_0.5_1_DP-diffuse","Bimodal_100_0.5_1"
"520","Bimodal",100,0.5,1,"DP-EB",5,"Bimodal_100_0.5_1_DP-EB","Bimodal_100_0.5_1"
"521","Bimodal",100,0.5,5,"Gaussian",5,"Bimodal_100_0.5_5_Gaussian","Bimodal_100_0.5_5"
"522","Bimodal",100,0.5,5,"T",5,"Bimodal_100_0.5_5_T","Bimodal_100_0.5_5"
"523","Bimodal",100,0.5,5,"DP-diffuse",5,"Bimodal_100_0.5_5_DP-diffuse","Bimodal_100_0.5_5"
"524","Bimodal",100,0.5,5,"DP-EB",5,"Bimodal_100_0.5_5_DP-EB","Bimodal_100_0.5_5"
"525","Bimodal",100,0.5,10,"Gaussian",5,"Bimodal_100_0.5_10_Gaussian","Bimodal_100_0.5_10"
"526","Bimodal",100,0.5,10,"T",5,"Bimodal_100_0.5_10_T","Bimodal_100_0.5_10"
"527","Bimodal",100,0.5,10,"DP-diffuse",5,"Bimodal_100_0.5_10_DP-diffuse","Bimodal_100_0.5_10"
"528","Bimodal",100,0.5,10,"DP-EB",5,"Bimodal_100_0.5_10_DP-EB","Bimodal_100_0.5_10"
"529","Bimodal",100,0.9,1,"Gaussian",5,"Bimodal_100_0.9_1_Gaussian","Bimodal_100_0.9_1"
"530","Bimodal",100,0.9,1,"T",5,"Bimodal_100_0.9_1_T","Bimodal_100_0.9_1"
"531","Bimodal",100,0.9,1,"DP-diffuse",5,"Bimodal_100_0.9_1_DP-diffuse","Bimodal_100_0.9_1"
"532","Bimodal",100,0.9,1,"DP-EB",5,"Bimodal_100_0.9_1_DP-EB","Bimodal_100_0.9_1"
"533","Bimodal",100,0.9,5,"Gaussian",5,"Bimodal_100_0.9_5_Gaussian","Bimodal_100_0.9_5"
"534","Bimodal",100,0.9,5,"T",5,"Bimodal_100_0.9_5_T","Bimodal_100_0.9_5"
"535","Bimodal",100,0.9,5,"DP-diffuse",5,"Bimodal_100_0.9_5_DP-diffuse","Bimodal_100_0.9_5"
"536","Bimodal",100,0.9,5,"DP-EB",5,"Bimodal_100_0.9_5_DP-EB","Bimodal_100_0.9_5"
"537","Bimodal",100,0.9,10,"Gaussian",5,"Bimodal_100_0.9_10_Gaussian","Bimodal_100_0.9_10"
"538","Bimodal",100,0.9,10,"T",5,"Bimodal_100_0.9_10_T","Bimodal_100_0.9_10"
"539","Bimodal",100,0.9,10,"DP-diffuse",5,"Bimodal_100_0.9_10_DP-diffuse","Bimodal_100_0.9_10"
"540","Bimodal",100,0.9,10,"DP-EB",5,"Bimodal_100_0.9_10_DP-EB","Bimodal_100_0.9_10"
"541","Bimodal",200,0.1,1,"Gaussian",5,"Bimodal_200_0.1_1_Gaussian","Bimodal_200_0.1_1"
"542","Bimodal",200,0.1,1,"T",5,"Bimodal_200_0.1_1_T","Bimodal_200_0.1_1"
"543","Bimodal",200,0.1,1,"DP-diffuse",5,"Bimodal_200_0.1_1_DP-diffuse","Bimodal_200_0.1_1"
"544","Bimodal",200,0.1,1,"DP-EB",5,"Bimodal_200_0.1_1_DP-EB","Bimodal_200_0.1_1"
"545","Bimodal",200,0.1,5,"Gaussian",5,"Bimodal_200_0.1_5_Gaussian","Bimodal_200_0.1_5"
"546","Bimodal",200,0.1,5,"T",5,"Bimodal_200_0.1_5_T","Bimodal_200_0.1_5"
"547","Bimodal",200,0.1,5,"DP-diffuse",5,"Bimodal_200_0.1_5_DP-diffuse","Bimodal_200_0.1_5"
"548","Bimodal",200,0.1,5,"DP-EB",5,"Bimodal_200_0.1_5_DP-EB","Bimodal_200_0.1_5"
"549","Bimodal",200,0.1,10,"Gaussian",5,"Bimodal_200_0.1_10_Gaussian","Bimodal_200_0.1_10"
"550","Bimodal",200,0.1,10,"T",5,"Bimodal_200_0.1_10_T","Bimodal_200_0.1_10"
"551","Bimodal",200,0.1,10,"DP-diffuse",5,"Bimodal_200_0.1_10_DP-diffuse","Bimodal_200_0.1_10"
"552","Bimodal",200,0.1,10,"DP-EB",5,"Bimodal_200_0.1_10_DP-EB","Bimodal_200_0.1_10"
"553","Bimodal",200,0.5,1,"Gaussian",5,"Bimodal_200_0.5_1_Gaussian","Bimodal_200_0.5_1"
"554","Bimodal",200,0.5,1,"T",5,"Bimodal_200_0.5_1_T","Bimodal_200_0.5_1"
"555","Bimodal",200,0.5,1,"DP-diffuse",5,"Bimodal_200_0.5_1_DP-diffuse","Bimodal_200_0.5_1"
"556","Bimodal",200,0.5,1,"DP-EB",5,"Bimodal_200_0.5_1_DP-EB","Bimodal_200_0.5_1"
"557","Bimodal",200,0.5,5,"Gaussian",5,"Bimodal_200_0.5_5_Gaussian","Bimodal_200_0.5_5"
"558","Bimodal",200,0.5,5,"T",5,"Bimodal_200_0.5_5_T","Bimodal_200_0.5_5"
"559","Bimodal",200,0.5,5,"DP-diffuse",5,"Bimodal_200_0.5_5_DP-diffuse","Bimodal_200_0.5_5"
"560","Bimodal",200,0.5,5,"DP-EB",5,"Bimodal_200_0.5_5_DP-EB","Bimodal_200_0.5_5"
"561","Bimodal",200,0.5,10,"Gaussian",5,"Bimodal_200_0.5_10_Gaussian","Bimodal_200_0.5_10"
"562","Bimodal",200,0.5,10,"T",5,"Bimodal_200_0.5_10_T","Bimodal_200_0.5_10"
"563","Bimodal",200,0.5,10,"DP-diffuse",5,"Bimodal_200_0.5_10_DP-diffuse","Bimodal_200_0.5_10"
"564","Bimodal",200,0.5,10,"DP-EB",5,"Bimodal_200_0.5_10_DP-EB","Bimodal_200_0.5_10"
"565","Bimodal",200,0.9,1,"Gaussian",5,"Bimodal_200_0.9_1_Gaussian","Bimodal_200_0.9_1"
"566","Bimodal",200,0.9,1,"T",5,"Bimodal_200_0.9_1_T","Bimodal_200_0.9_1"
"567","Bimodal",200,0.9,1,"DP-diffuse",5,"Bimodal_200_0.9_1_DP-diffuse","Bimodal_200_0.9_1"
"568","Bimodal",200,0.9,1,"DP-EB",5,"Bimodal_200_0.9_1_DP-EB","Bimodal_200_0.9_1"
"569","Bimodal",200,0.9,5,"Gaussian",5,"Bimodal_200_0.9_5_Gaussian","Bimodal_200_0.9_5"
"570","Bimodal",200,0.9,5,"T",5,"Bimodal_200_0.9_5_T","Bimodal_200_0.9_5"
"571","Bimodal",200,0.9,5,"DP-diffuse",5,"Bimodal_200_0.9_5_DP-diffuse","Bimodal_200_0.9_5"
"572","Bimodal",200,0.9,5,"DP-EB",5,"Bimodal_200_0.9_5_DP-EB","Bimodal_200_0.9_5"
"573","Bimodal",200,0.9,10,"Gaussian",5,"Bimodal_200_0.9_10_Gaussian","Bimodal_200_0.9_10"
"574","Bimodal",200,0.9,10,"T",5,"Bimodal_200_0.9_10_T","Bimodal_200_0.9_10"
"575","Bimodal",200,0.9,10,"DP-diffuse",5,"Bimodal_200_0.9_10_DP-diffuse","Bimodal_200_0.9_10"
"576","Bimodal",200,0.9,10,"DP-EB",5,"Bimodal_200_0.9_10_DP-EB","Bimodal_200_0.9_10"
"577","Skew",25,0.1,1,"Gaussian",5,"Skew_25_0.1_1_Gaussian","Skew_25_0.1_1"
"578","Skew",25,0.1,1,"T",5,"Skew_25_0.1_1_T","Skew_25_0.1_1"
"579","Skew",25,0.1,1,"DP-diffuse",5,"Skew_25_0.1_1_DP-diffuse","Skew_25_0.1_1"
"580","Skew",25,0.1,1,"DP-EB",5,"Skew_25_0.1_1_DP-EB","Skew_25_0.1_1"
"581","Skew",25,0.1,5,"Gaussian",5,"Skew_25_0.1_5_Gaussian","Skew_25_0.1_5"
"582","Skew",25,0.1,5,"T",5,"Skew_25_0.1_5_T","Skew_25_0.1_5"
"583","Skew",25,0.1,5,"DP-diffuse",5,"Skew_25_0.1_5_DP-diffuse","Skew_25_0.1_5"
"584","Skew",25,0.1,5,"DP-EB",5,"Skew_25_0.1_5_DP-EB","Skew_25_0.1_5"
"585","Skew",25,0.1,10,"Gaussian",5,"Skew_25_0.1_10_Gaussian","Skew_25_0.1_10"
"586","Skew",25,0.1,10,"T",5,"Skew_25_0.1_10_T","Skew_25_0.1_10"
"587","Skew",25,0.1,10,"DP-diffuse",5,"Skew_25_0.1_10_DP-diffuse","Skew_25_0.1_10"
"588","Skew",25,0.1,10,"DP-EB",5,"Skew_25_0.1_10_DP-EB","Skew_25_0.1_10"
"589","Skew",25,0.5,1,"Gaussian",5,"Skew_25_0.5_1_Gaussian","Skew_25_0.5_1"
"590","Skew",25,0.5,1,"T",5,"Skew_25_0.5_1_T","Skew_25_0.5_1"
"591","Skew",25,0.5,1,"DP-diffuse",5,"Skew_25_0.5_1_DP-diffuse","Skew_25_0.5_1"
"592","Skew",25,0.5,1,"DP-EB",5,"Skew_25_0.5_1_DP-EB","Skew_25_0.5_1"
"593","Skew",25,0.5,5,"Gaussian",5,"Skew_25_0.5_5_Gaussian","Skew_25_0.5_5"
"594","Skew",25,0.5,5,"T",5,"Skew_25_0.5_5_T","Skew_25_0.5_5"
"595","Skew",25,0.5,5,"DP-diffuse",5,"Skew_25_0.5_5_DP-diffuse","Skew_25_0.5_5"
"596","Skew",25,0.5,5,"DP-EB",5,"Skew_25_0.5_5_DP-EB","Skew_25_0.5_5"
"597","Skew",25,0.5,10,"Gaussian",5,"Skew_25_0.5_10_Gaussian","Skew_25_0.5_10"
"598","Skew",25,0.5,10,"T",5,"Skew_25_0.5_10_T","Skew_25_0.5_10"
"599","Skew",25,0.5,10,"DP-diffuse",5,"Skew_25_0.5_10_DP-diffuse","Skew_25_0.5_10"
"600","Skew",25,0.5,10,"DP-EB",5,"Skew_25_0.5_10_DP-EB","Skew_25_0.5_10"
"601","Skew",25,0.9,1,"Gaussian",5,"Skew_25_0.9_1_Gaussian","Skew_25_0.9_1"
"602","Skew",25,0.9,1,"T",5,"Skew_25_0.9_1_T","Skew_25_0.9_1"
"603","Skew",25,0.9,1,"DP-diffuse",5,"Skew_25_0.9_1_DP-diffuse","Skew_25_0.9_1"
"604","Skew",25,0.9,1,"DP-EB",5,"Skew_25_0.9_1_DP-EB","Skew_25_0.9_1"
"605","Skew",25,0.9,5,"Gaussian",5,"Skew_25_0.9_5_Gaussian","Skew_25_0.9_5"
"606","Skew",25,0.9,5,"T",5,"Skew_25_0.9_5_T","Skew_25_0.9_5"
"607","Skew",25,0.9,5,"DP-diffuse",5,"Skew_25_0.9_5_DP-diffuse","Skew_25_0.9_5"
"608","Skew",25,0.9,5,"DP-EB",5,"Skew_25_0.9_5_DP-EB","Skew_25_0.9_5"
"609","Skew",25,0.9,10,"Gaussian",5,"Skew_25_0.9_10_Gaussian","Skew_25_0.9_10"
"610","Skew",25,0.9,10,"T",5,"Skew_25_0.9_10_T","Skew_25_0.9_10"
"611","Skew",25,0.9,10,"DP-diffuse",5,"Skew_25_0.9_10_DP-diffuse","Skew_25_0.9_10"
"612","Skew",25,0.9,10,"DP-EB",5,"Skew_25_0.9_10_DP-EB","Skew_25_0.9_10"
"613","Skew",50,0.1,1,"Gaussian",5,"Skew_50_0.1_1_Gaussian","Skew_50_0.1_1"
"614","Skew",50,0.1,1,"T",5,"Skew_50_0.1_1_T","Skew_50_0.1_1"
"615","Skew",50,0.1,1,"DP-diffuse",5,"Skew_50_0.1_1_DP-diffuse","Skew_50_0.1_1"
"616","Skew",50,0.1,1,"DP-EB",5,"Skew_50_0.1_1_DP-EB","Skew_50_0.1_1"
"617","Skew",50,0.1,5,"Gaussian",5,"Skew_50_0.1_5_Gaussian","Skew_50_0.1_5"
"618","Skew",50,0.1,5,"T",5,"Skew_50_0.1_5_T","Skew_50_0.1_5"
"619","Skew",50,0.1,5,"DP-diffuse",5,"Skew_50_0.1_5_DP-diffuse","Skew_50_0.1_5"
"620","Skew",50,0.1,5,"DP-EB",5,"Skew_50_0.1_5_DP-EB","Skew_50_0.1_5"
"621","Skew",50,0.1,10,"Gaussian",5,"Skew_50_0.1_10_Gaussian","Skew_50_0.1_10"
"622","Skew",50,0.1,10,"T",5,"Skew_50_0.1_10_T","Skew_50_0.1_10"
"623","Skew",50,0.1,10,"DP-diffuse",5,"Skew_50_0.1_10_DP-diffuse","Skew_50_0.1_10"
"624","Skew",50,0.1,10,"DP-EB",5,"Skew_50_0.1_10_DP-EB","Skew_50_0.1_10"
"625","Skew",50,0.5,1,"Gaussian",5,"Skew_50_0.5_1_Gaussian","Skew_50_0.5_1"
"626","Skew",50,0.5,1,"T",5,"Skew_50_0.5_1_T","Skew_50_0.5_1"
"627","Skew",50,0.5,1,"DP-diffuse",5,"Skew_50_0.5_1_DP-diffuse","Skew_50_0.5_1"
"628","Skew",50,0.5,1,"DP-EB",5,"Skew_50_0.5_1_DP-EB","Skew_50_0.5_1"
"629","Skew",50,0.5,5,"Gaussian",5,"Skew_50_0.5_5_Gaussian","Skew_50_0.5_5"
"630","Skew",50,0.5,5,"T",5,"Skew_50_0.5_5_T","Skew_50_0.5_5"
"631","Skew",50,0.5,5,"DP-diffuse",5,"Skew_50_0.5_5_DP-diffuse","Skew_50_0.5_5"
"632","Skew",50,0.5,5,"DP-EB",5,"Skew_50_0.5_5_DP-EB","Skew_50_0.5_5"
"633","Skew",50,0.5,10,"Gaussian",5,"Skew_50_0.5_10_Gaussian","Skew_50_0.5_10"
"634","Skew",50,0.5,10,"T",5,"Skew_50_0.5_10_T","Skew_50_0.5_10"
"635","Skew",50,0.5,10,"DP-diffuse",5,"Skew_50_0.5_10_DP-diffuse","Skew_50_0.5_10"
"636","Skew",50,0.5,10,"DP-EB",5,"Skew_50_0.5_10_DP-EB","Skew_50_0.5_10"
"637","Skew",50,0.9,1,"Gaussian",5,"Skew_50_0.9_1_Gaussian","Skew_50_0.9_1"
"638","Skew",50,0.9,1,"T",5,"Skew_50_0.9_1_T","Skew_50_0.9_1"
"639","Skew",50,0.9,1,"DP-diffuse",5,"Skew_50_0.9_1_DP-diffuse","Skew_50_0.9_1"
"640","Skew",50,0.9,1,"DP-EB",5,"Skew_50_0.9_1_DP-EB","Skew_50_0.9_1"
"641","Skew",50,0.9,5,"Gaussian",5,"Skew_50_0.9_5_Gaussian","Skew_50_0.9_5"
"642","Skew",50,0.9,5,"T",5,"Skew_50_0.9_5_T","Skew_50_0.9_5"
"643","Skew",50,0.9,5,"DP-diffuse",5,"Skew_50_0.9_5_DP-diffuse","Skew_50_0.9_5"
"644","Skew",50,0.9,5,"DP-EB",5,"Skew_50_0.9_5_DP-EB","Skew_50_0.9_5"
"645","Skew",50,0.9,10,"Gaussian",5,"Skew_50_0.9_10_Gaussian","Skew_50_0.9_10"
"646","Skew",50,0.9,10,"T",5,"Skew_50_0.9_10_T","Skew_50_0.9_10"
"647","Skew",50,0.9,10,"DP-diffuse",5,"Skew_50_0.9_10_DP-diffuse","Skew_50_0.9_10"
"648","Skew",50,0.9,10,"DP-EB",5,"Skew_50_0.9_10_DP-EB","Skew_50_0.9_10"
"649","Skew",100,0.1,1,"Gaussian",5,"Skew_100_0.1_1_Gaussian","Skew_100_0.1_1"
"650","Skew",100,0.1,1,"T",5,"Skew_100_0.1_1_T","Skew_100_0.1_1"
"651","Skew",100,0.1,1,"DP-diffuse",5,"Skew_100_0.1_1_DP-diffuse","Skew_100_0.1_1"
"652","Skew",100,0.1,1,"DP-EB",5,"Skew_100_0.1_1_DP-EB","Skew_100_0.1_1"
"653","Skew",100,0.1,5,"Gaussian",5,"Skew_100_0.1_5_Gaussian","Skew_100_0.1_5"
"654","Skew",100,0.1,5,"T",5,"Skew_100_0.1_5_T","Skew_100_0.1_5"
"655","Skew",100,0.1,5,"DP-diffuse",5,"Skew_100_0.1_5_DP-diffuse","Skew_100_0.1_5"
"656","Skew",100,0.1,5,"DP-EB",5,"Skew_100_0.1_5_DP-EB","Skew_100_0.1_5"
"657","Skew",100,0.1,10,"Gaussian",5,"Skew_100_0.1_10_Gaussian","Skew_100_0.1_10"
"658","Skew",100,0.1,10,"T",5,"Skew_100_0.1_10_T","Skew_100_0.1_10"
"659","Skew",100,0.1,10,"DP-diffuse",5,"Skew_100_0.1_10_DP-diffuse","Skew_100_0.1_10"
"660","Skew",100,0.1,10,"DP-EB",5,"Skew_100_0.1_10_DP-EB","Skew_100_0.1_10"
"661","Skew",100,0.5,1,"Gaussian",5,"Skew_100_0.5_1_Gaussian","Skew_100_0.5_1"
"662","Skew",100,0.5,1,"T",5,"Skew_100_0.5_1_T","Skew_100_0.5_1"
"663","Skew",100,0.5,1,"DP-diffuse",5,"Skew_100_0.5_1_DP-diffuse","Skew_100_0.5_1"
"664","Skew",100,0.5,1,"DP-EB",5,"Skew_100_0.5_1_DP-EB","Skew_100_0.5_1"
"665","Skew",100,0.5,5,"Gaussian",5,"Skew_100_0.5_5_Gaussian","Skew_100_0.5_5"
"666","Skew",100,0.5,5,"T",5,"Skew_100_0.5_5_T","Skew_100_0.5_5"
"667","Skew",100,0.5,5,"DP-diffuse",5,"Skew_100_0.5_5_DP-diffuse","Skew_100_0.5_5"
"668","Skew",100,0.5,5,"DP-EB",5,"Skew_100_0.5_5_DP-EB","Skew_100_0.5_5"
"669","Skew",100,0.5,10,"Gaussian",5,"Skew_100_0.5_10_Gaussian","Skew_100_0.5_10"
"670","Skew",100,0.5,10,"T",5,"Skew_100_0.5_10_T","Skew_100_0.5_10"
"671","Skew",100,0.5,10,"DP-diffuse",5,"Skew_100_0.5_10_DP-diffuse","Skew_100_0.5_10"
"672","Skew",100,0.5,10,"DP-EB",5,"Skew_100_0.5_10_DP-EB","Skew_100_0.5_10"
"673","Skew",100,0.9,1,"Gaussian",5,"Skew_100_0.9_1_Gaussian","Skew_100_0.9_1"
"674","Skew",100,0.9,1,"T",5,"Skew_100_0.9_1_T","Skew_100_0.9_1"
"675","Skew",100,0.9,1,"DP-diffuse",5,"Skew_100_0.9_1_DP-diffuse","Skew_100_0.9_1"
"676","Skew",100,0.9,1,"DP-EB",5,"Skew_100_0.9_1_DP-EB","Skew_100_0.9_1"
"677","Skew",100,0.9,5,"Gaussian",5,"Skew_100_0.9_5_Gaussian","Skew_100_0.9_5"
"678","Skew",100,0.9,5,"T",5,"Skew_100_0.9_5_T","Skew_100_0.9_5"
"679","Skew",100,0.9,5,"DP-diffuse",5,"Skew_100_0.9_5_DP-diffuse","Skew_100_0.9_5"
"680","Skew",100,0.9,5,"DP-EB",5,"Skew_100_0.9_5_DP-EB","Skew_100_0.9_5"
"681","Skew",100,0.9,10,"Gaussian",5,"Skew_100_0.9_10_Gaussian","Skew_100_0.9_10"
"682","Skew",100,0.9,10,"T",5,"Skew_100_0.9_10_T","Skew_100_0.9_10"
"683","Skew",100,0.9,10,"DP-diffuse",5,"Skew_100_0.9_10_DP-diffuse","Skew_100_0.9_10"
"684","Skew",100,0.9,10,"DP-EB",5,"Skew_100_0.9_10_DP-EB","Skew_100_0.9_10"
"685","Skew",200,0.1,1,"Gaussian",5,"Skew_200_0.1_1_Gaussian","Skew_200_0.1_1"
"686","Skew",200,0.1,1,"T",5,"Skew_200_0.1_1_T","Skew_200_0.1_1"
"687","Skew",200,0.1,1,"DP-diffuse",5,"Skew_200_0.1_1_DP-diffuse","Skew_200_0.1_1"
"688","Skew",200,0.1,1,"DP-EB",5,"Skew_200_0.1_1_DP-EB","Skew_200_0.1_1"
"689","Skew",200,0.1,5,"Gaussian",5,"Skew_200_0.1_5_Gaussian","Skew_200_0.1_5"
"690","Skew",200,0.1,5,"T",5,"Skew_200_0.1_5_T","Skew_200_0.1_5"
"691","Skew",200,0.1,5,"DP-diffuse",5,"Skew_200_0.1_5_DP-diffuse","Skew_200_0.1_5"
"692","Skew",200,0.1,5,"DP-EB",5,"Skew_200_0.1_5_DP-EB","Skew_200_0.1_5"
"693","Skew",200,0.1,10,"Gaussian",5,"Skew_200_0.1_10_Gaussian","Skew_200_0.1_10"
"694","Skew",200,0.1,10,"T",5,"Skew_200_0.1_10_T","Skew_200_0.1_10"
"695","Skew",200,0.1,10,"DP-diffuse",5,"Skew_200_0.1_10_DP-diffuse","Skew_200_0.1_10"
"696","Skew",200,0.1,10,"DP-EB",5,"Skew_200_0.1_10_DP-EB","Skew_200_0.1_10"
"697","Skew",200,0.5,1,"Gaussian",5,"Skew_200_0.5_1_Gaussian","Skew_200_0.5_1"
"698","Skew",200,0.5,1,"T",5,"Skew_200_0.5_1_T","Skew_200_0.5_1"
"699","Skew",200,0.5,1,"DP-diffuse",5,"Skew_200_0.5_1_DP-diffuse","Skew_200_0.5_1"
"700","Skew",200,0.5,1,"DP-EB",5,"Skew_200_0.5_1_DP-EB","Skew_200_0.5_1"
"701","Skew",200,0.5,5,"Gaussian",5,"Skew_200_0.5_5_Gaussian","Skew_200_0.5_5"
"702","Skew",200,0.5,5,"T",5,"Skew_200_0.5_5_T","Skew_200_0.5_5"
"703","Skew",200,0.5,5,"DP-diffuse",5,"Skew_200_0.5_5_DP-diffuse","Skew_200_0.5_5"
"704","Skew",200,0.5,5,"DP-EB",5,"Skew_200_0.5_5_DP-EB","Skew_200_0.5_5"
"705","Skew",200,0.5,10,"Gaussian",5,"Skew_200_0.5_10_Gaussian","Skew_200_0.5_10"
"706","Skew",200,0.5,10,"T",5,"Skew_200_0.5_10_T","Skew_200_0.5_10"
"707","Skew",200,0.5,10,"DP-diffuse",5,"Skew_200_0.5_10_DP-diffuse","Skew_200_0.5_10"
"708","Skew",200,0.5,10,"DP-EB",5,"Skew_200_0.5_10_DP-EB","Skew_200_0.5_10"
"709","Skew",200,0.9,1,"Gaussian",5,"Skew_200_0.9_1_Gaussian","Skew_200_0.9_1"
"710","Skew",200,0.9,1,"T",5,"Skew_200_0.9_1_T","Skew_200_0.9_1"
"711","Skew",200,0.9,1,"DP-diffuse",5,"Skew_200_0.9_1_DP-diffuse","Skew_200_0.9_1"
"712","Skew",200,0.9,1,"DP-EB",5,"Skew_200_0.9_1_DP-EB","Skew_200_0.9_1"
"713","Skew",200,0.9,5,"Gaussian",5,"Skew_200_0.9_5_Gaussian","Skew_200_0.9_5"
"714","Skew",200,0.9,5,"T",5,"Skew_200_0.9_5_T","Skew_200_0.9_5"
"715","Skew",200,0.9,5,"DP-diffuse",5,"Skew_200_0.9_5_DP-diffuse","Skew_200_0.9_5"
"716","Skew",200,0.9,5,"DP-EB",5,"Skew_200_0.9_5_DP-EB","Skew_200_0.9_5"
"717","Skew",200,0.9,10,"Gaussian",5,"Skew_200_0.9_10_Gaussian","Skew_200_0.9_10"
"718","Skew",200,0.9,10,"T",5,"Skew_200_0.9_10_T","Skew_200_0.9_10"
"719","Skew",200,0.9,10,"DP-diffuse",5,"Skew_200_0.9_10_DP-diffuse","Skew_200_0.9_10"
"720","Skew",200,0.9,10,"DP-EB",5,"Skew_200_0.9_10_DP-EB","Skew_200_0.9_10"
"721","Mixed",25,0.1,1,"Gaussian",5,"Mixed_25_0.1_1_Gaussian","Mixed_25_0.1_1"
"722","Mixed",25,0.1,1,"T",5,"Mixed_25_0.1_1_T","Mixed_25_0.1_1"
"723","Mixed",25,0.1,1,"DP-diffuse",5,"Mixed_25_0.1_1_DP-diffuse","Mixed_25_0.1_1"
"724","Mixed",25,0.1,1,"DP-EB",5,"Mixed_25_0.1_1_DP-EB","Mixed_25_0.1_1"
"725","Mixed",25,0.1,5,"Gaussian",5,"Mixed_25_0.1_5_Gaussian","Mixed_25_0.1_5"
"726","Mixed",25,0.1,5,"T",5,"Mixed_25_0.1_5_T","Mixed_25_0.1_5"
"727","Mixed",25,0.1,5,"DP-diffuse",5,"Mixed_25_0.1_5_DP-diffuse","Mixed_25_0.1_5"
"728","Mixed",25,0.1,5,"DP-EB",5,"Mixed_25_0.1_5_DP-EB","Mixed_25_0.1_5"
"729","Mixed",25,0.1,10,"Gaussian",5,"Mixed_25_0.1_10_Gaussian","Mixed_25_0.1_10"
"730","Mixed",25,0.1,10,"T",5,"Mixed_25_0.1_10_T","Mixed_25_0.1_10"
"731","Mixed",25,0.1,10,"DP-diffuse",5,"Mixed_25_0.1_10_DP-diffuse","Mixed_25_0.1_10"
"732","Mixed",25,0.1,10,"DP-EB",5,"Mixed_25_0.1_10_DP-EB","Mixed_25_0.1_10"
"733","Mixed",25,0.5,1,"Gaussian",5,"Mixed_25_0.5_1_Gaussian","Mixed_25_0.5_1"
"734","Mixed",25,0.5,1,"T",5,"Mixed_25_0.5_1_T","Mixed_25_0.5_1"
"735","Mixed",25,0.5,1,"DP-diffuse",5,"Mixed_25_0.5_1_DP-diffuse","Mixed_25_0.5_1"
"736","Mixed",25,0.5,1,"DP-EB",5,"Mixed_25_0.5_1_DP-EB","Mixed_25_0.5_1"
"737","Mixed",25,0.5,5,"Gaussian",5,"Mixed_25_0.5_5_Gaussian","Mixed_25_0.5_5"
"738","Mixed",25,0.5,5,"T",5,"Mixed_25_0.5_5_T","Mixed_25_0.5_5"
"739","Mixed",25,0.5,5,"DP-diffuse",5,"Mixed_25_0.5_5_DP-diffuse","Mixed_25_0.5_5"
"740","Mixed",25,0.5,5,"DP-EB",5,"Mixed_25_0.5_5_DP-EB","Mixed_25_0.5_5"
"741","Mixed",25,0.5,10,"Gaussian",5,"Mixed_25_0.5_10_Gaussian","Mixed_25_0.5_10"
