"","truth","N","ICC","rsr","assumed","df","fname","dg_name"
"247","T",100,0.9,5,"DP-diffuse",5,"T_100_0.9_5_DP-diffuse","T_100_0.9_5"
"248","T",100,0.9,5,"DP-EB",5,"T_100_0.9_5_DP-EB","T_100_0.9_5"
"249","T",100,0.9,10,"Gaussian",5,"T_100_0.9_10_Gaussian","T_100_0.9_10"
"250","T",100,0.9,10,"T",5,"T_100_0.9_10_T","T_100_0.9_10"
"251","T",100,0.9,10,"DP-diffuse",5,"T_100_0.9_10_DP-diffuse","T_100_0.9_10"
"252","T",100,0.9,10,"DP-EB",5,"T_100_0.9_10_DP-EB","T_100_0.9_10"
"253","T",200,0.1,1,"Gaussian",5,"T_200_0.1_1_Gaussian","T_200_0.1_1"
"254","T",200,0.1,1,"T",5,"T_200_0.1_1_T","T_200_0.1_1"
"255","T",200,0.1,1,"DP-diffuse",5,"T_200_0.1_1_DP-diffuse","T_200_0.1_1"
"256","T",200,0.1,1,"DP-EB",5,"T_200_0.1_1_DP-EB","T_200_0.1_1"
"257","T",200,0.1,5,"Gaussian",5,"T_200_0.1_5_Gaussian","T_200_0.1_5"
"258","T",200,0.1,5,"T",5,"T_200_0.1_5_T","T_200_0.1_5"
"259","T",200,0.1,5,"DP-diffuse",5,"T_200_0.1_5_DP-diffuse","T_200_0.1_5"
"260","T",200,0.1,5,"DP-EB",5,"T_200_0.1_5_DP-EB","T_200_0.1_5"
"261","T",200,0.1,10,"Gaussian",5,"T_200_0.1_10_Gaussian","T_200_0.1_10"
"262","T",200,0.1,10,"T",5,"T_200_0.1_10_T","T_200_0.1_10"
"263","T",200,0.1,10,"DP-diffuse",5,"T_200_0.1_10_DP-diffuse","T_200_0.1_10"
"264","T",200,0.1,10,"DP-EB",5,"T_200_0.1_10_DP-EB","T_200_0.1_10"
"265","T",200,0.5,1,"Gaussian",5,"T_200_0.5_1_Gaussian","T_200_0.5_1"
"266","T",200,0.5,1,"T",5,"T_200_0.5_1_T","T_200_0.5_1"
"267","T",200,0.5,1,"DP-diffuse",5,"T_200_0.5_1_DP-diffuse","T_200_0.5_1"
"268","T",200,0.5,1,"DP-EB",5,"T_200_0.5_1_DP-EB","T_200_0.5_1"
"269","T",200,0.5,5,"Gaussian",5,"T_200_0.5_5_Gaussian","T_200_0.5_5"
"270","T",200,0.5,5,"T",5,"T_200_0.5_5_T","T_200_0.5_5"
"271","T",200,0.5,5,"DP-diffuse",5,"T_200_0.5_5_DP-diffuse","T_200_0.5_5"
"272","T",200,0.5,5,"DP-EB",5,"T_200_0.5_5_DP-EB","T_200_0.5_5"
"273","T",200,0.5,10,"Gaussian",5,"T_200_0.5_10_Gaussian","T_200_0.5_10"
"274","T",200,0.5,10,"T",5,"T_200_0.5_10_T","T_200_0.5_10"
"275","T",200,0.5,10,"DP-diffuse",5,"T_200_0.5_10_DP-diffuse","T_200_0.5_10"
"276","T",200,0.5,10,"DP-EB",5,"T_200_0.5_10_DP-EB","T_200_0.5_10"
"277","T",200,0.9,1,"Gaussian",5,"T_200_0.9_1_Gaussian","T_200_0.9_1"
"278","T",200,0.9,1,"T",5,"T_200_0.9_1_T","T_200_0.9_1"
"279","T",200,0.9,1,"DP-diffuse",5,"T_200_0.9_1_DP-diffuse","T_200_0.9_1"
"280","T",200,0.9,1,"DP-EB",5,"T_200_0.9_1_DP-EB","T_200_0.9_1"
"281","T",200,0.9,5,"Gaussian",5,"T_200_0.9_5_Gaussian","T_200_0.9_5"
"282","T",200,0.9,5,"T",5,"T_200_0.9_5_T","T_200_0.9_5"
"283","T",200,0.9,5,"DP-diffuse",5,"T_200_0.9_5_DP-diffuse","T_200_0.9_5"
"284","T",200,0.9,5,"DP-EB",5,"T_200_0.9_5_DP-EB","T_200_0.9_5"
"285","T",200,0.9,10,"Gaussian",5,"T_200_0.9_10_Gaussian","T_200_0.9_10"
"286","T",200,0.9,10,"T",5,"T_200_0.9_10_T","T_200_0.9_10"
"287","T",200,0.9,10,"DP-diffuse",5,"T_200_0.9_10_DP-diffuse","T_200_0.9_10"
"288","T",200,0.9,10,"DP-EB",5,"T_200_0.9_10_DP-EB","T_200_0.9_10"
"289","ALD",25,0.1,1,"Gaussian",5,"ALD_25_0.1_1_Gaussian","ALD_25_0.1_1"
"290","ALD",25,0.1,1,"T",5,"ALD_25_0.1_1_T","ALD_25_0.1_1"
"291","ALD",25,0.1,1,"DP-diffuse",5,"ALD_25_0.1_1_DP-diffuse","ALD_25_0.1_1"
"292","ALD",25,0.1,1,"DP-EB",5,"ALD_25_0.1_1_DP-EB","ALD_25_0.1_1"
"293","ALD",25,0.1,5,"Gaussian",5,"ALD_25_0.1_5_Gaussian","ALD_25_0.1_5"
"294","ALD",25,0.1,5,"T",5,"ALD_25_0.1_5_T","ALD_25_0.1_5"
"295","ALD",25,0.1,5,"DP-diffuse",5,"ALD_25_0.1_5_DP-diffuse","ALD_25_0.1_5"
"296","ALD",25,0.1,5,"DP-EB",5,"ALD_25_0.1_5_DP-EB","ALD_25_0.1_5"
"297","ALD",25,0.1,10,"Gaussian",5,"ALD_25_0.1_10_Gaussian","ALD_25_0.1_10"
"298","ALD",25,0.1,10,"T",5,"ALD_25_0.1_10_T","ALD_25_0.1_10"
"299","ALD",25,0.1,10,"DP-diffuse",5,"ALD_25_0.1_10_DP-diffuse","ALD_25_0.1_10"
"300","ALD",25,0.1,10,"DP-EB",5,"ALD_25_0.1_10_DP-EB","ALD_25_0.1_10"
"301","ALD",25,0.5,1,"Gaussian",5,"ALD_25_0.5_1_Gaussian","ALD_25_0.5_1"
"302","ALD",25,0.5,1,"T",5,"ALD_25_0.5_1_T","ALD_25_0.5_1"
"303","ALD",25,0.5,1,"DP-diffuse",5,"ALD_25_0.5_1_DP-diffuse","ALD_25_0.5_1"
"304","ALD",25,0.5,1,"DP-EB",5,"ALD_25_0.5_1_DP-EB","ALD_25_0.5_1"
"305","ALD",25,0.5,5,"Gaussian",5,"ALD_25_0.5_5_Gaussian","ALD_25_0.5_5"
"306","ALD",25,0.5,5,"T",5,"ALD_25_0.5_5_T","ALD_25_0.5_5"
"307","ALD",25,0.5,5,"DP-diffuse",5,"ALD_25_0.5_5_DP-diffuse","ALD_25_0.5_5"
"308","ALD",25,0.5,5,"DP-EB",5,"ALD_25_0.5_5_DP-EB","ALD_25_0.5_5"
"309","ALD",25,0.5,10,"Gaussian",5,"ALD_25_0.5_10_Gaussian","ALD_25_0.5_10"
"310","ALD",25,0.5,10,"T",5,"ALD_25_0.5_10_T","ALD_25_0.5_10"
"311","ALD",25,0.5,10,"DP-diffuse",5,"ALD_25_0.5_10_DP-diffuse","ALD_25_0.5_10"
"312","ALD",25,0.5,10,"DP-EB",5,"ALD_25_0.5_10_DP-EB","ALD_25_0.5_10"
"313","ALD",25,0.9,1,"Gaussian",5,"ALD_25_0.9_1_Gaussian","ALD_25_0.9_1"
"314","ALD",25,0.9,1,"T",5,"ALD_25_0.9_1_T","ALD_25_0.9_1"
"315","ALD",25,0.9,1,"DP-diffuse",5,"ALD_25_0.9_1_DP-diffuse","ALD_25_0.9_1"
"316","ALD",25,0.9,1,"DP-EB",5,"ALD_25_0.9_1_DP-EB","ALD_25_0.9_1"
"317","ALD",25,0.9,5,"Gaussian",5,"ALD_25_0.9_5_Gaussian","ALD_25_0.9_5"
"318","ALD",25,0.9,5,"T",5,"ALD_25_0.9_5_T","ALD_25_0.9_5"
"319","ALD",25,0.9,5,"DP-diffuse",5,"ALD_25_0.9_5_DP-diffuse","ALD_25_0.9_5"
"320","ALD",25,0.9,5,"DP-EB",5,"ALD_25_0.9_5_DP-EB","ALD_25_0.9_5"
"321","ALD",25,0.9,10,"Gaussian",5,"ALD_25_0.9_10_Gaussian","ALD_25_0.9_10"
"322","ALD",25,0.9,10,"T",5,"ALD_25_0.9_10_T","ALD_25_0.9_10"
"323","ALD",25,0.9,10,"DP-diffuse",5,"ALD_25_0.9_10_DP-diffuse","ALD_25_0.9_10"
"324","ALD",25,0.9,10,"DP-EB",5,"ALD_25_0.9_10_DP-EB","ALD_25_0.9_10"
"325","ALD",50,0.1,1,"Gaussian",5,"ALD_50_0.1_1_Gaussian","ALD_50_0.1_1"
"326","ALD",50,0.1,1,"T",5,"ALD_50_0.1_1_T","ALD_50_0.1_1"
"327","ALD",50,0.1,1,"DP-diffuse",5,"ALD_50_0.1_1_DP-diffuse","ALD_50_0.1_1"
"328","ALD",50,0.1,1,"DP-EB",5,"ALD_50_0.1_1_DP-EB","ALD_50_0.1_1"
"329","ALD",50,0.1,5,"Gaussian",5,"ALD_50_0.1_5_Gaussian","ALD_50_0.1_5"
"330","ALD",50,0.1,5,"T",5,"ALD_50_0.1_5_T","ALD_50_0.1_5"
"331","ALD",50,0.1,5,"DP-diffuse",5,"ALD_50_0.1_5_DP-diffuse","ALD_50_0.1_5"
"332","ALD",50,0.1,5,"DP-EB",5,"ALD_50_0.1_5_DP-EB","ALD_50_0.1_5"
"333","ALD",50,0.1,10,"Gaussian",5,"ALD_50_0.1_10_Gaussian","ALD_50_0.1_10"
"334","ALD",50,0.1,10,"T",5,"ALD_50_0.1_10_T","ALD_50_0.1_10"
"335","ALD",50,0.1,10,"DP-diffuse",5,"ALD_50_0.1_10_DP-diffuse","ALD_50_0.1_10"
"336","ALD",50,0.1,10,"DP-EB",5,"ALD_50_0.1_10_DP-EB","ALD_50_0.1_10"
"337","ALD",50,0.5,1,"Gaussian",5,"ALD_50_0.5_1_Gaussian","ALD_50_0.5_1"
"338","ALD",50,0.5,1,"T",5,"ALD_50_0.5_1_T","ALD_50_0.5_1"
"339","ALD",50,0.5,1,"DP-diffuse",5,"ALD_50_0.5_1_DP-diffuse","ALD_50_0.5_1"
"340","ALD",50,0.5,1,"DP-EB",5,"ALD_50_0.5_1_DP-EB","ALD_50_0.5_1"
"341","ALD",50,0.5,5,"Gaussian",5,"ALD_50_0.5_5_Gaussian","ALD_50_0.5_5"
"342","ALD",50,0.5,5,"T",5,"ALD_50_0.5_5_T","ALD_50_0.5_5"
"343","ALD",50,0.5,5,"DP-diffuse",5,"ALD_50_0.5_5_DP-diffuse","ALD_50_0.5_5"
"344","ALD",50,0.5,5,"DP-EB",5,"ALD_50_0.5_5_DP-EB","ALD_50_0.5_5"
"345","ALD",50,0.5,10,"Gaussian",5,"ALD_50_0.5_10_Gaussian","ALD_50_0.5_10"
"346","ALD",50,0.5,10,"T",5,"ALD_50_0.5_10_T","ALD_50_0.5_10"
"347","ALD",50,0.5,10,"DP-diffuse",5,"ALD_50_0.5_10_DP-diffuse","ALD_50_0.5_10"
"348","ALD",50,0.5,10,"DP-EB",5,"ALD_50_0.5_10_DP-EB","ALD_50_0.5_10"
"349","ALD",50,0.9,1,"Gaussian",5,"ALD_50_0.9_1_Gaussian","ALD_50_0.9_1"
"350","ALD",50,0.9,1,"T",5,"ALD_50_0.9_1_T","ALD_50_0.9_1"
"351","ALD",50,0.9,1,"DP-diffuse",5,"ALD_50_0.9_1_DP-diffuse","ALD_50_0.9_1"
"352","ALD",50,0.9,1,"DP-EB",5,"ALD_50_0.9_1_DP-EB","ALD_50_0.9_1"
"353","ALD",50,0.9,5,"Gaussian",5,"ALD_50_0.9_5_Gaussian","ALD_50_0.9_5"
"354","ALD",50,0.9,5,"T",5,"ALD_50_0.9_5_T","ALD_50_0.9_5"
"355","ALD",50,0.9,5,"DP-diffuse",5,"ALD_50_0.9_5_DP-diffuse","ALD_50_0.9_5"
"356","ALD",50,0.9,5,"DP-EB",5,"ALD_50_0.9_5_DP-EB","ALD_50_0.9_5"
"357","ALD",50,0.9,10,"Gaussian",5,"ALD_50_0.9_10_Gaussian","ALD_50_0.9_10"
"358","ALD",50,0.9,10,"T",5,"ALD_50_0.9_10_T","ALD_50_0.9_10"
"359","ALD",50,0.9,10,"DP-diffuse",5,"ALD_50_0.9_10_DP-diffuse","ALD_50_0.9_10"
"360","ALD",50,0.9,10,"DP-EB",5,"ALD_50_0.9_10_DP-EB","ALD_50_0.9_10"
"361","ALD",100,0.1,1,"Gaussian",5,"ALD_100_0.1_1_Gaussian","ALD_100_0.1_1"
"362","ALD",100,0.1,1,"T",5,"ALD_100_0.1_1_T","ALD_100_0.1_1"
"363","ALD",100,0.1,1,"DP-diffuse",5,"ALD_100_0.1_1_DP-diffuse","ALD_100_0.1_1"
"364","ALD",100,0.1,1,"DP-EB",5,"ALD_100_0.1_1_DP-EB","ALD_100_0.1_1"
"365","ALD",100,0.1,5,"Gaussian",5,"ALD_100_0.1_5_Gaussian","ALD_100_0.1_5"
"366","ALD",100,0.1,5,"T",5,"ALD_100_0.1_5_T","ALD_100_0.1_5"
"367","ALD",100,0.1,5,"DP-diffuse",5,"ALD_100_0.1_5_DP-diffuse","ALD_100_0.1_5"
"368","ALD",100,0.1,5,"DP-EB",5,"ALD_100_0.1_5_DP-EB","ALD_100_0.1_5"
"369","ALD",100,0.1,10,"Gaussian",5,"ALD_100_0.1_10_Gaussian","ALD_100_0.1_10"
"370","ALD",100,0.1,10,"T",5,"ALD_100_0.1_10_T","ALD_100_0.1_10"
"371","ALD",100,0.1,10,"DP-diffuse",5,"ALD_100_0.1_10_DP-diffuse","ALD_100_0.1_10"
"372","ALD",100,0.1,10,"DP-EB",5,"ALD_100_0.1_10_DP-EB","ALD_100_0.1_10"
"373","ALD",100,0.5,1,"Gaussian",5,"ALD_100_0.5_1_Gaussian","ALD_100_0.5_1"
"374","ALD",100,0.5,1,"T",5,"ALD_100_0.5_1_T","ALD_100_0.5_1"
"375","ALD",100,0.5,1,"DP-diffuse",5,"ALD_100_0.5_1_DP-diffuse","ALD_100_0.5_1"
"376","ALD",100,0.5,1,"DP-EB",5,"ALD_100_0.5_1_DP-EB","ALD_100_0.5_1"
"377","ALD",100,0.5,5,"Gaussian",5,"ALD_100_0.5_5_Gaussian","ALD_100_0.5_5"
"378","ALD",100,0.5,5,"T",5,"ALD_100_0.5_5_T","ALD_100_0.5_5"
"379","ALD",100,0.5,5,"DP-diffuse",5,"ALD_100_0.5_5_DP-diffuse","ALD_100_0.5_5"
"380","ALD",100,0.5,5,"DP-EB",5,"ALD_100_0.5_5_DP-EB","ALD_100_0.5_5"
"381","ALD",100,0.5,10,"Gaussian",5,"ALD_100_0.5_10_Gaussian","ALD_100_0.5_10"
"382","ALD",100,0.5,10,"T",5,"ALD_100_0.5_10_T","ALD_100_0.5_10"
"383","ALD",100,0.5,10,"DP-diffuse",5,"ALD_100_0.5_10_DP-diffuse","ALD_100_0.5_10"
"384","ALD",100,0.5,10,"DP-EB",5,"ALD_100_0.5_10_DP-EB","ALD_100_0.5_10"
"385","ALD",100,0.9,1,"Gaussian",5,"ALD_100_0.9_1_Gaussian","ALD_100_0.9_1"
"386","ALD",100,0.9,1,"T",5,"ALD_100_0.9_1_T","ALD_100_0.9_1"
"387","ALD",100,0.9,1,"DP-diffuse",5,"ALD_100_0.9_1_DP-diffuse","ALD_100_0.9_1"
"388","ALD",100,0.9,1,"DP-EB",5,"ALD_100_0.9_1_DP-EB","ALD_100_0.9_1"
"389","ALD",100,0.9,5,"Gaussian",5,"ALD_100_0.9_5_Gaussian","ALD_100_0.9_5"
"390","ALD",100,0.9,5,"T",5,"ALD_100_0.9_5_T","ALD_100_0.9_5"
"391","ALD",100,0.9,5,"DP-diffuse",5,"ALD_100_0.9_5_DP-diffuse","ALD_100_0.9_5"
"392","ALD",100,0.9,5,"DP-EB",5,"ALD_100_0.9_5_DP-EB","ALD_100_0.9_5"
"393","ALD",100,0.9,10,"Gaussian",5,"ALD_100_0.9_10_Gaussian","ALD_100_0.9_10"
"394","ALD",100,0.9,10,"T",5,"ALD_100_0.9_10_T","ALD_100_0.9_10"
"395","ALD",100,0.9,10,"DP-diffuse",5,"ALD_100_0.9_10_DP-diffuse","ALD_100_0.9_10"
"396","ALD",100,0.9,10,"DP-EB",5,"ALD_100_0.9_10_DP-EB","ALD_100_0.9_10"
"397","ALD",200,0.1,1,"Gaussian",5,"ALD_200_0.1_1_Gaussian","ALD_200_0.1_1"
"398","ALD",200,0.1,1,"T",5,"ALD_200_0.1_1_T","ALD_200_0.1_1"
"399","ALD",200,0.1,1,"DP-diffuse",5,"ALD_200_0.1_1_DP-diffuse","ALD_200_0.1_1"
"400","ALD",200,0.1,1,"DP-EB",5,"ALD_200_0.1_1_DP-EB","ALD_200_0.1_1"
"401","ALD",200,0.1,5,"Gaussian",5,"ALD_200_0.1_5_Gaussian","ALD_200_0.1_5"
"402","ALD",200,0.1,5,"T",5,"ALD_200_0.1_5_T","ALD_200_0.1_5"
"403","ALD",200,0.1,5,"DP-diffuse",5,"ALD_200_0.1_5_DP-diffuse","ALD_200_0.1_5"
"404","ALD",200,0.1,5,"DP-EB",5,"ALD_200_0.1_5_DP-EB","ALD_200_0.1_5"
"405","ALD",200,0.1,10,"Gaussian",5,"ALD_200_0.1_10_Gaussian","ALD_200_0.1_10"
"406","ALD",200,0.1,10,"T",5,"ALD_200_0.1_10_T","ALD_200_0.1_10"
"407","ALD",200,0.1,10,"DP-diffuse",5,"ALD_200_0.1_10_DP-diffuse","ALD_200_0.1_10"
"408","ALD",200,0.1,10,"DP-EB",5,"ALD_200_0.1_10_DP-EB","ALD_200_0.1_10"
"409","ALD",200,0.5,1,"Gaussian",5,"ALD_200_0.5_1_Gaussian","ALD_200_0.5_1"
"410","ALD",200,0.5,1,"T",5,"ALD_200_0.5_1_T","ALD_200_0.5_1"
"411","ALD",200,0.5,1,"DP-diffuse",5,"ALD_200_0.5_1_DP-diffuse","ALD_200_0.5_1"
"412","ALD",200,0.5,1,"DP-EB",5,"ALD_200_0.5_1_DP-EB","ALD_200_0.5_1"
"413","ALD",200,0.5,5,"Gaussian",5,"ALD_200_0.5_5_Gaussian","ALD_200_0.5_5"
"414","ALD",200,0.5,5,"T",5,"ALD_200_0.5_5_T","ALD_200_0.5_5"
"415","ALD",200,0.5,5,"DP-diffuse",5,"ALD_200_0.5_5_DP-diffuse","ALD_200_0.5_5"
"416","ALD",200,0.5,5,"DP-EB",5,"ALD_200_0.5_5_DP-EB","ALD_200_0.5_5"
"417","ALD",200,0.5,10,"Gaussian",5,"ALD_200_0.5_10_Gaussian","ALD_200_0.5_10"
"418","ALD",200,0.5,10,"T",5,"ALD_200_0.5_10_T","ALD_200_0.5_10"
"419","ALD",200,0.5,10,"DP-diffuse",5,"ALD_200_0.5_10_DP-diffuse","ALD_200_0.5_10"
"420","ALD",200,0.5,10,"DP-EB",5,"ALD_200_0.5_10_DP-EB","ALD_200_0.5_10"
"421","ALD",200,0.9,1,"Gaussian",5,"ALD_200_0.9_1_Gaussian","ALD_200_0.9_1"
"422","ALD",200,0.9,1,"T",5,"ALD_200_0.9_1_T","ALD_200_0.9_1"
"423","ALD",200,0.9,1,"DP-diffuse",5,"ALD_200_0.9_1_DP-diffuse","ALD_200_0.9_1"
"424","ALD",200,0.9,1,"DP-EB",5,"ALD_200_0.9_1_DP-EB","ALD_200_0.9_1"
"425","ALD",200,0.9,5,"Gaussian",5,"ALD_200_0.9_5_Gaussian","ALD_200_0.9_5"
"426","ALD",200,0.9,5,"T",5,"ALD_200_0.9_5_T","ALD_200_0.9_5"
"427","ALD",200,0.9,5,"DP-diffuse",5,"ALD_200_0.9_5_DP-diffuse","ALD_200_0.9_5"
"428","ALD",200,0.9,5,"DP-EB",5,"ALD_200_0.9_5_DP-EB","ALD_200_0.9_5"
"429","ALD",200,0.9,10,"Gaussian",5,"ALD_200_0.9_10_Gaussian","ALD_200_0.9_10"
"430","ALD",200,0.9,10,"T",5,"ALD_200_0.9_10_T","ALD_200_0.9_10"
"431","ALD",200,0.9,10,"DP-diffuse",5,"ALD_200_0.9_10_DP-diffuse","ALD_200_0.9_10"
"432","ALD",200,0.9,10,"DP-EB",5,"ALD_200_0.9_10_DP-EB","ALD_200_0.9_10"
"433","Bimodal",25,0.1,1,"Gaussian",5,"Bimodal_25_0.1_1_Gaussian","Bimodal_25_0.1_1"
"434","Bimodal",25,0.1,1,"T",5,"Bimodal_25_0.1_1_T","Bimodal_25_0.1_1"
"435","Bimodal",25,0.1,1,"DP-diffuse",5,"Bimodal_25_0.1_1_DP-diffuse","Bimodal_25_0.1_1"
"436","Bimodal",25,0.1,1,"DP-EB",5,"Bimodal_25_0.1_1_DP-EB","Bimodal_25_0.1_1"
"437","Bimodal",25,0.1,5,"Gaussian",5,"Bimodal_25_0.1_5_Gaussian","Bimodal_25_0.1_5"
"438","Bimodal",25,0.1,5,"T",5,"Bimodal_25_0.1_5_T","Bimodal_25_0.1_5"
"439","Bimodal",25,0.1,5,"DP-diffuse",5,"Bimodal_25_0.1_5_DP-diffuse","Bimodal_25_0.1_5"
"440","Bimodal",25,0.1,5,"DP-EB",5,"Bimodal_25_0.1_5_DP-EB","Bimodal_25_0.1_5"
"441","Bimodal",25,0.1,10,"Gaussian",5,"Bimodal_25_0.1_10_Gaussian","Bimodal_25_0.1_10"
"442","Bimodal",25,0.1,10,"T",5,"Bimodal_25_0.1_10_T","Bimodal_25_0.1_10"
"443","Bimodal",25,0.1,10,"DP-diffuse",5,"Bimodal_25_0.1_10_DP-diffuse","Bimodal_25_0.1_10"
"444","Bimodal",25,0.1,10,"DP-EB",5,"Bimodal_25_0.1_10_DP-EB","Bimodal_25_0.1_10"
"445","Bimodal",25,0.5,1,"Gaussian",5,"Bimodal_25_0.5_1_Gaussian","Bimodal_25_0.5_1"
"446","Bimodal",25,0.5,1,"T",5,"Bimodal_25_0.5_1_T","Bimodal_25_0.5_1"
"447","Bimodal",25,0.5,1,"DP-diffuse",5,"Bimodal_25_0.5_1_DP-diffuse","Bimodal_25_0.5_1"
"448","Bimodal",25,0.5,1,"DP-EB",5,"Bimodal_25_0.5_1_DP-EB","Bimodal_25_0.5_1"
"449","Bimodal",25,0.5,5,"Gaussian",5,"Bimodal_25_0.5_5_Gaussian","Bimodal_25_0.5_5"
"450","Bimodal",25,0.5,5,"T",5,"Bimodal_25_0.5_5_T","Bimodal_25_0.5_5"
"451","Bimodal",25,0.5,5,"DP-diffuse",5,"Bimodal_25_0.5_5_DP-diffuse","Bimodal_25_0.5_5"
"452","Bimodal",25,0.5,5,"DP-EB",5,"Bimodal_25_0.5_5_DP-EB","Bimodal_25_0.5_5"
"453","Bimodal",25,0.5,10,"Gaussian",5,"Bimodal_25_0.5_10_Gaussian","Bimodal_25_0.5_10"
"454","Bimodal",25,0.5,10,"T",5,"Bimodal_25_0.5_10_T","Bimodal_25_0.5_10"
"455","Bimodal",25,0.5,10,"DP-diffuse",5,"Bimodal_25_0.5_10_DP-diffuse","Bimodal_25_0.5_10"
"456","Bimodal",25,0.5,10,"DP-EB",5,"Bimodal_25_0.5_10_DP-EB","Bimodal_25_0.5_10"
"457","Bimodal",25,0.9,1,"Gaussian",5,"Bimodal_25_0.9_1_Gaussian","Bimodal_25_0.9_1"
"458","Bimodal",25,0.9,1,"T",5,"Bimodal_25_0.9_1_T","Bimodal_25_0.9_1"
"459","Bimodal",25,0.9,1,"DP-diffuse",5,"Bimodal_25_0.9_1_DP-diffuse","Bimodal_25_0.9_1"
"460","Bimodal",25,0.9,1,"DP-EB",5,"Bimodal_25_0.9_1_DP-EB","Bimodal_25_0.9_1"
"461","Bimodal",25,0.9,5,"Gaussian",5,"Bimodal_25_0.9_5_Gaussian","Bimodal_25_0.9_5"
"462","Bimodal",25,0.9,5,"T",5,"Bimodal_25_0.9_5_T","Bimodal_25_0.9_5"
"463","Bimodal",25,0.9,5,"DP-diffuse",5,"Bimodal_25_0.9_5_DP-diffuse","Bimodal_25_0.9_5"
"464","Bimodal",25,0.9,5,"DP-EB",5,"Bimodal_25_0.9_5_DP-EB","Bimodal_25_0.9_5"
"465","Bimodal",25,0.9,10,"Gaussian",5,"Bimodal_25_0.9_10_Gaussian","Bimodal_25_0.9_10"
"466","Bimodal",25,0.9,10,"T",5,"Bimodal_25_0.9_10_T","Bimodal_25_0.9_10"
"467","Bimodal",25,0.9,10,"DP-diffuse",5,"Bimodal_25_0.9_10_DP-diffuse","Bimodal_25_0.9_10"
"468","Bimodal",25,0.9,10,"DP-EB",5,"Bimodal_25_0.9_10_DP-EB","Bimodal_25_0.9_10"
"469","Bimodal",50,0.1,1,"Gaussian",5,"Bimodal_50_0.1_1_Gaussian","Bimodal_50_0.1_1"
"470","Bimodal",50,0.1,1,"T",5,"Bimodal_50_0.1_1_T","Bimodal_50_0.1_1"
"471","Bimodal",50,0.1,1,"DP-diffuse",5,"Bimodal_50_0.1_1_DP-diffuse","Bimodal_50_0.1_1"
"472","Bimodal",50,0.1,1,"DP-EB",5,"Bimodal_50_0.1_1_DP-EB","Bimodal_50_0.1_1"
"473","Bimodal",50,0.1,5,"Gaussian",5,"Bimodal_50_0.1_5_Gaussian","Bimodal_50_0.1_5"
"474","Bimodal",50,0.1,5,"T",5,"Bimodal_50_0.1_5_T","Bimodal_50_0.1_5"
"475","Bimodal",50,0.1,5,"DP-diffuse",5,"Bimodal_50_0.1_5_DP-diffuse","Bimodal_50_0.1_5"
"476","Bimodal",50,0.1,5,"DP-EB",5,"Bimodal_50_0.1_5_DP-EB","Bimodal_50_0.1_5"
"477","Bimodal",50,0.1,10,"Gaussian",5,"Bimodal_50_0.1_10_Gaussian","Bimodal_50_0.1_10"
"478","Bimodal",50,0.1,10,"T",5,"Bimodal_50_0.1_10_T","Bimodal_50_0.1_10"
"479","Bimodal",50,0.1,10,"DP-diffuse",5,"Bimodal_50_0.1_10_DP-diffuse","Bimodal_50_0.1_10"
"480","Bimodal",50,0.1,10,"DP-EB",5,"Bimodal_50_0.1_10_DP-EB","Bimodal_50_0.1_10"
"481","Bimodal",50,0.5,1,"Gaussian",5,"Bimodal_50_0.5_1_Gaussian","Bimodal_50_0.5_1"
"482","Bimodal",50,0.5,1,"T",5,"Bimodal_50_0.5_1_T","Bimodal_50_0.5_1"
"483","Bimodal",50,0.5,1,"DP-diffuse",5,"Bimodal_50_0.5_1_DP-diffuse","Bimodal_50_0.5_1"
"484","Bimodal",50,0.5,1,"DP-EB",5,"Bimodal_50_0.5_1_DP-EB","Bimodal_50_0.5_1"
"485","Bimodal",50,0.5,5,"Gaussian",5,"Bimodal_50_0.5_5_Gaussian","Bimodal_50_0.5_5"
"486","Bimodal",50,0.5,5,"T",5,"Bimodal_50_0.5_5_T","Bimodal_50_0.5_5"
"487","Bimodal",50,0.5,5,"DP-diffuse",5,"Bimodal_50_0.5_5_DP-diffuse","Bimodal_50_0.5_5"
"488","Bimodal",50,0.5,5,"DP-EB",5,"Bimodal_50_0.5_5_DP-EB","Bimodal_50_0.5_5"
"489","Bimodal",50,0.5,10,"Gaussian",5,"Bimodal_50_0.5_10_Gaussian","Bimodal_50_0.5_10"
"490","Bimodal",50,0.5,10,"T",5,"Bimodal_50_0.5_10_T","Bimodal_50_0.5_10"
"491","Bimodal",50,0.5,10,"DP-diffuse",5,"Bimodal_50_0.5_10_DP-diffuse","Bimodal_50_0.5_10"
"492","Bimodal",50,0.5,10,"DP-EB",5,"Bimodal_50_0.5_10_DP-EB","Bimodal_50_0.5_10"
"493","Bimodal",50,0.9,1,"Gaussian",5,"Bimodal_50_0.9_1_Gaussian","Bimodal_50_0.9_1"
"494","Bimodal",50,0.9,1,"T",5,"Bimodal_50_0.9_1_T","Bimodal_50_0.9_1"
"495","Bimodal",50,0.9,1,"DP-diffuse",5,"Bimodal_50_0.9_1_DP-diffuse","Bimodal_50_0.9_1"
"496","Bimodal",50,0.9,1,"DP-EB",5,"Bimodal_50_0.9_1_DP-EB","Bimodal_50_0.9_1"
"497","Bimodal",50,0.9,5,"Gaussian",5,"Bimodal_50_0.9_5_Gaussian","Bimodal_50_0.9_5"
