"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0.0058
"[-5.76,-5.52)",0,0,4e-04,0.0088
"[-5.52,-5.28)",0,0,2e-04,0.0062
"[-5.28,-5.04)",0,0,0,0.0104
"[-5.04,-4.8)",0,0,4e-04,0.0122
"[-4.8,-4.56)",0,6e-04,2e-04,0.0074
"[-4.56,-4.32)",0,2e-04,0.0014,0.01
"[-4.32,-4.08)",0,2e-04,6e-04,0.012
"[-4.08,-3.84)",0,0.0014,2e-04,0.0158
"[-3.84,-3.6)",0,4e-04,0.0018,0.0164
"[-3.6,-3.36)",0,8e-04,0.0018,0.0174
"[-3.36,-3.12)",0,0.002,0.0026,0.0136
"[-3.12,-2.88)",0,0.0032,0.0026,0.017
"[-2.88,-2.64)",0,0.0052,0.0034,0.017
"[-2.64,-2.4)",4e-04,0.0028,0.0044,0.021
"[-2.4,-2.16)",0.0012,0.0094,0.0058,0.0236
"[-2.16,-1.92)",6e-04,0.0128,0.0106,0.0272
"[-1.92,-1.68)",0.0032,0.0144,0.01,0.0262
"[-1.68,-1.44)",0.0032,0.0268,0.0184,0.0238
"[-1.44,-1.2)",0.008,0.0368,0.0278,0.0288
"[-1.2,-0.96)",0.0282,0.0496,0.0418,0.0256
"[-0.96,-0.72)",0.056,0.0606,0.0606,0.0312
"[-0.72,-0.48)",0.0736,0.0826,0.0822,0.03
"[-0.48,-0.24)",0.123,0.0924,0.1004,0.0294
"[-0.24,0)",0.1952,0.0956,0.1134,0.0266
"[0,0.24)",0.1666,0.0918,0.1118,0.0288
"[0.24,0.48)",0.1316,0.0876,0.102,0.0272
"[0.48,0.72)",0.1056,0.0796,0.083,0.0294
"[0.72,0.96)",0.0466,0.061,0.0638,0.0268
"[0.96,1.2)",0.0292,0.0498,0.0436,0.0266
"[1.2,1.44)",0.0144,0.041,0.0302,0.025
"[1.44,1.68)",0.0066,0.0224,0.0212,0.0246
"[1.68,1.92)",0.002,0.0198,0.0128,0.0236
"[1.92,2.16)",0.0016,0.0148,0.0092,0.0244
"[2.16,2.4)",8e-04,0.0096,0.0072,0.0252
"[2.4,2.64)",4e-04,0.0082,0.005,0.0234
"[2.64,2.88)",6e-04,0.0042,0.0046,0.021
"[2.88,3.12)",2e-04,0.0044,0.003,0.0208
"[3.12,3.36)",4e-04,0.0026,0.003,0.016
"[3.36,3.6)",2e-04,0.002,0.0018,0.0168
"[3.6,3.84)",4e-04,0.0014,0.001,0.0142
"[3.84,4.08)",0,4e-04,0.0018,0.0162
"[4.08,4.32)",2e-04,2e-04,6e-04,0.013
"[4.32,4.56)",0,0,0.0014,0.0126
"[4.56,4.8)",0,4e-04,6e-04,0.0104
"[4.8,5.04)",0,2e-04,4e-04,0.0082
"[5.04,5.28)",0,4e-04,2e-04,0.0082
"[5.28,5.52)",0,2e-04,4e-04,0.0052
"[5.52,5.76)",0,0,0,0.008
"[5.76,6)",0,0,0,0.007
