"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0304,-0.0196
"2","PM",0.1,0.0624,-0.0376
"3","PM",0.25,0.184,-0.066
"4","PM",0.75,0.7956,0.0456
"5","PM",0.9,0.9348,0.0348
"6","PM",0.95,0.9724,0.0224
"7","CB",0.05,0.0464,-0.0036
"8","CB",0.1,0.0912,-0.0088
"9","CB",0.25,0.2248,-0.0252
"10","CB",0.75,0.758,0.008
"11","CB",0.9,0.9036,0.0036
"12","CB",0.95,0.9548,0.0048
"13","GR",0.05,0.0456,-0.0044
"14","GR",0.1,0.0932,-0.0068
"15","GR",0.25,0.23,-0.02
"16","GR",0.75,0.75,0
"17","GR",0.9,0.9008,8e-04
"18","GR",0.95,0.954799999999999,0.0048
"19","ML",0.05,0.0828,0.0328
"20","ML",0.1,0.1384,0.0384
"21","ML",0.25,0.2812,0.0312
"22","ML",0.75,0.7008,-0.0492
"23","ML",0.9,0.8496,-0.0504
"24","ML",0.95,0.9176,-0.0324
