"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0098,-0.0402
"2","PM",0.1,0.0362,-0.0638
"3","PM",0.25,0.1712,-0.0788
"4","PM",0.75,0.8396,0.0896
"5","PM",0.9,0.964,0.064
"6","PM",0.95,0.9886,0.0386
"7","CB",0.05,0.0516,0.0016
"8","CB",0.1,0.1062,0.0062
"9","CB",0.25,0.2442,-0.0058
"10","CB",0.75,0.7596,0.0096
"11","CB",0.9,0.902400000000001,0.0024
"12","CB",0.95,0.9528,0.0028
"13","GR",0.05,0.0504,4e-04
"14","GR",0.1,0.0976,-0.0024
"15","GR",0.25,0.2456,-0.0044
"16","GR",0.75,0.7618,0.0118
"17","GR",0.9,0.906,0.006
"18","GR",0.95,0.9514,0.0014
"19","ML",0.05,0.1218,0.0718
"20","ML",0.1,0.1768,0.0768
"21","ML",0.25,0.3074,0.0574
"22","ML",0.75,0.6886,-0.0614
"23","ML",0.9,0.827,-0.073
"24","ML",0.95,0.8854,-0.0646
