"","quantity","estimator","value"
"1","mean","PM",0.00363045249545536
"2","mean","CB",0.00363045249545536
"3","mean","GR",0.00368838316589464
"4","mean","ML",0.00360878783244927
"5","var","PM",0.800586910482143
"6","var","CB",1.04282818083398
"7","var","GR",1.00785280727703
"8","var","ML",1.378420250784
"9","var","true",1.05213059441401
"10","SSEL","PM",0.248678088804351
"11","SSEL","CB",0.256502716815746
"12","SSEL","GR",0.272884590593894
"13","SSEL","ML",0.322520005429294
"14","WSSEL","PM",6.21695222010876
"15","WSSEL","CB",6.41256792039364
"16","WSSEL","GR",6.82211476484735
"17","WSSEL","ML",8.06300013573236
"18","ISEL","PM",0.0243150107683095
"19","ISEL","CB",0.0189953455295264
"20","ISEL","GR",0.0147846350313655
"21","ISEL","ML",0.0219843541678764
"22","SELrank","PM",0.0298603550295858
"23","SELrank","CB",0.0298603550295858
"24","SELrank","GR",0.0297704142011834
"25","SELrank","ML",0.0297218934911243
