"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.018,-0.032
"2","PM",0.1,0.0336,-0.0664
"3","PM",0.25,0.0892,-0.1608
"4","PM",0.75,0.7556,0.0056
"5","PM",0.9,0.9928,0.0928
"6","PM",0.95,0.996,0.046
"7","CB",0.05,0.114,0.064
"8","CB",0.1,0.1548,0.0548
"9","CB",0.25,0.2484,-0.0016
"10","CB",0.75,0.6644,-0.0856
"11","CB",0.9,0.9364,0.0364
"12","CB",0.95,0.9592,0.0092
"13","GR",0.05,0.098,0.048
"14","GR",0.1,0.1336,0.0336
"15","GR",0.25,0.2288,-0.0212
"16","GR",0.75,0.6808,-0.0692
"17","GR",0.9,0.9432,0.0432
"18","GR",0.95,0.9616,0.0116
"19","ML",0.05,0.3404,0.2904
"20","ML",0.1,0.3636,0.2636
"21","ML",0.25,0.4016,0.1516
"22","ML",0.75,0.5496,-0.2004
"23","ML",0.9,0.6992,-0.2008
"24","ML",0.95,0.7296,-0.2204
