"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,4e-04,0,0.0048
"[-5.76,-5.52)",0,8e-04,0,0.0044
"[-5.52,-5.28)",0,8e-04,0,0.0052
"[-5.28,-5.04)",0,4e-04,8e-04,0.0044
"[-5.04,-4.8)",0,8e-04,4e-04,0.0072
"[-4.8,-4.56)",0,4e-04,4e-04,0.0072
"[-4.56,-4.32)",0,0,0,0.0072
"[-4.32,-4.08)",0,8e-04,4e-04,0.01
"[-4.08,-3.84)",0,0.0016,0.0024,0.0088
"[-3.84,-3.6)",8e-04,8e-04,0.0012,0.01
"[-3.6,-3.36)",4e-04,8e-04,0.0032,0.0116
"[-3.36,-3.12)",4e-04,0.0012,0.002,0.0144
"[-3.12,-2.88)",4e-04,0.002,8e-04,0.012
"[-2.88,-2.64)",0.0012,0.006,0.0052,0.0184
"[-2.64,-2.4)",4e-04,0.0076,0.006,0.0196
"[-2.4,-2.16)",4e-04,0.012,0.0064,0.0192
"[-2.16,-1.92)",0.0012,0.0108,0.01,0.02
"[-1.92,-1.68)",0.0028,0.02,0.0132,0.0264
"[-1.68,-1.44)",0.0036,0.0216,0.0204,0.0268
"[-1.44,-1.2)",0.0076,0.0312,0.0308,0.0268
"[-1.2,-0.96)",0.0192,0.0532,0.0464,0.0236
"[-0.96,-0.72)",0.0412,0.064,0.0664,0.0276
"[-0.72,-0.48)",0.1444,0.0872,0.0892,0.0364
"[-0.48,-0.24)",0.1584,0.0916,0.1064,0.028
"[-0.24,0)",0.1596,0.1056,0.1076,0.0324
"[0,0.24)",0.1516,0.0952,0.1044,0.0352
"[0.24,0.48)",0.1048,0.0748,0.0896,0.0332
"[0.48,0.72)",0.0764,0.0744,0.0752,0.0316
"[0.72,0.96)",0.0556,0.0584,0.0568,0.0312
"[0.96,1.2)",0.0248,0.044,0.0388,0.03
"[1.2,1.44)",0.0304,0.0452,0.0328,0.022
"[1.44,1.68)",0.006,0.022,0.0244,0.02
"[1.68,1.92)",0.0032,0.0164,0.0136,0.02
"[1.92,2.16)",0.0016,0.0136,0.0104,0.02
"[2.16,2.4)",8e-04,0.0076,0.0096,0.0188
"[2.4,2.64)",8e-04,0.0052,0.0048,0.0152
"[2.64,2.88)",0,0.0044,0.0044,0.018
"[2.88,3.12)",0.0012,0.0044,0.004,0.018
"[3.12,3.36)",4e-04,0.0024,0.0032,0.014
"[3.36,3.6)",0,0.004,0.0016,0.0108
"[3.6,3.84)",0,0.0012,0.0012,0.0108
"[3.84,4.08)",0,0.0016,8e-04,0.0128
"[4.08,4.32)",0,8e-04,0.0016,0.01
"[4.32,4.56)",0,4e-04,0.0016,0.008
"[4.56,4.8)",0,0,0,0.0068
"[4.8,5.04)",4e-04,0,8e-04,0.006
"[5.04,5.28)",0,0,0,0.0084
"[5.28,5.52)",0,8e-04,0,0.0072
"[5.52,5.76)",0,0,0,0.0084
"[5.76,6)",0,8e-04,4e-04,0.0044
