"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0524,0.0024
"2","PM",0.1,0.1068,0.0068
"3","PM",0.25,0.2524,0.0024
"4","PM",0.75,0.7024,-0.0476
"5","PM",0.9,0.9488,0.0488
"6","PM",0.95,0.969999999999999,0.02
"7","CB",0.05,0.0764000000000001,0.0264
"8","CB",0.1,0.136,0.036
"9","CB",0.25,0.2776,0.0276
"10","CB",0.75,0.6896,-0.0604
"11","CB",0.9,0.938,0.038
"12","CB",0.95,0.962399999999999,0.0124
"13","GR",0.05,0.0796000000000001,0.0296
"14","GR",0.1,0.1404,0.0404
"15","GR",0.25,0.274,0.024
"16","GR",0.75,0.6856,-0.0644
"17","GR",0.9,0.94,0.04
"18","GR",0.95,0.964399999999999,0.0144
"19","ML",0.05,0.104,0.054
"20","ML",0.1,0.1684,0.0684
"21","ML",0.25,0.294,0.044
"22","ML",0.75,0.674,-0.076
"23","ML",0.9,0.9224,0.0224
"24","ML",0.95,0.9532,0.0032
