"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0204,-0.0296
"2","PM",0.1,0.0622,-0.0378
"3","PM",0.25,0.2262,-0.0238
"4","PM",0.75,0.7578,0.0078
"5","PM",0.9,0.935,0.035
"6","PM",0.95,0.9746,0.0246
"7","CB",0.05,0.1214,0.0714
"8","CB",0.1,0.1922,0.0922
"9","CB",0.25,0.3234,0.0734
"10","CB",0.75,0.6662,-0.0838
"11","CB",0.9,0.806200000000001,-0.0938
"12","CB",0.95,0.8808,-0.0692
"13","GR",0.05,0.1234,0.0734
"14","GR",0.1,0.1902,0.0902
"15","GR",0.25,0.3252,0.0752
"16","GR",0.75,0.663,-0.087
"17","GR",0.9,0.7986,-0.1014
"18","GR",0.95,0.8686,-0.0814
"19","ML",0.05,0.2972,0.2472
"20","ML",0.1,0.3462,0.2462
"21","ML",0.25,0.4212,0.1712
"22","ML",0.75,0.573,-0.177
"23","ML",0.9,0.645,-0.255
"24","ML",0.95,0.6936,-0.2564
