"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",2e-04,0,0,0.0038
"[-5.76,-5.52)",0,2e-04,4e-04,0.0084
"[-5.52,-5.28)",0,0,0,0.0046
"[-5.28,-5.04)",0,4e-04,4e-04,0.0066
"[-5.04,-4.8)",2e-04,2e-04,2e-04,0.0072
"[-4.8,-4.56)",0,2e-04,6e-04,0.0074
"[-4.56,-4.32)",0,8e-04,4e-04,0.0084
"[-4.32,-4.08)",0,6e-04,0.0012,0.01
"[-4.08,-3.84)",2e-04,0.003,0.002,0.0098
"[-3.84,-3.6)",2e-04,0.0026,0.0034,0.009
"[-3.6,-3.36)",2e-04,0.0034,0.0036,0.0078
"[-3.36,-3.12)",0,0.0058,0.0048,0.0136
"[-3.12,-2.88)",6e-04,0.0058,0.0074,0.0134
"[-2.88,-2.64)",0,0.0086,0.0086,0.0154
"[-2.64,-2.4)",0.0012,0.0106,0.0126,0.0188
"[-2.4,-2.16)",4e-04,0.0166,0.0152,0.0194
"[-2.16,-1.92)",0.0036,0.0208,0.0206,0.024
"[-1.92,-1.68)",0.008,0.0252,0.0262,0.021
"[-1.68,-1.44)",0.0132,0.035,0.031,0.024
"[-1.44,-1.2)",0.0254,0.0402,0.0406,0.0292
"[-1.2,-0.96)",0.0456,0.0506,0.0472,0.029
"[-0.96,-0.72)",0.0678,0.053,0.0566,0.0318
"[-0.72,-0.48)",0.0936,0.06,0.0652,0.0304
"[-0.48,-0.24)",0.1002,0.0696,0.0702,0.0312
"[-0.24,0)",0.119,0.073,0.0752,0.034
"[0,0.24)",0.1226,0.077,0.0742,0.0328
"[0.24,0.48)",0.1162,0.076,0.0718,0.0336
"[0.48,0.72)",0.1008,0.07,0.0634,0.0308
"[0.72,0.96)",0.0766,0.059,0.0576,0.0286
"[0.96,1.2)",0.0488,0.0498,0.0492,0.0292
"[1.2,1.44)",0.023,0.0434,0.0404,0.0304
"[1.44,1.68)",0.0138,0.0332,0.034,0.0254
"[1.68,1.92)",0.0082,0.0218,0.0268,0.0226
"[1.92,2.16)",0.0052,0.0166,0.0214,0.0204
"[2.16,2.4)",0.0018,0.0148,0.0176,0.0212
"[2.4,2.64)",0.0018,0.01,0.0116,0.0166
"[2.64,2.88)",0.001,0.0102,0.0114,0.0152
"[2.88,3.12)",2e-04,0.0098,0.0074,0.0124
"[3.12,3.36)",0,0.004,0.0046,0.016
"[3.36,3.6)",0,0.0042,0.0046,0.0122
"[3.6,3.84)",0,0.0032,0.0034,0.0092
"[3.84,4.08)",2e-04,0.0014,0.0026,0.012
"[4.08,4.32)",0,0.0034,0.001,0.0092
"[4.32,4.56)",0,8e-04,0.0016,0.0074
"[4.56,4.8)",0,0.0012,4e-04,0.007
"[4.8,5.04)",0,0.0014,4e-04,0.0062
"[5.04,5.28)",0,0,0,0.007
"[5.28,5.52)",0,4e-04,2e-04,0.0048
"[5.52,5.76)",0,4e-04,2e-04,0.0048
"[5.76,6)",0,4e-04,0,0.0064
