"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,4e-04,0,0
"[-5.52,-5.28)",4e-04,4e-04,4e-04,0
"[-5.28,-5.04)",4e-04,0,4e-04,4e-04
"[-5.04,-4.8)",0,0,0,0
"[-4.8,-4.56)",0,0,0,0
"[-4.56,-4.32)",0,4e-04,0,0
"[-4.32,-4.08)",4e-04,4e-04,4e-04,8e-04
"[-4.08,-3.84)",4e-04,8e-04,4e-04,0.0012
"[-3.84,-3.6)",8e-04,0,8e-04,0
"[-3.6,-3.36)",4e-04,0.0016,8e-04,0.0032
"[-3.36,-3.12)",0.002,0.0012,0.0016,0.0012
"[-3.12,-2.88)",8e-04,0.0012,8e-04,0.0012
"[-2.88,-2.64)",0.0016,0.0028,0.002,0.0024
"[-2.64,-2.4)",0.0024,0.0028,0.004,0.0036
"[-2.4,-2.16)",0.006,0.0068,0.0044,0.0084
"[-2.16,-1.92)",0.0048,0.0068,0.0092,0.0088
"[-1.92,-1.68)",0.0104,0.0124,0.0104,0.0172
"[-1.68,-1.44)",0.0164,0.0212,0.0236,0.0236
"[-1.44,-1.2)",0.0308,0.0296,0.0336,0.0356
"[-1.2,-0.96)",0.0348,0.0428,0.0468,0.0468
"[-0.96,-0.72)",0.0724,0.0772,0.0672,0.072
"[-0.72,-0.48)",0.1008,0.0948,0.092,0.086
"[-0.48,-0.24)",0.1104,0.1012,0.1068,0.096
"[-0.24,0)",0.1212,0.11,0.1084,0.1024
"[0,0.24)",0.116,0.1056,0.106,0.1016
"[0.24,0.48)",0.0972,0.094,0.0984,0.0856
"[0.48,0.72)",0.0884,0.0924,0.0828,0.0892
"[0.72,0.96)",0.066,0.0596,0.0636,0.0616
"[0.96,1.2)",0.046,0.0496,0.0484,0.0504
"[1.2,1.44)",0.0244,0.0328,0.0336,0.0364
"[1.44,1.68)",0.0152,0.0156,0.0184,0.0224
"[1.68,1.92)",0.0076,0.0116,0.0124,0.0124
"[1.92,2.16)",0.0068,0.006,0.0072,0.0064
"[2.16,2.4)",0.0052,0.0052,0.0044,0.0072
"[2.4,2.64)",0.004,0.0052,0.0052,0.0052
"[2.64,2.88)",8e-04,0.0024,8e-04,0.0028
"[2.88,3.12)",0.0016,8e-04,0.0016,0.0024
"[3.12,3.36)",8e-04,0.0016,8e-04,0.0012
"[3.36,3.6)",4e-04,4e-04,4e-04,0.0016
"[3.6,3.84)",4e-04,4e-04,4e-04,0
"[3.84,4.08)",0,4e-04,0,4e-04
"[4.08,4.32)",0,0,0,4e-04
"[4.32,4.56)",0,0,0,0
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,0
"[5.52,5.76)",4e-04,4e-04,4e-04,4e-04
"[5.76,6)",0,0,0,0
