"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0446,-0.0054
"2","PM",0.1,0.0868,-0.0132
"3","PM",0.25,0.2454,-0.0046
"4","PM",0.75,0.771,0.021
"5","PM",0.9,0.9194,0.0194
"6","PM",0.95,0.9584,0.0084
"7","CB",0.05,0.0532,0.0032
"8","CB",0.1,0.1022,0.0022
"9","CB",0.25,0.2578,0.0078
"10","CB",0.75,0.754,0.004
"11","CB",0.9,0.906,0.006
"12","CB",0.95,0.9496,-4e-04
"13","GR",0.05,0.0544,0.0044
"14","GR",0.1,0.104,0.004
"15","GR",0.25,0.2588,0.0088
"16","GR",0.75,0.7548,0.0048
"17","GR",0.9,0.9062,0.0062
"18","GR",0.95,0.950199999999999,2e-04
"19","ML",0.05,0.0654,0.0154
"20","ML",0.1,0.117,0.017
"21","ML",0.25,0.2712,0.0212
"22","ML",0.75,0.7422,-0.0078
"23","ML",0.9,0.8934,-0.0066
"24","ML",0.95,0.9394,-0.0106
