"","theta_pm","theta_cb","theta_gr","theta_ml"
"[-6,-5.76)",0,0,0,0
"[-5.76,-5.52)",0,0,0,4e-04
"[-5.52,-5.28)",0,8e-04,4e-04,4e-04
"[-5.28,-5.04)",8e-04,0,4e-04,0
"[-5.04,-4.8)",0,4e-04,0,0
"[-4.8,-4.56)",4e-04,4e-04,4e-04,4e-04
"[-4.56,-4.32)",4e-04,0,4e-04,4e-04
"[-4.32,-4.08)",4e-04,8e-04,4e-04,8e-04
"[-4.08,-3.84)",4e-04,4e-04,4e-04,4e-04
"[-3.84,-3.6)",4e-04,0.0016,8e-04,8e-04
"[-3.6,-3.36)",0.0016,4e-04,8e-04,0.0016
"[-3.36,-3.12)",4e-04,0.0016,8e-04,0.002
"[-3.12,-2.88)",0.0016,0.0012,0.002,0.0028
"[-2.88,-2.64)",0.0016,0.0024,0.0016,0.004
"[-2.64,-2.4)",0.0028,0.0032,0.0028,0.0052
"[-2.4,-2.16)",0.0052,0.0088,0.0068,0.0096
"[-2.16,-1.92)",0.0092,0.0084,0.0112,0.016
"[-1.92,-1.68)",0.01,0.0132,0.0152,0.0252
"[-1.68,-1.44)",0.0168,0.0236,0.0204,0.0272
"[-1.44,-1.2)",0.0304,0.0288,0.0324,0.0348
"[-1.2,-0.96)",0.038,0.0456,0.048,0.046
"[-0.96,-0.72)",0.0644,0.0632,0.0624,0.0572
"[-0.72,-0.48)",0.0912,0.0912,0.0864,0.088
"[-0.48,-0.24)",0.1164,0.1028,0.1068,0.0932
"[-0.24,0)",0.1288,0.1216,0.1136,0.102
"[0,0.24)",0.1192,0.1036,0.1096,0.0908
"[0.24,0.48)",0.1,0.098,0.102,0.0904
"[0.48,0.72)",0.0924,0.0876,0.082,0.078
"[0.72,0.96)",0.0568,0.0584,0.0616,0.066
"[0.96,1.2)",0.0412,0.0488,0.0432,0.0484
"[1.2,1.44)",0.0256,0.028,0.0356,0.0328
"[1.44,1.68)",0.016,0.0204,0.0188,0.0268
"[1.68,1.92)",0.0112,0.0116,0.0136,0.018
"[1.92,2.16)",0.0056,0.0092,0.0068,0.0056
"[2.16,2.4)",0.0024,0.0036,0.0028,0.0092
"[2.4,2.64)",0.0028,0.0032,0.0036,0.0032
"[2.64,2.88)",0.0028,0.0024,0.0028,0.004
"[2.88,3.12)",0,0.002,4e-04,0.0036
"[3.12,3.36)",8e-04,0,8e-04,0.002
"[3.36,3.6)",4e-04,8e-04,4e-04,8e-04
"[3.6,3.84)",4e-04,4e-04,4e-04,0
"[3.84,4.08)",4e-04,4e-04,4e-04,4e-04
"[4.08,4.32)",4e-04,4e-04,4e-04,4e-04
"[4.32,4.56)",0,4e-04,0,4e-04
"[4.56,4.8)",0,0,0,0
"[4.8,5.04)",0,0,0,0
"[5.04,5.28)",0,0,0,0
"[5.28,5.52)",0,0,0,4e-04
"[5.52,5.76)",0,0,0,0
"[5.76,6)",0,0,0,0
