"","estimator","tail_p","quantile","diff"
"1","PM",0.05,0.0424,-0.0076
"2","PM",0.1,0.0892,-0.0108
"3","PM",0.25,0.236,-0.014
"4","PM",0.75,0.7708,0.0208
"5","PM",0.9,0.922,0.022
"6","PM",0.95,0.9664,0.0164
"7","CB",0.05,0.0532,0.0032
"8","CB",0.1,0.1068,0.0068
"9","CB",0.25,0.2564,0.0064
"10","CB",0.75,0.7528,0.0028
"11","CB",0.9,0.9096,0.0096
"12","CB",0.95,0.9548,0.0048
"13","GR",0.05,0.0548,0.0048
"14","GR",0.1,0.1064,0.0064
"15","GR",0.25,0.2616,0.0116
"16","GR",0.75,0.7548,0.0048
"17","GR",0.9,0.9076,0.0076
"18","GR",0.95,0.9548,0.0048
"19","ML",0.05,0.0816,0.0316
"20","ML",0.1,0.1372,0.0372
"21","ML",0.25,0.2892,0.0392
"22","ML",0.75,0.726,-0.024
"23","ML",0.9,0.8828,-0.0172
"24","ML",0.95,0.9384,-0.0116
