"","quantity","estimator","value"
"1","mean","PM",0.0780211504891496
"2","mean","CB",0.0780211504891497
"3","mean","GR",0.0782001609014409
"4","mean","ML",0.0767391894954598
"5","var","PM",0.377632864680019
"6","var","CB",1.86232199811419
"7","var","GR",1.68865946453377
"8","var","ML",11.2581912922851
"9","var","true",1.01057979972405
"10","SSEL","PM",1.4398391547157
"11","SSEL","CB",2.32543656137684
"12","SSEL","GR",2.22549066665721
"13","SSEL","ML",10.0839239417145
"14","WSSEL","PM",35.9959788678924
"15","WSSEL","CB",58.135914034421
"16","WSSEL","GR",55.6372666664302
"17","WSSEL","ML",252.098098542863
"18","ISEL","PM",0.28642378880159
"19","ISEL","CB",0.164311777148035
"20","ISEL","GR",0.150677409360356
"21","ISEL","ML",0.434520643101213
"22","SELrank","PM",0.109573964497041
"23","SELrank","CB",0.109573964497041
"24","SELrank","GR",0.109990532544379
"25","SELrank","ML",0.1096
